DATE,AI FP Equity_DX_SI_QTY,AI FP Equity_DX_SHORT_INTEREST_VALUE,AI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AI FP Equity_DX_SI_MV,AI FP Equity_DX_DSS,AI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AI FP Equity_DX_SUPPLY_SI_QTY,AI FP Equity_DX_BROKER_SI_QTY,AI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AI FP Equity_DX_BROKER_SI_MV_NEW_x,AI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AI FP Equity_DX_BROKER_SI_MV_INC_x,AI FP Equity_DX_SUPPLY_SI_MV_NEW,AI FP Equity_DX_BROKER_SI_QTY_ADD,AI FP Equity_DX_BROKER_SI_QTY_NEW,AI FP Equity_DX_SUPPLY_SI_MV_DEC,AI FP Equity_DX_BROKER_SI_QTY_INC,AI FP Equity_DX_SUPPLY_SI_QTY_DEC,AI FP Equity_DX_BROKER_SI_MV_NEW_y,AI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AI FP Equity_DX_BROKER_SI_MV_INC_y,AI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AI FP Equity_DX_BROKER_SI_MV_ADD,AI FP Equity_DX_SUPPLY_SI_QTY_ADD,AI FP Equity_DX_BROKER_SI_QTY_DEC,AI FP Equity_DX_SUPPLY_SI_MV,AI FP Equity_DX_BROKER_SI_MV_DEC,AI FP Equity_DX_SUPPLY_SI_MV_RMV,AI FP Equity_DX_BROKER_SI_MV_RMV,AI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AI FP Equity_DX_UTILIZATION_QUANTITY,AI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AI FP Equity_DX_ACTIVE_UTILIZATION_MV,AI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AI FP Equity_DX_BROKER_SI_CON_RATIO,AI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AI FP Equity_DX_DEMAND_SUPPLY_RATIO,AI FP Equity_PX_LAST
2006-07-18,8660818.0,950396495.82,7.25,18.75,7.21,1281.22,2.0,652892548.39,4323466.0,5949710.0,474436356.49,0.0,0.0,45167.0,13.06,0.0,0.0,0.0,28.35,95225.0,181189.0,0.0,0.0,13.06,45167.0,0.0,3919.0,140501.0,635.45,22.35,0.0,0.0,32.15,32.15,9125486.0,1001386926.39,0.0,1353.41,31.95,16.66,0.1254,18.8,0.644,145.2
2006-07-19,8501144.0,958573665.2,7.11,18.69,7.07,1263.09,2.0,651909483.13,4248028.0,5781482.0,478999975.75,0.0,610.0,21187.0,1.85,0.09,0.0,0.0,20.74,12971.0,151627.0,0.0,610.0,1.85,21187.0,0.0,54393.0,181199.0,625.61,26.29,0.0,0.0,32.03,32.03,9013769.0,1016376335.66,0.0,1337.25,31.87,17.31,0.1253,17.8,0.641,149.2
2006-07-20,8433218.0,959837241.72,7.06,18.39,7.02,1269.66,2.0,648992659.09,4237969.0,5702109.0,482349735.94,0.0,0.0,31303.0,5.97,0.0,0.0,0.0,6.31,19812.0,50271.0,0.0,0.0,5.97,31303.0,0.0,16400.0,99186.0,635.28,14.17,1.11,0.0,32.12,32.12,8954248.0,1019138922.05,7491.0,1350.16,32.0,17.25,0.1259,18.21,0.6393,150.6
2006-07-21,8440359.0,953633303.66,7.05,19.28,7.01,1272.35,2.0,644184775.88,4256826.0,5701511.0,480957153.78,0.0,0.0,12032.0,2.38,0.0,0.0,0.0,0.09,19128.0,804.0,0.0,0.0,2.38,12032.0,0.0,7629.0,19726.0,640.07,4.09,0.0,0.0,32.28,32.28,8928722.0,1008810959.14,0.0,1348.56,32.19,17.08,0.1255,17.97,0.6401,149.5
2006-07-24,8404172.0,972410009.16,7.02,19.55,6.98,1275.33,2.0,659858095.58,4205767.0,5702904.0,486630917.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,4.99,23605.0,51059.0,0.0,0.0,4.52,0.0,0.0,0.0,22212.0,634.94,0.0,0.0,0.0,32.09,32.09,8901224.0,1029921723.56,0.0,1353.17,31.94,17.43,0.1258,17.79,0.6412,153.1
2006-07-25,8451495.0,972137035.93,7.06,19.97,7.02,1294.65,2.0,659110335.52,4231029.0,5730126.0,486676024.89,0.0,0.0,34249.0,6.37,0.0,0.0,0.0,0.76,27222.0,11163.0,0.0,0.0,6.37,34249.0,0.0,2175.0,0.0,646.99,0.0,0.0,0.0,32.41,32.41,8822756.0,1014841500.41,0.0,1352.67,32.36,17.08,0.1251,17.95,0.6474,152.2
2006-07-26,8362539.0,965696835.06,6.98,20.51,6.94,1276.25,2.0,654112581.19,4185300.0,5664347.0,483313855.25,0.0,8933.0,9410.0,0.0,1.36,0.0,0.0,10.36,0.0,61694.0,0.0,8933.0,0.0,9410.0,0.0,0.0,65779.0,637.56,11.1,0.36,0.0,31.77,31.77,8988428.0,1037973810.56,2379.0,1378.41,31.63,17.37,0.1255,18.11,0.6348,152.8
2006-07-27,8339151.0,970558810.39,6.96,20.64,6.92,1279.97,2.0,654110575.73,4235194.0,5620192.0,492916467.2,0.0,0.0,125986.0,9.23,0.0,0.0,0.0,11.04,57002.0,75981.0,0.0,0.0,9.23,125986.0,0.0,500.0,101157.0,648.7,13.96,0.09,0.0,32.08,32.08,8967720.0,1043715320.07,610.0,1382.48,31.94,17.63,0.1242,18.29,0.6316,154.0
2006-07-28,8480780.0,1017807374.12,7.08,21.15,7.04,1320.18,2.0,695710328.97,4190945.0,5796938.0,502969623.73,0.0,0.0,0.0,29.15,0.0,0.0,0.0,1.91,185645.0,44249.0,0.0,0.0,29.15,0.0,0.0,0.0,8899.0,651.53,0.0,0.0,0.0,31.63,31.63,9057658.0,1087040473.24,0.0,1417.15,31.5,17.59,0.1242,17.85,0.6401,158.8
2006-07-31,8660755.0,1034170482.33,7.23,22.04,7.19,1366.17,2.0,711418130.38,4222118.0,5957836.0,504158102.68,0.0,0.0,38324.0,31.32,0.0,0.0,0.0,0.0,160898.0,7152.0,0.0,0.0,31.32,38324.0,0.0,0.0,0.0,666.77,0.0,0.0,0.0,31.8,31.8,9054068.0,1081135521.17,0.0,1425.49,31.87,16.92,0.1234,17.78,0.6524,158.0
2006-08-01,8899859.0,1035817262.89,7.43,22.98,7.39,1389.14,2.0,707866037.09,4360861.0,6082065.0,507542322.28,0.0,0.0,104804.0,11.53,0.0,0.0,0.0,2.94,128729.0,12913.0,0.0,0.0,11.53,104804.0,0.0,46852.0,4500.0,681.76,0.74,0.0,0.0,32.89,32.89,8897257.0,1035514427.02,0.0,1385.05,32.99,17.37,0.1221,17.56,0.6713,154.0
2006-08-02,9172862.0,1080762513.58,7.66,23.43,7.62,1420.96,2.0,735205032.84,4562483.0,6239978.0,537559661.89,0.0,610.0,72092.0,25.73,0.1,25000.0,0.0,8.58,172832.0,40816.0,0.0,610.0,25.73,72092.0,3.9,169736.0,39919.0,705.67,7.96,0.0,0.0,34.22,34.22,8772227.0,1033559002.87,0.0,1359.18,34.18,16.4,0.1194,18.24,0.6879,155.9
2006-08-03,9212947.0,1077130154.22,7.69,23.55,7.65,1432.0,2.0,739756972.63,4519508.0,6327315.0,528397520.25,0.0,0.0,20562.0,17.65,0.0,0.0,0.0,9.72,108337.0,62928.0,0.0,0.0,17.65,20562.0,0.0,0.0,21000.0,702.21,3.05,0.1,0.0,33.75,33.75,8870200.0,1037057946.16,610.0,1379.3,33.74,16.47,0.1211,18.35,0.6881,154.7
2006-08-04,9059969.0,1081155443.62,7.56,23.47,7.52,1412.25,2.0,743431876.67,4492102.0,6229881.0,536057080.4,0.0,0.0,3617.0,2.0,0.0,0.0,0.0,3.85,16433.0,31022.0,0.0,0.0,2.0,3617.0,0.0,0.0,113866.0,700.04,17.09,0.0,0.0,33.37,33.37,8970329.0,1070458412.1,0.0,1400.82,33.32,16.73,0.1213,18.97,0.673,157.9
2006-08-07,9093217.0,1056946946.2,7.59,23.28,7.55,1419.86,2.0,724095410.46,4495761.0,6229600.0,522563231.45,0.0,0.0,56148.0,8.24,0.0,0.0,0.0,9.31,51017.0,54489.0,0.0,0.0,8.24,56148.0,0.0,2000.0,51299.0,702.25,7.38,0.0,0.0,33.46,33.46,8940776.0,1039228019.07,0.0,1395.68,33.47,16.99,0.1207,18.41,0.6768,153.8
2006-08-08,9081620.0,1050108211.01,7.58,23.04,7.54,1399.41,2.0,716763069.17,4506385.0,6198761.0,521073540.9,0.0,0.0,28403.0,0.0,0.0,0.0,0.0,7.45,0.0,26446.0,0.0,0.0,0.0,28403.0,0.0,8666.0,30839.0,694.38,8.55,0.0,0.0,33.39,33.39,8991102.0,1039641609.79,0.0,1387.82,33.35,16.82,0.121,18.62,0.6728,153.0
2006-08-09,9219940.0,1076554142.04,7.7,23.41,7.66,1419.3,2.0,741185494.66,4604284.0,6347740.0,537613152.73,0.0,610.0,125468.0,23.23,0.09,0.0,0.0,5.7,161301.0,33999.0,0.0,610.0,23.23,125468.0,0.0,5820.0,12322.0,707.4,2.48,0.0,0.0,34.35,34.35,8798926.0,1027394997.24,0.0,1354.18,34.31,16.47,0.1213,18.51,0.6879,154.5
2006-08-10,9150556.0,1059462394.59,7.64,23.38,7.6,1415.83,2.0,722326515.5,4650418.0,6238720.0,538430996.99,0.0,0.0,38163.0,5.64,0.0,0.0,0.0,1.62,26309.0,11419.0,0.0,0.0,5.64,38163.0,0.0,20000.0,135328.0,718.71,20.71,0.09,0.0,34.92,34.92,8665054.0,1003250388.29,610.0,1337.63,34.95,16.68,0.1206,18.55,0.6872,153.2
2006-08-11,9091311.0,1056725402.95,7.59,23.57,7.55,1401.28,2.0,724750625.22,4596600.0,6235237.0,534284217.89,0.0,0.0,13426.0,8.65,0.0,0.0,0.0,14.32,61298.0,87245.0,0.0,0.0,8.65,13426.0,0.0,20000.0,64781.0,708.99,10.76,0.0,0.0,34.49,34.49,8730104.0,1014740631.71,0.0,1346.01,34.5,16.72,0.123,18.68,0.6822,153.8
2006-08-14,9108284.0,1067646938.61,7.6,24.16,7.56,1407.12,2.0,731256975.39,4608694.0,6238482.0,540217898.35,0.0,0.0,13985.0,0.88,0.0,0.0,0.0,0.16,3244.0,1891.0,0.0,0.0,0.88,13985.0,0.0,0.0,0.0,710.67,0.0,0.0,0.0,34.38,34.38,8795070.0,1030932891.46,0.0,1362.47,34.28,16.71,0.123,18.74,0.6795,155.1
2006-08-15,9102757.0,1087637359.58,7.6,24.14,7.56,1416.55,2.0,746058136.07,4596662.0,6243980.0,549229351.13,0.0,0.0,101.0,2.39,0.0,0.0,0.0,1.02,5499.0,12134.0,0.0,0.0,2.39,101.0,0.0,0.0,0.0,712.96,0.0,0.0,0.0,34.34,34.34,8789222.0,1050174821.63,0.0,1375.23,34.14,16.74,0.1235,18.96,0.68,158.1
2006-08-16,9118150.0,1092922112.77,7.61,23.82,7.57,1436.97,2.0,742389233.45,4663927.0,6193686.0,559028854.61,0.0,910.0,19033.0,5.55,0.14,0.0,0.0,1.49,9225.0,28178.0,0.0,910.0,5.55,19033.0,0.0,75500.0,59519.0,736.02,8.22,0.0,0.0,35.14,35.14,8607230.0,1031682084.27,0.0,1362.26,35.08,16.82,0.1222,18.75,0.6871,158.6
2006-08-17,9042122.0,1092009546.48,7.55,23.62,7.51,1433.3,2.0,746400555.2,4596805.0,6180390.0,555152313.06,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,13.3,0.0,87812.0,0.0,0.0,0.0,21600.0,0.0,0.0,13296.0,729.92,0.61,0.14,0.0,34.56,34.56,8705168.0,1051315892.41,910.0,1384.51,34.52,16.94,0.1243,18.97,0.6798,159.8
2006-08-18,9085084.0,1098571245.51,7.58,23.82,7.54,1445.91,2.0,752989683.19,4592404.0,6227156.0,555314951.65,0.0,0.0,357.0,18.39,0.0,0.0,0.0,0.64,108435.0,4758.0,0.0,0.0,18.39,357.0,0.0,0.0,61669.0,733.55,8.97,0.0,0.0,34.52,34.52,8712032.0,1053461679.08,0.0,1388.9,34.56,18.06,0.1258,18.81,0.6829,160.0
2006-08-21,8906735.0,1068927688.53,7.43,23.51,7.39,1415.43,2.0,725831896.06,4593745.0,6047923.0,551311027.5,0.0,0.0,1341.0,2.29,0.0,0.0,0.0,0.0,14516.0,0.0,0.0,0.0,2.29,1341.0,0.0,0.0,193748.0,731.72,30.25,0.0,0.0,34.09,34.09,8881614.0,1065912831.51,0.0,1410.74,34.15,17.12,0.1239,19.1,0.6609,158.8
2006-08-22,8878128.0,1070191228.76,7.41,23.56,7.37,1412.27,2.0,728839744.46,4566768.0,6046333.0,550489366.38,0.0,0.0,462.0,2.99,0.0,0.0,0.0,4.3,17310.0,27438.0,0.0,0.0,2.99,462.0,0.0,0.0,18900.0,728.32,3.41,0.0,0.0,33.95,33.95,8886491.0,1071199325.2,0.0,1414.53,33.99,17.2,0.1244,19.22,0.6599,159.5
2006-08-23,8903990.0,1061869043.57,7.43,23.69,7.39,1413.29,2.0,720717589.81,4556576.0,6043365.0,543406607.49,0.0,3302.0,956.0,1.02,0.52,0.0,0.0,6.24,9578.0,38049.0,0.0,3302.0,1.02,956.0,0.0,23599.0,12546.0,725.69,1.69,0.0,0.0,33.71,33.71,8960620.0,1068622605.05,0.0,1365.76,34.7,17.26,0.1237,19.01,0.6587,157.8
2006-08-24,8868804.0,1063705198.04,7.4,23.59,7.36,1403.18,2.0,725108681.01,4532766.0,6045704.0,543650164.74,0.0,0.0,11383.0,1.37,0.0,0.0,0.0,5.6,13026.0,33835.0,0.0,0.0,1.37,11383.0,0.0,1944.0,10687.0,718.69,2.49,0.52,0.0,33.53,33.53,8985990.0,1077760233.79,3302.0,1369.56,34.42,17.21,0.1244,19.27,0.656,158.7
2006-08-25,8972425.0,1094441782.65,7.49,23.98,7.45,1429.47,2.0,749661257.42,4541932.0,6145854.0,554017465.15,0.0,0.0,11126.0,17.88,0.0,0.0,0.0,0.06,100150.0,1960.0,0.0,0.0,17.88,11126.0,0.0,0.0,0.0,724.13,0.0,0.0,0.0,33.62,33.62,8966957.0,1093774804.92,0.0,1381.91,34.38,18.12,0.1258,19.21,0.6642,161.4
2006-08-28,8922437.0,1096436107.24,7.44,23.32,7.41,1434.34,2.0,750782936.51,4510323.0,6109625.0,554252273.51,0.0,0.0,5329.0,4.22,0.0,0.0,0.0,5.48,11468.0,36938.0,0.0,0.0,4.22,5329.0,0.0,0.0,47697.0,726.89,7.27,0.0,0.0,33.42,33.42,8985683.0,1104208109.22,0.0,1393.18,34.29,18.54,0.1264,18.82,0.6611,162.6
2006-08-29,8904211.0,1098234025.35,7.43,23.56,7.39,1438.58,2.0,749885382.93,4521270.0,6079886.0,557647673.87,0.0,0.0,1096.0,0.0,0.0,0.0,0.0,2.96,0.0,21702.0,0.0,0.0,0.0,1096.0,0.0,31553.0,29739.0,731.84,2.67,0.0,0.0,33.49,33.49,8979535.0,1107524391.41,0.0,1396.2,34.39,18.3,0.1251,18.6,0.6595,163.2
2006-08-30,8865404.0,1103497689.51,7.4,23.5,7.36,1439.87,2.0,746063007.26,4589298.0,5993805.0,571240717.23,0.0,300.0,74815.0,2.63,0.05,0.0,0.0,1.05,15221.0,7088.0,0.0,300.0,2.63,74815.0,0.0,0.0,101302.0,746.57,14.67,0.0,0.0,34.07,34.07,8882874.0,1105672221.5,0.0,1452.5,33.95,17.52,0.1234,18.76,0.6581,164.7
2006-08-31,8871662.0,1104276637.49,7.4,24.03,7.36,1449.94,2.0,746931077.45,4546510.0,6000779.0,565914794.22,0.0,0.0,175.0,3.03,0.0,0.0,0.0,4.42,6975.0,42663.0,0.0,0.0,3.03,175.0,0.0,0.0,1.0,746.05,0.0,0.05,0.0,33.96,33.96,8839940.0,1100328125.53,300.0,1452.66,33.93,17.55,0.1232,18.64,0.6627,164.7
2006-09-01,8635138.0,1085930177.44,7.2,22.99,7.17,1415.48,2.0,737880592.73,4439450.0,5867505.0,558292493.56,0.0,0.0,8578.0,0.3,0.0,0.0,0.0,18.79,2036.0,115638.0,0.0,0.0,0.3,8578.0,0.0,0.0,135310.0,730.14,21.32,0.0,0.0,33.16,33.16,8948236.0,1125304483.52,0.0,1477.14,33.08,16.79,0.1244,19.3,0.645,166.4
2006-09-04,8705876.0,1071139846.24,7.26,22.84,7.23,1425.4,2.0,722704755.16,4503824.0,5873909.0,554134396.91,0.0,0.0,23884.0,9.2,0.0,0.0,0.0,1.99,53914.0,11141.0,0.0,0.0,9.2,23884.0,0.0,51631.0,47510.0,743.32,12.76,0.0,0.0,33.6,33.6,8898460.0,1094834692.81,0.0,1454.77,33.82,16.75,0.1212,18.3,0.6496,162.8
2006-09-05,8782417.0,1068609984.75,7.33,21.77,7.29,1421.5,2.0,723900461.97,4520686.0,5949407.0,550059305.71,0.0,0.0,16789.0,9.24,0.0,0.0,0.0,0.95,75498.0,1107.0,0.0,0.0,9.24,16789.0,0.0,1180.0,0.0,734.98,0.0,0.0,0.0,33.58,33.58,8940565.0,1087852811.85,0.0,1446.82,33.69,16.64,0.1208,18.14,0.6524,161.0
2006-09-06,8826587.0,1059975924.36,7.36,21.62,7.33,1415.75,2.0,711076576.06,4575696.0,5921247.0,549490714.5,0.0,300.0,140298.0,18.95,0.05,0.0,0.0,19.35,118000.0,106570.0,0.0,300.0,18.95,140298.0,0.0,20982.0,146160.0,735.04,26.51,0.0,0.0,34.03,34.03,8872260.0,1065460748.84,0.0,1415.36,34.18,16.76,0.1178,17.3,0.6563,158.9
2006-09-07,9122199.0,1085823903.06,7.61,21.94,7.57,1449.31,2.0,740582166.51,4593835.0,6221762.0,546808488.8,0.0,0.0,3778.0,48.2,0.0,0.0,0.0,1.25,317514.0,7115.0,0.0,0.0,48.2,3778.0,0.0,21776.0,17000.0,731.5,2.82,0.05,0.0,33.99,33.99,8920988.0,1061873569.01,300.0,1413.36,34.1,16.73,0.1213,19.0,0.675,157.5
2006-09-08,8941617.0,1063653293.75,7.46,21.59,7.42,1414.27,2.0,720457555.8,4582409.0,6056537.0,545102124.83,0.0,0.0,5640.0,20.29,0.0,0.0,0.0,3.16,130000.0,18265.0,0.0,0.0,20.29,5640.0,0.0,1200.0,295225.0,726.57,48.27,0.0,0.0,33.89,33.89,8938015.0,1063224816.53,0.0,1411.1,33.99,16.55,0.1187,16.75,0.6613,157.4
2006-09-11,8806586.0,1044928394.21,7.35,21.79,7.31,1387.39,2.0,702343425.55,4606492.0,5919303.0,546574380.64,0.0,0.0,47471.0,7.54,0.0,0.0,0.0,3.75,55088.0,23388.0,0.0,0.0,7.54,47471.0,0.0,0.0,192322.0,724.38,29.73,0.0,0.0,34.09,34.09,8906508.0,1056784445.47,0.0,1403.51,34.04,16.63,0.1173,17.08,0.6517,157.0
2006-09-12,8988769.0,1078772869.05,7.5,22.46,7.46,1421.02,2.0,734299802.63,4589644.0,6118481.0,550818852.48,0.0,0.0,1280.0,38.47,0.0,0.0,0.0,2.25,248041.0,18128.0,0.0,0.0,38.47,1280.0,0.0,0.0,48863.0,725.89,4.51,0.0,0.0,33.95,33.95,8929434.0,1071651873.04,0.0,1414.93,33.91,16.27,0.117,16.61,0.6649,158.8
2006-09-13,8879047.0,1069630971.52,7.4,22.14,7.37,1411.32,2.0,725170301.7,4561250.0,6019666.0,549479495.81,0.0,300.0,14696.0,3.37,0.05,0.0,0.0,6.76,13915.0,43821.0,0.0,300.0,3.37,14696.0,0.0,431.0,112730.0,724.88,17.32,0.0,0.0,33.87,33.87,8903844.0,1072618188.42,0.0,1417.53,33.83,16.45,0.119,16.93,0.6594,159.4
2006-09-14,8841387.0,1059080483.11,7.37,21.99,7.34,1405.85,2.0,716692989.42,4563916.0,5983077.0,546696390.75,0.0,0.0,10314.0,1.17,0.0,0.0,0.0,1.17,5459.0,7348.0,0.0,0.0,1.17,10314.0,0.0,0.0,42048.0,725.89,6.51,0.05,0.0,33.73,33.73,8968488.0,1074305491.19,300.0,1425.73,33.74,16.55,0.1193,17.06,0.6533,158.5
