DATE,AUB FP Equity_DX_SI_QTY,AUB FP Equity_DX_SHORT_INTEREST_VALUE,AUB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AUB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AUB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AUB FP Equity_DX_SI_MV,AUB FP Equity_DX_DSS,AUB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AUB FP Equity_DX_SUPPLY_SI_QTY,AUB FP Equity_DX_BROKER_SI_QTY,AUB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AUB FP Equity_DX_BROKER_SI_MV_NEW_x,AUB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AUB FP Equity_DX_SUPPLY_SI_QTY_INC_x,AUB FP Equity_DX_BROKER_SI_MV_INC_x,AUB FP Equity_DX_SUPPLY_SI_MV_NEW,AUB FP Equity_DX_BROKER_SI_QTY_ADD,AUB FP Equity_DX_BROKER_SI_QTY_NEW,AUB FP Equity_DX_SUPPLY_SI_MV_DEC,AUB FP Equity_DX_BROKER_SI_QTY_INC,AUB FP Equity_DX_SUPPLY_SI_QTY_DEC,AUB FP Equity_DX_BROKER_SI_MV_NEW_y,AUB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AUB FP Equity_DX_BROKER_SI_MV_INC_y,AUB FP Equity_DX_SUPPLY_SI_QTY_INC_y,AUB FP Equity_DX_BROKER_SI_MV_ADD,AUB FP Equity_DX_SUPPLY_SI_QTY_ADD,AUB FP Equity_DX_BROKER_SI_QTY_DEC,AUB FP Equity_DX_SUPPLY_SI_MV,AUB FP Equity_DX_BROKER_SI_MV_DEC,AUB FP Equity_DX_SUPPLY_SI_MV_RMV,AUB FP Equity_DX_BROKER_SI_MV_RMV,AUB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AUB FP Equity_DX_UTILIZATION_QUANTITY,AUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AUB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AUB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AUB FP Equity_DX_ACTIVE_UTILIZATION_MV,AUB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AUB FP Equity_DX_BROKER_SI_CON_RATIO,AUB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AUB FP Equity_DX_DEMAND_SUPPLY_RATIO,AUB FP Equity_PX_LAST
2006-08-01,19000.0,102473.29,0.26,1.74,0.15,0.14,0.0,102473.29,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118932.0,641439.67,0.0,0.86,0.0,15.74,0.7347,84.26,0.1598,7.15
2006-08-02,19000.0,101756.7,0.26,1.76,0.15,0.14,0.0,101756.7,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119337.0,639123.1,0.0,0.86,0.0,15.69,0.7355,84.31,0.1592,7.1
2006-08-03,19000.0,101326.74,0.26,1.67,0.15,0.14,0.0,101326.74,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119880.0,639318.39,0.0,0.86,0.0,15.6,0.7367,84.4,0.1585,7.07
2006-08-04,19000.0,101183.42,0.26,1.65,0.15,0.14,0.0,101183.42,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120478.0,641598.74,0.0,0.86,0.0,15.54,0.7375,84.46,0.1577,7.06
2006-08-07,19000.0,99606.91,0.26,1.64,0.15,0.14,0.0,99606.91,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120716.0,632849.86,0.0,0.87,0.0,15.52,0.7378,84.48,0.1574,6.95
2006-08-08,19000.0,99893.55,0.26,1.71,0.15,0.14,0.0,99893.55,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120968.0,635995.92,0.0,0.87,0.0,15.32,0.7406,84.68,0.1571,6.97
2006-08-09,9000.0,47114.33,0.12,0.81,0.07,0.06,0.0,47114.33,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.07,0.0,0.0,0.0,0.0,119846.0,627384.9,0.0,0.86,0.0,32.22,0.5632,67.78,0.0751,6.94
2006-08-10,9000.0,45960.23,0.12,0.81,0.07,0.06,0.0,45960.23,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12305.0,62837.85,0.0,0.09,0.0,32.13,0.5639,67.87,0.7314,6.77
2006-08-11,9000.0,45552.91,0.12,0.81,0.07,0.06,0.0,45552.91,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12169.0,61592.59,0.0,0.09,0.0,31.59,0.5678,68.41,0.7396,6.71
2006-08-14,9000.0,45485.02,0.12,0.81,0.07,0.06,0.0,45485.02,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12121.0,61258.21,0.0,0.08,0.0,31.4,0.5692,68.6,0.7425,6.7
2006-08-15,9000.0,45824.46,0.12,0.81,0.07,0.06,0.0,45824.46,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12112.0,61669.54,0.0,0.08,0.0,31.37,0.5694,68.63,0.7431,6.75
2006-08-16,9000.0,44806.14,0.12,0.86,0.07,0.06,0.0,44806.14,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12153.0,60503.22,0.0,0.09,0.0,31.53,0.5682,68.47,0.7406,6.6
2006-08-17,9000.0,44806.14,0.12,0.86,0.07,0.06,0.0,44806.14,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12031.0,59895.85,0.0,0.08,0.0,31.04,0.5719,68.96,0.7481,6.6
2006-08-18,9000.0,45485.02,0.12,0.86,0.07,0.06,0.0,45485.02,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7823.0,39536.59,0.0,0.0,0.0,31.04,0.5719,68.96,0.7481,6.7
2006-08-21,9000.0,45417.13,0.12,0.86,0.07,0.06,0.0,45417.13,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12112.0,61121.36,0.0,0.08,0.0,31.37,0.5694,68.63,0.7431,6.69
2006-08-22,9000.0,45145.58,0.12,0.86,0.07,0.06,0.0,45145.58,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12104.0,60715.78,0.0,0.08,0.0,31.33,0.5697,68.67,0.7436,6.65
2006-08-23,9000.0,45485.02,0.12,0.86,0.07,0.06,0.0,45485.02,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114328.0,577801.22,0.0,0.81,0.0,31.21,0.5706,68.79,0.0787,6.7
2006-08-24,9000.0,45485.02,0.12,1.04,0.07,0.06,0.0,45485.02,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113951.0,575895.91,0.0,0.81,0.0,31.37,0.5694,68.63,0.079,6.7
2006-08-25,9000.0,46910.67,0.12,1.06,0.07,0.06,0.0,46910.67,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114061.0,594519.73,0.0,0.81,0.0,31.37,0.5694,68.63,0.0789,6.91
2006-08-28,9000.0,46842.78,0.12,1.03,0.07,0.06,0.0,46842.78,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113330.0,589854.68,0.0,0.81,0.0,32.04,0.5645,67.96,0.0794,6.9
2006-08-29,9000.0,47046.44,0.11,1.06,0.07,0.06,0.0,47046.44,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113302.0,592272.9,0.0,0.81,0.0,32.0,0.5648,68.0,0.0794,6.93
2006-08-30,9000.0,46774.89,0.11,1.7,0.07,0.06,0.0,46774.89,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117278.0,609518.4,0.0,0.84,0.0,32.1,0.5641,67.9,0.0767,6.89
2006-08-31,9000.0,46503.34,0.11,1.7,0.07,0.06,0.0,46503.34,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117815.0,608754.53,0.0,0.85,0.0,31.97,0.565,68.03,0.0764,6.85
2006-09-01,9000.0,46503.34,0.11,1.69,0.07,0.06,0.0,46503.34,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117835.0,608857.87,0.0,0.84,0.0,31.85,0.5659,68.15,0.0764,6.85
2006-09-04,9000.0,46639.11,0.11,1.71,0.07,0.06,0.0,46639.11,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117620.0,609521.4,0.0,0.84,0.0,31.85,0.5659,68.15,0.0765,6.87
2006-09-05,9000.0,46367.56,0.11,1.75,0.07,0.06,0.0,46367.56,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117310.0,604375.41,0.0,0.84,0.0,31.91,0.5655,68.09,0.0767,6.83
2006-09-06,9000.0,46367.56,0.11,1.74,0.07,0.06,0.0,46367.56,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116361.0,599486.21,0.0,0.83,0.0,31.78,0.5664,68.22,0.0773,6.83
2006-09-07,9000.0,46163.9,0.11,1.76,0.07,0.06,0.0,46163.9,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116513.0,597632.69,0.0,0.83,0.0,31.78,0.5664,68.22,0.0772,6.8
2006-09-08,9000.0,46096.01,0.11,2.03,0.07,0.06,0.0,46096.01,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116509.0,596733.33,0.0,0.83,0.0,31.69,0.5671,68.31,0.0772,6.79
2006-09-11,9000.0,46028.12,0.11,2.07,0.07,0.06,0.0,46028.12,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116331.0,594944.16,0.0,0.83,0.0,31.66,0.5673,68.34,0.0774,6.78
2006-09-12,9000.0,46096.01,0.11,2.07,0.07,0.06,0.0,46096.01,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116995.0,599222.52,0.0,0.83,0.0,31.62,0.5675,68.38,0.0769,6.79
2006-09-13,9000.0,45485.02,0.11,2.1,0.07,0.06,0.0,45485.02,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115913.0,585811.64,0.0,0.83,0.0,31.66,0.5673,68.34,0.0776,6.7
2006-09-14,9000.0,45892.35,0.11,2.5,0.07,0.06,0.0,45892.35,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116114.0,592082.65,0.0,0.83,0.0,31.66,0.5673,68.34,0.0775,6.76
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.06,0.0,0.0,0.0,0.0,122055.0,660124.39,0.0,0.83,0.0,0.0,0.0,0.0,0.0,7.17
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116649.0,624727.2,0.0,0.83,0.0,0.0,0.0,0.0,0.0,7.1
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117449.0,630783.56,0.0,0.83,0.0,0.0,0.0,0.0,0.0,7.12
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121668.0,652524.8,0.0,0.87,0.0,0.0,0.0,0.0,0.0,7.11
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122476.0,683649.91,0.0,0.87,0.0,0.0,0.0,0.0,0.0,7.4
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118098.0,659212.31,0.0,0.87,0.0,0.0,0.0,0.0,0.0,7.4
