DATE,ALKEY FP Equity_DX_SI_QTY,ALKEY FP Equity_DX_SHORT_INTEREST_VALUE,ALKEY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKEY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKEY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKEY FP Equity_DX_SI_MV,ALKEY FP Equity_DX_DSS,ALKEY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKEY FP Equity_DX_SUPPLY_SI_QTY,ALKEY FP Equity_DX_BROKER_SI_QTY,ALKEY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKEY FP Equity_DX_BROKER_SI_MV_NEW_x,ALKEY FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKEY FP Equity_DX_BROKER_SI_MV_INC_x,ALKEY FP Equity_DX_BROKER_SI_QTY_ADD,ALKEY FP Equity_DX_BROKER_SI_QTY_NEW,ALKEY FP Equity_DX_SUPPLY_SI_MV_DEC,ALKEY FP Equity_DX_BROKER_SI_QTY_INC,ALKEY FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKEY FP Equity_DX_BROKER_SI_MV_NEW_y,ALKEY FP Equity_DX_BROKER_SI_MV_INC_y,ALKEY FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKEY FP Equity_DX_BROKER_SI_MV_ADD,ALKEY FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKEY FP Equity_DX_BROKER_SI_QTY_DEC,ALKEY FP Equity_DX_SUPPLY_SI_MV,ALKEY FP Equity_DX_BROKER_SI_MV_DEC,ALKEY FP Equity_DX_BROKER_SI_MV_RMV,ALKEY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKEY FP Equity_DX_UTILIZATION_QUANTITY,ALKEY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKEY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKEY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKEY FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKEY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKEY FP Equity_DX_BROKER_SI_CON_RATIO,ALKEY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKEY FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKEY FP Equity_PX_LAST
2006-07-17,46832.0,197631.04,0.79,2.33,0.29,0.21,0.0,197631.04,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141579.0,597463.38,0.0,0.0,28.25,0.5946,71.75,0.3308,4.22
2006-07-18,46832.0,192011.2,0.79,2.34,0.29,0.21,0.0,192011.2,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143652.0,588973.2,0.0,0.0,27.55,0.6008,72.45,0.326,4.1
2006-07-19,46832.0,197162.72,0.79,2.42,0.29,0.2,0.0,197162.72,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120978.0,509317.38,0.0,0.0,26.98,0.606,73.02,0.3871,4.21
2006-07-20,46832.0,195289.44,0.79,2.4,0.29,0.21,0.0,195289.44,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120219.0,501313.23,0.0,0.0,27.5,0.6012,72.5,0.3896,4.17
2006-07-21,46832.0,196694.4,0.79,2.47,0.29,0.2,0.0,196694.4,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120515.0,506163.0,0.0,0.0,27.31,0.603,72.69,0.3886,4.2
2006-07-24,46832.0,199036.0,0.79,2.56,0.29,0.21,0.0,199036.0,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120378.0,511606.5,0.0,0.0,27.45,0.6017,72.55,0.389,4.25
2006-07-25,46832.0,196694.4,0.79,2.58,0.29,0.21,0.0,196694.4,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119781.0,503080.2,0.0,0.0,27.69,0.5996,72.31,0.391,4.2
2006-07-26,46832.0,196694.4,0.79,2.65,0.29,0.21,0.0,196694.4,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142367.0,597941.4,0.0,0.0,27.45,0.6017,72.55,0.329,4.2
2006-07-27,46832.0,190137.92,0.79,2.69,0.29,0.21,0.0,190137.92,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142763.0,579617.78,0.0,0.0,27.45,0.6017,72.55,0.328,4.06
2006-07-28,46832.0,201845.92,0.79,2.71,0.29,0.2,0.0,201845.92,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143814.0,619838.34,0.0,0.0,26.78,0.6078,73.22,0.3256,4.31
2006-07-31,46832.0,199504.32,0.79,2.5,0.29,0.21,0.0,199504.32,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141828.0,604187.28,0.0,0.0,27.97,0.5971,72.03,0.3302,4.26
2006-08-01,46832.0,196694.4,0.79,2.5,0.29,0.21,0.0,196694.4,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142265.0,597513.0,0.0,0.0,27.74,0.5991,72.26,0.3292,4.2
2006-08-02,46832.0,196694.4,0.79,2.5,0.29,0.21,0.0,196694.4,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144710.0,607782.0,0.0,0.0,27.45,0.6017,72.55,0.3236,4.2
2006-08-03,46832.0,194352.8,0.79,2.52,0.29,0.21,0.0,194352.8,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145344.0,603177.6,0.0,0.0,27.45,0.6017,72.55,0.3222,4.15
2006-08-04,46832.0,191542.88,0.79,2.71,0.29,0.2,0.0,191542.88,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146543.0,599360.87,0.0,0.0,27.22,0.6038,72.78,0.3196,4.09
2006-08-07,46832.0,190137.92,0.79,2.71,0.29,0.2,0.0,190137.92,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147395.0,598423.7,0.0,0.0,26.93,0.6065,73.07,0.3177,4.06
2006-08-08,46832.0,187796.32,0.79,2.76,0.29,0.2,0.0,187796.32,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147806.0,592702.06,0.0,0.0,26.78,0.6078,73.22,0.3168,4.01
2006-08-09,46832.0,197162.72,0.79,2.87,0.29,0.2,0.0,197162.72,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137620.0,579380.2,0.0,0.0,26.54,0.6101,73.46,0.3403,4.21
2006-08-10,46832.0,204655.84,0.79,2.92,0.29,0.21,0.0,204655.84,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135833.0,593590.21,0.0,0.0,27.5,0.6012,72.5,0.3448,4.37
2006-08-11,46832.0,200909.28,0.79,2.76,0.29,0.21,0.0,200909.28,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135015.0,579214.35,0.0,0.0,28.25,0.5946,71.75,0.3469,4.29
2006-08-14,46832.0,195757.76,0.79,2.68,0.29,0.21,0.0,195757.76,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135580.0,566724.4,0.0,0.0,27.88,0.5979,72.12,0.3454,4.18
2006-08-15,46832.0,201377.6,0.79,2.79,0.29,0.21,0.0,201377.6,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136209.0,585698.7,0.0,0.0,27.36,0.6025,72.64,0.3438,4.3
2006-08-16,46832.0,198099.36,0.79,2.81,0.29,0.21,0.0,198099.36,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144986.0,613290.78,0.0,0.0,27.92,0.5975,72.08,0.323,4.23
2006-08-17,46832.0,201845.92,0.79,2.51,0.29,0.21,0.0,201845.92,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144980.0,624863.8,0.0,0.0,27.6,0.6004,72.4,0.323,4.31
2006-08-18,46832.0,197162.72,0.79,2.41,0.29,0.21,0.0,197162.72,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143995.0,606218.95,0.0,0.0,27.97,0.5971,72.03,0.3252,4.21
2006-08-21,46832.0,197162.72,0.79,2.41,0.29,0.21,0.0,197162.72,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145126.0,610980.46,0.0,0.0,27.5,0.6012,72.5,0.3227,4.21
2006-08-22,46832.0,203719.2,0.79,2.42,0.29,0.21,0.0,203719.2,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145639.0,633529.65,0.0,0.0,27.5,0.6012,72.5,0.3216,4.35
2006-08-23,46832.0,201845.92,0.79,1.86,0.29,0.21,0.0,201845.92,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,8473.46,0.0,0.0,28.16,0.5954,71.84,0.2124,4.31
2006-08-24,46832.0,203250.88,0.79,1.8,0.29,0.21,0.0,203250.88,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.0,8476.02,0.0,0.0,27.97,0.5971,72.03,0.2124,4.34
2006-08-25,46832.0,206060.8,0.79,1.76,0.29,0.21,0.0,206060.8,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.0,8637.2,0.0,0.0,28.11,0.5958,71.89,0.2124,4.4
2006-08-28,46832.0,206529.12,0.79,1.76,0.29,0.21,0.0,206529.12,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982.0,8740.62,0.0,0.0,28.39,0.5934,71.61,0.2124,4.41
2006-08-29,46832.0,205592.48,0.75,1.76,0.29,0.21,0.0,205592.48,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.0,8714.15,0.0,0.0,28.44,0.593,71.56,0.2124,4.39
2006-08-30,46832.0,206060.8,0.75,1.77,0.29,0.21,0.0,206060.8,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,8707.6,0.0,0.0,28.34,0.5938,71.66,0.1484,4.4
2006-08-31,46832.0,206997.44,0.75,1.8,0.29,0.21,0.0,206997.44,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982.0,8760.44,0.0,0.0,28.39,0.5934,71.61,0.1484,4.42
2006-09-01,46832.0,207934.08,0.75,1.81,0.29,0.21,0.0,207934.08,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988.0,8826.72,0.0,0.0,28.48,0.5926,71.52,0.1484,4.44
2006-09-04,46832.0,208870.72,0.75,1.8,0.29,0.21,0.0,208870.72,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,8906.62,0.0,0.0,28.48,0.5926,71.52,0.1484,4.46
2006-09-05,46832.0,208402.4,0.75,1.83,0.29,0.21,0.0,208402.4,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,8904.45,0.0,0.0,28.67,0.591,71.33,0.1484,4.45
2006-09-06,46832.0,197631.04,0.75,1.87,0.29,0.21,0.0,197631.04,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998.0,8431.56,0.0,0.0,28.62,0.5914,71.38,0.1484,4.22
2006-09-07,46832.0,198567.68,0.75,1.85,0.29,0.21,0.0,198567.68,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923.0,8153.52,0.0,0.0,27.55,0.6008,72.45,0.1485,4.24
2006-09-08,46832.0,201377.6,0.75,1.64,0.29,0.21,0.0,201377.6,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0,8299.0,0.0,0.0,27.64,0.6,72.36,0.1485,4.3
2006-09-11,46832.0,202782.56,0.75,1.79,0.29,0.21,0.0,202782.56,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,8443.5,0.0,0.0,27.92,0.5975,72.08,0.1484,4.33
2006-09-12,46832.0,203719.2,0.75,1.82,0.29,0.21,0.0,203719.2,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959.0,8521.65,0.0,0.0,28.06,0.5962,71.94,0.1484,4.35
2006-09-13,46832.0,201377.6,0.75,1.82,0.29,0.21,0.0,201377.6,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,8453.8,0.0,0.0,28.16,0.5954,71.84,0.1484,4.3
2006-09-14,46832.0,205124.16,0.75,1.81,0.29,0.21,0.0,205124.16,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,8541.0,0.0,0.0,27.92,0.5975,72.08,0.1484,4.38
2006-09-15,46832.0,206060.8,0.75,1.78,0.29,0.21,0.0,206060.8,0.0,46832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.0,8716.4,0.0,0.0,28.11,0.5958,71.89,0.1484,4.4
2006-09-18,40124.0,178953.04,0.64,1.53,0.25,0.18,0.0,178953.04,0.0,40124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6708.0,0.0,0.03,0.0,0.0,0.0,1992.0,8884.32,0.0,0.0,32.92,0.5583,67.08,0.1272,4.46
2006-09-19,33416.0,146362.08,0.53,1.24,0.21,0.15,0.0,146362.08,0.0,33416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6708.0,0.0,0.03,0.0,0.0,0.0,315532.0,1382030.16,1.38,0.0,20.1,0.6788,79.9,0.1059,4.38
2006-09-20,26708.0,116179.8,0.43,0.96,0.17,0.12,0.0,116179.8,0.0,26708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6708.0,0.0,0.03,0.0,0.0,0.0,373660.0,1625421.0,1.64,0.0,25.07,0.6243,74.93,0.0715,4.35
2006-09-21,20000.0,86600.0,0.32,0.72,0.13,0.09,0.0,86600.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6708.0,0.0,0.03,0.0,0.0,0.0,373645.0,1617882.85,1.64,0.0,0.0,1.0,100.0,0.0535,4.33
2006-09-22,20000.0,86200.0,0.32,0.76,0.13,0.09,0.0,86200.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373636.0,1610371.16,1.64,0.0,0.0,1.0,100.0,0.0535,4.31
2006-09-25,20000.0,85600.0,0.32,0.85,0.13,0.09,0.0,85600.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373627.0,1599123.56,1.64,0.0,0.0,1.0,100.0,0.0535,4.28
2006-09-26,20000.0,85600.0,0.32,0.84,0.13,0.09,0.0,85600.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373614.0,1599067.92,1.64,0.0,0.0,1.0,100.0,0.0535,4.28
2006-09-27,20000.0,85200.0,0.32,0.84,0.13,0.09,0.0,85200.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373614.0,1591595.64,1.58,0.0,0.0,1.0,100.0,0.0535,4.26
2006-09-28,20000.0,85000.0,0.32,0.93,0.13,0.09,0.0,85000.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373605.0,1587821.25,1.57,0.0,0.0,1.0,100.0,0.0535,4.25
2006-09-29,20000.0,84800.0,0.32,0.96,0.13,0.09,0.0,84800.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373601.0,1584068.24,1.57,0.0,0.0,1.0,100.0,0.0535,4.24
2006-10-02,20000.0,86400.0,0.32,0.95,0.13,0.09,0.0,86400.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373596.0,1613934.72,1.58,0.0,0.0,1.0,100.0,0.0535,4.32
2006-10-03,20000.0,85600.0,0.32,0.95,0.13,0.09,0.0,85600.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373632.0,1599144.96,1.58,0.0,0.0,1.0,100.0,0.0535,4.28
