DATE,COH FP Equity_DX_SI_QTY,COH FP Equity_DX_SHORT_INTEREST_VALUE,COH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,COH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COH FP Equity_DX_SI_MV,COH FP Equity_DX_DSS,COH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COH FP Equity_DX_SUPPLY_SI_QTY,COH FP Equity_DX_BROKER_SI_QTY,COH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COH FP Equity_DX_BROKER_SI_MV_NEW_x,COH FP Equity_DX_SUPPLY_SI_QTY_INC_x,COH FP Equity_DX_BROKER_SI_MV_INC_x,COH FP Equity_DX_BROKER_SI_QTY_ADD,COH FP Equity_DX_BROKER_SI_QTY_NEW,COH FP Equity_DX_SUPPLY_SI_MV_DEC,COH FP Equity_DX_BROKER_SI_QTY_INC,COH FP Equity_DX_SUPPLY_SI_QTY_DEC,COH FP Equity_DX_BROKER_SI_MV_NEW_y,COH FP Equity_DX_BROKER_SI_MV_INC_y,COH FP Equity_DX_SUPPLY_SI_QTY_INC_y,COH FP Equity_DX_BROKER_SI_MV_ADD,COH FP Equity_DX_SUPPLY_SI_QTY_ADD,COH FP Equity_DX_BROKER_SI_QTY_DEC,COH FP Equity_DX_SUPPLY_SI_MV,COH FP Equity_DX_BROKER_SI_MV_DEC,COH FP Equity_DX_BROKER_SI_MV_RMV,COH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COH FP Equity_DX_UTILIZATION_QUANTITY,COH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COH FP Equity_DX_ACTIVE_UTILIZATION_MV,COH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COH FP Equity_DX_BROKER_SI_CON_RATIO,COH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COH FP Equity_DX_DEMAND_SUPPLY_RATIO,COH FP Equity_PX_LAST
2006-07-17,9497.0,49750.69,0.37,0.38,0.17,0.06,0.0,49750.69,4430.0,9497.0,23206.86,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.03,0.0,0.0,3.94,3.94,107873.0,565100.16,0.0,0.0,0.0,1.0,100.0,0.0846,6.37
2006-07-18,9497.0,47798.15,0.37,0.38,0.17,0.06,0.0,47798.15,4467.0,9497.0,22482.29,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.03,0.0,0.0,3.94,3.94,108784.0,547507.02,0.0,0.0,0.0,1.0,100.0,0.0839,6.12
2006-07-19,9497.0,47173.34,0.37,0.39,0.17,0.06,0.0,47173.34,4373.0,9497.0,21721.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,3.94,3.94,106480.0,528905.67,0.0,0.0,0.0,1.0,100.0,0.0857,6.04
2006-07-20,9497.0,46314.22,0.37,0.36,0.17,0.06,0.0,46314.22,4342.0,9497.0,21174.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,3.94,3.94,105725.0,515591.36,0.0,0.0,0.0,1.0,100.0,0.0863,5.93
2006-07-21,9497.0,45455.11,0.37,0.35,0.17,0.06,0.0,45455.11,4299.0,9497.0,20576.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,3.94,3.94,104671.0,500982.55,0.0,0.0,0.0,1.0,100.0,0.0872,5.82
2006-07-24,9497.0,45455.11,0.37,0.34,0.17,0.06,0.0,45455.11,4255.0,9497.0,20365.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,2.35,2.35,176854.0,846469.11,0.0,0.0,0.0,1.0,100.0,0.0524,5.82
2006-07-25,9497.0,46470.43,0.37,0.34,0.17,0.06,0.0,46470.43,4255.0,9497.0,20820.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,2.13,2.13,195814.0,958150.98,0.0,0.0,0.0,1.0,100.0,0.0475,5.95
2006-07-26,9497.0,46939.03,0.37,0.23,0.17,0.06,0.0,46939.03,4306.0,9497.0,21282.46,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.03,0.0,0.0,2.03,2.03,207780.0,1026955.11,0.0,0.0,0.0,1.0,100.0,0.0448,6.01
2006-07-27,9497.0,46860.93,0.37,0.23,0.17,0.06,0.0,46860.93,4330.0,9497.0,21365.47,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,18885.0,93184.03,0.0,0.0,0.0,1.0,100.0,0.4091,6.0
2006-07-28,9497.0,47485.75,0.37,0.23,0.17,0.06,0.0,47485.75,4326.0,9497.0,21630.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,18868.0,94341.48,0.0,0.0,0.0,1.0,100.0,0.4095,6.08
2006-07-31,9497.0,49203.98,0.37,0.25,0.17,0.06,0.0,49203.98,4357.0,9497.0,22573.63,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,19004.0,98459.77,0.0,0.0,0.0,1.0,100.0,0.4065,6.3
2006-08-01,9497.0,48032.46,0.37,0.25,0.17,0.06,0.0,48032.46,4441.0,9497.0,22461.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,19370.0,97966.59,0.0,0.0,0.0,1.0,100.0,0.3988,6.15
2006-08-02,9497.0,49985.0,0.37,0.27,0.17,0.06,0.0,49985.0,4384.0,9497.0,23074.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,19122.0,100643.69,0.0,0.0,0.0,1.0,100.0,0.404,6.4
2006-08-03,9497.0,51312.72,0.37,0.28,0.17,0.06,0.0,51312.72,4479.0,9497.0,24200.24,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,19533.0,105537.69,0.0,0.0,0.0,1.0,100.0,0.3955,6.57
2006-08-04,9497.0,51390.82,0.37,0.3,0.17,0.06,0.0,51390.82,4541.0,9497.0,24572.57,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.03,0.0,0.0,18.82,18.82,19581.0,105958.06,0.0,0.0,0.0,1.0,100.0,0.3937,6.58
2006-08-07,9497.0,50766.01,0.37,0.31,0.17,0.06,0.0,50766.01,4544.0,9497.0,24289.86,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,19819.0,105942.04,0.0,0.0,0.0,1.0,100.0,0.3898,6.5
2006-08-08,9497.0,48813.47,0.37,0.31,0.17,0.06,0.0,48813.47,4515.0,9497.0,23206.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,19693.0,101219.72,0.0,0.0,0.0,1.0,100.0,0.3923,6.25
2006-08-09,9497.0,49203.98,0.37,0.31,0.17,0.06,0.0,49203.98,4422.0,9497.0,22910.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,19288.0,99931.17,0.0,0.0,0.0,1.0,100.0,0.4005,6.3
2006-08-10,9497.0,48813.47,0.37,0.31,0.17,0.06,0.0,48813.47,4441.0,9497.0,22826.22,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.03,0.0,0.0,18.74,18.74,19257.0,98978.73,0.0,0.0,0.0,1.0,100.0,0.4008,6.25
2006-08-11,9497.0,48813.47,0.37,0.32,0.17,0.06,0.0,48813.47,4422.0,9497.0,22728.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,19288.0,99138.07,0.0,0.0,0.0,1.0,100.0,0.4005,6.25
2006-08-14,9497.0,50375.5,0.37,0.32,0.17,0.06,0.0,50375.5,4422.0,9497.0,23455.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,18.65,18.65,19288.0,102310.49,0.0,0.0,0.0,1.0,100.0,0.4005,6.45
2006-08-15,9497.0,49750.69,0.37,0.33,0.17,0.06,0.0,49750.69,4497.0,9497.0,23557.85,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.03,0.0,0.0,15.69,15.69,24157.0,126548.11,0.0,0.0,0.0,1.0,100.0,0.3314,6.37
2006-08-16,9497.0,49594.49,0.37,0.33,0.17,0.06,0.0,49594.49,4467.0,9497.0,23327.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,14.13,14.13,27155.0,141806.71,0.0,0.0,0.0,1.0,100.0,0.3003,6.35
2006-08-17,9497.0,49047.78,0.37,0.33,0.17,0.06,0.0,49047.78,4460.0,9497.0,23033.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,13.51,13.51,28550.0,147448.04,0.0,0.0,0.0,1.0,100.0,0.2877,6.28
2006-08-18,9497.0,49594.49,0.37,0.33,0.17,0.06,0.0,49594.49,4434.0,9497.0,23154.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,13.51,13.51,28382.0,148214.25,0.0,0.0,0.0,1.0,100.0,0.2894,6.35
2006-08-21,9497.0,49594.49,0.37,0.33,0.17,0.06,0.0,49594.49,4460.0,9497.0,23290.66,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.03,0.0,0.0,13.49,13.49,28591.0,149305.68,0.0,0.0,0.0,1.0,100.0,0.2873,6.35
2006-08-22,9497.0,49594.49,0.37,0.34,0.17,0.06,0.0,49594.49,4460.0,9497.0,23290.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,13.49,13.49,28591.0,149305.68,0.0,0.0,0.0,1.0,100.0,0.2873,6.35
2006-08-23,9497.0,49125.88,0.37,0.38,0.17,0.06,0.0,49125.88,4460.0,9497.0,23070.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,13.49,13.49,28591.0,147894.91,0.0,0.0,0.0,1.0,100.0,0.2873,6.29
2006-08-24,9497.0,48969.68,0.37,0.4,0.17,0.06,0.0,48969.68,4438.0,9497.0,22883.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,13.49,13.49,28447.0,146682.15,0.0,0.0,0.0,1.0,100.0,0.2888,6.27
2006-08-25,9497.0,48891.57,0.37,0.4,0.17,0.06,0.0,48891.57,4430.0,9497.0,22806.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,13.49,13.49,28399.0,146201.1,0.0,0.0,0.0,1.0,100.0,0.2893,6.26
2006-08-28,9497.0,49985.0,0.37,0.4,0.17,0.06,0.0,49985.0,4426.0,9497.0,23295.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,13.49,13.49,28375.0,149344.45,0.0,0.0,0.0,1.0,100.0,0.2895,6.4
2006-08-29,9497.0,49985.0,0.37,0.4,0.17,0.06,0.0,49985.0,4479.0,9497.0,23574.05,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.03,0.0,0.0,13.49,13.49,28710.0,151107.64,0.0,0.0,0.0,1.0,100.0,0.2862,6.4
2006-08-30,9497.0,50375.5,0.37,0.4,0.17,0.06,0.0,50375.5,4479.0,9497.0,23758.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,13.04,13.04,29858.0,158377.57,0.0,0.0,0.0,1.0,100.0,0.2766,6.45
2006-08-31,9497.0,50766.01,0.37,0.44,0.17,0.06,0.0,50766.01,4497.0,9497.0,24038.62,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.03,0.0,0.0,10.69,10.69,37567.0,200813.6,0.0,0.0,0.0,1.0,100.0,0.2258,6.5
2006-09-01,9497.0,50766.01,0.37,0.46,0.17,0.06,0.0,50766.01,4515.0,9497.0,24134.84,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.03,0.0,0.0,10.22,10.22,39645.0,211921.5,0.0,0.0,0.0,1.0,100.0,0.2151,6.5
2006-09-04,9497.0,50531.71,0.37,0.48,0.17,0.06,0.0,50531.71,4515.0,9497.0,24023.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,8.17,8.17,50729.0,269919.23,0.0,0.0,0.0,1.0,100.0,0.1719,6.47
2006-09-05,9497.0,50297.4,0.37,0.48,0.17,0.06,0.0,50297.4,4504.0,9497.0,23853.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,8.17,8.17,50606.0,268016.25,0.0,0.0,0.0,1.0,100.0,0.1723,6.44
2006-09-06,9497.0,50453.6,0.37,1.48,0.17,0.06,0.0,50453.6,4493.0,9497.0,23869.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,8.17,8.17,50483.0,268195.15,0.0,0.0,0.0,1.0,100.0,0.1727,6.46
2006-09-07,9497.0,52640.45,0.37,1.47,0.17,0.06,0.0,52640.45,4501.0,9497.0,24948.37,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.03,0.0,0.0,7.2,7.2,57992.0,321440.97,0.0,0.0,0.0,1.0,100.0,0.152,6.74
2006-09-08,9497.0,50922.21,0.37,1.44,0.17,0.06,0.0,50922.21,4601.0,9497.0,24670.22,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.03,0.0,0.0,6.7,6.7,64023.0,343286.61,0.0,0.0,0.0,1.0,100.0,0.1384,6.52
2006-09-11,9497.0,51859.43,0.37,1.49,0.17,0.06,0.0,51859.43,4523.0,9497.0,24698.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,6.47,6.47,65353.0,356867.38,0.0,0.0,0.0,1.0,100.0,0.1359,6.64
2006-09-12,9497.0,51468.92,0.37,1.59,0.17,0.06,0.0,51468.92,4566.0,9497.0,24745.41,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.03,0.0,0.0,5.82,5.82,73854.0,400251.24,0.0,0.0,0.0,1.0,100.0,0.1211,6.59
2006-09-13,9497.0,51703.23,0.37,1.62,0.17,0.06,0.0,51703.23,4548.0,9497.0,24760.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.82,5.82,73564.0,400494.51,0.0,0.0,0.0,1.0,100.0,0.1216,6.62
2006-09-14,9497.0,51000.32,0.39,1.79,0.18,0.06,0.0,51000.32,4559.0,9497.0,24482.51,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.03,0.0,0.0,5.82,5.82,73738.0,395984.13,0.0,0.0,0.0,1.0,100.0,0.1213,6.53
2006-09-15,4497.0,24112.58,0.19,0.96,0.08,0.03,0.0,24112.58,4497.0,4497.0,24112.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.03,0.03,0.0,5.75,5.75,73741.0,395393.81,0.48,5.75,0.0,1.0,100.0,0.0575,6.52
2006-09-18,4497.0,24408.44,0.19,0.99,0.08,0.03,0.0,24408.44,4497.0,4497.0,24408.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.64,5.64,75181.0,408061.18,0.49,5.64,0.0,1.0,100.0,0.0564,6.6
2006-09-19,4497.0,24297.5,0.19,0.92,0.08,0.03,0.0,24297.5,4497.0,4497.0,24297.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.64,5.64,75181.0,406206.35,0.5,5.64,0.0,1.0,100.0,0.0564,6.57
2006-09-20,4497.0,24186.55,0.19,0.93,0.08,0.03,0.0,24186.55,4497.0,4497.0,24186.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.44,5.44,78161.0,420379.08,0.51,5.44,0.0,1.0,100.0,0.0544,6.54
2006-09-21,4497.0,24112.58,0.19,0.91,0.08,0.03,0.0,24112.58,4497.0,4497.0,24112.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.23,5.23,81565.0,437345.52,0.53,5.23,0.0,1.0,100.0,0.0523,6.52
2006-09-22,4497.0,24482.41,0.19,0.81,0.08,0.03,0.0,24482.41,4497.0,4497.0,24482.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.19,5.19,82129.0,447123.78,0.54,5.19,0.0,1.0,100.0,0.0519,6.62
2006-09-25,4497.0,24667.32,0.19,0.8,0.08,0.03,0.0,24667.32,4497.0,4497.0,24667.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.03,5.03,84950.0,465974.83,0.56,5.03,0.0,1.0,100.0,0.0503,6.67
2006-09-26,4497.0,24741.28,0.19,0.79,0.08,0.03,0.0,24741.28,4497.0,4497.0,24741.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,4.05,4.05,106450.0,585659.28,0.71,4.05,0.0,1.0,100.0,0.0405,6.69
2006-09-27,4497.0,26405.5,0.19,0.76,0.08,0.03,0.0,26405.5,4497.0,4497.0,26405.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,4.02,4.02,107450.0,630925.2,0.72,4.02,0.0,1.0,100.0,0.0402,7.14
2006-09-28,4497.0,25813.78,0.19,0.55,0.08,0.03,0.0,25813.78,4497.0,4497.0,25813.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,4.02,4.02,107450.0,616786.82,0.77,4.02,0.0,1.0,100.0,0.0402,6.98
2006-09-29,4497.0,25554.9,0.19,0.52,0.08,0.03,0.0,25554.9,4397.0,4497.0,24986.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,4.02,4.02,105065.0,597048.15,0.75,4.02,0.0,1.0,100.0,0.0411,6.91
2006-10-02,4497.0,25517.92,0.17,0.51,0.08,0.03,0.0,25517.92,4497.0,4497.0,25517.92,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.03,0.0,0.0,4.05,4.05,106640.0,605121.34,0.74,4.05,0.0,1.0,100.0,0.0405,6.9
2006-10-03,4497.0,25296.02,0.17,0.51,0.08,0.03,0.0,25296.02,4497.0,4497.0,25296.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,4.02,4.02,107450.0,604415.74,0.74,4.02,0.0,1.0,100.0,0.0402,6.84
2006-10-04,4497.0,25517.92,0.17,0.51,0.08,0.03,0.0,25517.92,4497.0,4497.0,25517.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,4.02,4.02,107450.0,609717.63,0.74,4.02,0.0,1.0,100.0,0.0402,6.9
