DATE,VIL FP Equity_DX_SI_QTY,VIL FP Equity_DX_SHORT_INTEREST_VALUE,VIL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VIL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VIL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VIL FP Equity_DX_SI_MV,VIL FP Equity_DX_DSS,VIL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VIL FP Equity_DX_SUPPLY_SI_QTY,VIL FP Equity_DX_BROKER_SI_QTY,VIL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VIL FP Equity_DX_BROKER_SI_MV_NEW_x,VIL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VIL FP Equity_DX_SUPPLY_SI_QTY_INC_x,VIL FP Equity_DX_BROKER_SI_MV_INC_x,VIL FP Equity_DX_SUPPLY_SI_MV_NEW,VIL FP Equity_DX_BROKER_SI_QTY_ADD,VIL FP Equity_DX_BROKER_SI_QTY_NEW,VIL FP Equity_DX_SUPPLY_SI_MV_DEC,VIL FP Equity_DX_BROKER_SI_QTY_INC,VIL FP Equity_DX_SUPPLY_SI_QTY_DEC,VIL FP Equity_DX_BROKER_SI_MV_NEW_y,VIL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VIL FP Equity_DX_BROKER_SI_MV_INC_y,VIL FP Equity_DX_SUPPLY_SI_QTY_INC_y,VIL FP Equity_DX_BROKER_SI_MV_ADD,VIL FP Equity_DX_SUPPLY_SI_QTY_ADD,VIL FP Equity_DX_BROKER_SI_QTY_DEC,VIL FP Equity_DX_SUPPLY_SI_MV,VIL FP Equity_DX_BROKER_SI_MV_DEC,VIL FP Equity_DX_SUPPLY_SI_MV_RMV,VIL FP Equity_DX_BROKER_SI_MV_RMV,VIL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VIL FP Equity_DX_UTILIZATION_QUANTITY,VIL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VIL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VIL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VIL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VIL FP Equity_DX_ACTIVE_UTILIZATION_MV,VIL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VIL FP Equity_DX_BROKER_SI_CON_RATIO,VIL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VIL FP Equity_DX_DEMAND_SUPPLY_RATIO,VIL FP Equity_PX_LAST
2006-07-17,216588.0,560563.22,1.75,19.84,0.3,0.98,0.0,237152.6,124958.0,91630.0,323410.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2159.0,0.56,0.01,0.0,0.0,45.19,15.69,151552.0,392240.0,0.0,0.0,0.0,10.91,0.8056,89.09,0.272,4.3
2006-07-18,220123.0,569712.35,1.78,20.05,0.31,1.0,0.0,246275.85,124968.0,95155.0,323436.5,0.0,0.0,10.0,0.02,0.0,0.0,0.0,0.0,3526.0,0.0,0.0,0.0,0.02,10.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,45.18,15.69,151657.0,392511.76,0.0,0.0,0.0,10.51,0.8119,89.49,0.2764,4.3
2006-07-19,193384.0,493523.86,1.56,17.64,0.27,0.87,0.0,245166.9,97317.0,96067.0,248356.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,912.0,27652.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,32.95,11.94,198031.0,505383.19,0.0,0.0,0.0,10.41,0.8135,89.59,0.2373,4.24
2006-07-20,192136.0,497277.67,1.55,17.38,0.27,0.86,0.0,245416.58,97313.0,94823.0,251861.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1244.0,0.44,0.01,0.0,0.0,32.87,11.93,198784.0,514483.72,0.0,0.0,0.0,10.55,0.8113,89.45,0.2355,4.3
2006-07-21,193340.0,498066.39,1.56,17.51,0.27,0.87,0.0,247366.45,97317.0,96023.0,250699.94,0.0,0.0,4.0,0.01,0.0,0.0,0.0,0.0,1201.0,0.0,0.0,0.0,0.01,4.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,32.88,11.93,198626.0,511683.74,0.0,0.0,0.0,10.41,0.8134,89.59,0.2371,4.28
2006-07-24,192880.0,475984.5,1.56,17.82,0.27,0.87,0.0,235823.07,97319.0,95561.0,240161.42,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,462.0,0.44,0.0,0.0,0.0,33.22,11.98,195657.0,482837.51,0.0,0.0,0.0,10.46,0.8126,89.54,0.2374,4.1
2006-07-25,189427.0,478864.81,1.53,18.24,0.26,0.85,0.0,232878.66,97306.0,92121.0,245986.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3440.0,0.44,0.02,0.0,0.0,33.07,11.96,196920.0,497806.85,0.0,0.0,0.0,10.86,0.8065,89.14,0.2327,4.2
2006-07-26,96785.0,241173.81,0.76,10.44,0.13,0.42,0.0,240373.93,322.0,96464.0,802.38,0.0,0.0,11.0,0.01,0.0,0.0,0.0,0.44,4343.0,96995.0,0.0,0.0,0.01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,312522.0,778758.3,0.0,0.0,0.0,10.37,0.8142,89.63,0.1163,4.14
2006-07-27,95309.0,240937.81,0.75,10.52,0.13,0.42,0.0,240128.86,320.0,94989.0,808.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.0,0.0,0.01,0.0,0.0,0.1,0.04,313110.0,791531.1,0.0,0.0,0.0,10.53,0.8116,89.47,0.1144,4.2
2006-07-28,96668.0,240300.43,0.76,10.75,0.13,0.42,0.0,239495.02,323.0,96344.0,802.92,0.0,0.0,3.0,0.01,0.0,0.0,0.0,0.0,1356.0,0.0,0.0,0.0,0.01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,312248.0,776196.13,0.0,0.0,0.0,10.38,0.814,89.62,0.1162,4.13
2006-07-31,95082.0,237502.49,0.75,10.67,0.13,0.42,0.0,236705.67,319.0,94763.0,796.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0,0.0,0.01,0.0,0.0,0.1,0.04,312251.0,779962.44,0.0,0.0,0.0,10.55,0.8112,89.45,0.1142,4.15
2006-08-01,95494.0,242555.03,0.75,10.77,0.13,0.42,0.0,241744.77,319.0,95175.0,810.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,313447.0,796156.28,0.0,0.0,0.0,10.51,0.8119,89.49,0.1146,4.22
2006-08-02,95376.0,241107.18,0.75,10.37,0.13,0.43,0.0,240295.71,321.0,95055.0,811.48,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.1,0.04,308678.0,780327.16,0.0,0.0,0.0,10.52,0.8117,89.48,0.1151,4.2
2006-08-03,94594.0,242546.46,0.74,10.27,0.13,0.42,0.0,241733.65,317.0,94277.0,812.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0,0.0,0.1,0.04,309236.0,792905.45,0.0,0.0,0.0,10.61,0.8104,89.39,0.1141,4.26
2006-08-04,95359.0,241064.21,0.75,9.47,0.13,0.43,0.0,240260.32,318.0,95041.0,803.89,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,764.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,308038.0,778709.26,0.0,0.0,0.0,10.52,0.8117,89.48,0.1152,4.2
2006-08-07,93985.0,239287.86,0.74,9.2,0.13,0.42,0.0,238485.86,315.0,93670.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,0.0,0.01,0.0,0.0,0.1,0.04,308192.0,784663.56,0.0,0.0,0.0,10.68,0.8093,89.32,0.1135,4.23
2006-08-08,94508.0,238912.91,0.74,9.25,0.13,0.43,0.0,238111.54,317.0,94191.0,801.36,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,307726.0,777920.54,0.0,0.0,0.0,10.62,0.8102,89.38,0.1142,4.2
2006-08-09,95468.0,238466.66,0.75,9.05,0.13,0.42,0.0,237667.35,320.0,95148.0,799.32,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,958.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,310339.0,775186.51,0.0,0.0,0.0,10.51,0.8119,89.49,0.115,4.15
2006-08-10,94504.0,238333.98,0.74,8.7,0.13,0.42,0.0,237529.48,319.0,94185.0,804.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,0.0,0.0,0.0,0.0,0.21,0.05,150411.0,379328.41,0.0,0.0,0.0,10.62,0.8102,89.38,0.141,4.19
2006-08-11,94988.0,239554.6,0.75,10.04,0.13,0.42,0.0,238747.58,320.0,94668.0,807.02,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.05,83042.0,209427.44,0.0,0.0,0.0,10.56,0.8111,89.44,0.1409,4.19
2006-08-14,95050.0,239138.86,0.75,10.21,0.13,0.42,0.0,238336.28,319.0,94731.0,802.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.05,83052.0,208952.77,0.0,0.0,0.0,10.56,0.8112,89.44,0.141,4.18
2006-08-15,95033.0,239096.09,0.75,10.08,0.13,0.42,0.0,238298.54,317.0,94716.0,797.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.38,0.05,83052.0,208952.77,0.0,0.0,0.0,10.56,0.8111,89.44,0.1409,4.18
2006-08-16,95660.0,237218.93,0.75,11.77,0.13,0.42,0.0,236425.39,319.0,95340.0,791.06,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.05,83225.0,206382.46,0.0,0.0,0.0,10.49,0.8122,89.51,0.1418,4.12
2006-08-17,94807.0,237956.85,0.75,11.49,0.13,0.42,0.0,237158.7,318.0,94489.0,798.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,0.0,0.01,0.0,0.0,0.38,0.05,83112.0,208603.48,0.0,0.0,0.0,10.58,0.8107,89.42,0.1406,4.17
2006-08-18,95998.0,239790.53,0.76,11.33,0.13,0.42,0.0,238986.22,322.0,95676.0,804.31,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1187.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.05,83268.0,207992.65,0.0,0.0,0.0,10.45,0.8128,89.55,0.1423,4.15
2006-08-21,95443.0,241276.56,0.75,11.0,0.13,0.42,0.0,240472.66,318.0,95125.0,803.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.38,0.05,83197.0,210319.1,0.0,0.0,0.0,10.51,0.8119,89.49,0.1415,4.2
2006-08-22,96168.0,241951.67,0.76,10.8,0.13,0.42,0.0,241133.99,325.0,95843.0,817.68,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,718.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.05,83288.0,209546.53,0.0,0.0,0.0,10.43,0.8131,89.57,0.1426,4.18
2006-08-23,95314.0,238081.99,0.75,11.85,0.13,0.42,0.0,237282.67,320.0,94994.0,799.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.18,0.04,174480.0,435828.38,0.0,0.0,0.0,10.53,0.8116,89.47,0.1132,4.15
2006-08-24,94850.0,236922.98,0.75,11.75,0.13,0.42,0.0,236128.66,318.0,94532.0,794.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.18,0.04,174420.0,435678.5,0.0,0.0,0.0,10.58,0.8108,89.42,0.1127,4.15
2006-08-25,94759.0,239547.43,0.75,11.58,0.13,0.42,0.0,238743.54,318.0,94441.0,803.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.18,0.04,174407.0,440894.78,0.0,0.0,0.0,10.59,0.8107,89.41,0.1126,4.2
2006-08-28,95699.0,243651.74,0.75,10.5,0.13,0.42,0.0,242837.02,320.0,95379.0,814.73,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,938.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04,174532.0,444362.28,0.0,0.0,0.0,10.48,0.8123,89.52,0.1137,4.23
2006-08-29,96714.0,246235.95,0.76,9.86,0.13,0.43,0.0,244535.21,668.0,96046.0,1700.74,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,841336.0,2142059.82,0.0,3.48,0.08,10.41,0.8134,89.59,0.1149,4.23
2006-08-30,96237.0,245021.5,0.76,9.64,0.13,0.43,0.0,243305.48,673.0,95563.0,1713.47,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,483.0,0.0,0.0,0.0,0.0,0.08,0.08,842358.0,2144661.85,0.0,3.59,0.08,10.46,0.8126,89.54,0.1142,4.23
2006-08-31,96094.0,244657.42,0.76,9.61,0.13,0.43,0.0,242943.95,673.0,95421.0,1713.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.08,0.08,842339.0,2144613.48,0.0,3.61,0.08,10.48,0.8124,89.52,0.114,4.23
2006-09-01,96210.0,247269.1,0.76,9.11,0.13,0.43,0.0,245541.99,672.0,95538.0,1727.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,842356.0,2164937.2,0.0,3.6,0.08,10.47,0.8126,89.53,0.1141,4.27
2006-09-04,97202.0,252158.86,0.77,8.87,0.14,0.43,0.0,250400.01,679.0,96524.0,1761.44,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,985.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,842483.0,2185547.1,0.0,3.61,0.08,10.36,0.8143,89.64,0.1153,4.31
2006-09-05,97402.0,252677.69,0.77,8.76,0.14,0.43,0.0,250885.12,691.0,96711.0,1792.57,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,842605.0,2185863.59,0.0,3.65,0.08,10.34,0.8146,89.66,0.1155,4.31
2006-09-06,95116.0,246747.41,0.75,8.29,0.13,0.43,0.0,245842.04,349.0,94767.0,905.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,1944.0,0.0,0.0,0.0,0.0,0.04,0.04,841046.0,2181819.28,0.0,3.67,0.04,10.55,0.8112,89.45,0.113,4.31
2006-09-07,94994.0,247002.69,0.75,8.13,0.13,0.43,0.0,246092.62,350.0,94644.0,910.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.04,0.04,841028.0,2186834.7,0.0,3.68,0.04,10.57,0.811,89.43,0.1129,4.32
2006-09-08,95293.0,242044.49,0.75,8.04,0.13,0.44,0.0,241155.49,350.0,94943.0,889.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,841068.0,2136315.12,0.0,3.68,0.04,10.53,0.8115,89.47,0.1133,4.22
2006-09-11,93491.0,241406.44,0.74,7.78,0.13,0.43,0.0,240525.93,341.0,93150.0,880.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1792.0,0.0,0.01,0.0,0.0,0.04,0.04,840835.0,2171149.99,0.0,3.62,0.04,10.74,0.8083,89.26,0.1111,4.29
2006-09-12,94372.0,241409.21,0.76,7.62,0.13,0.43,0.0,240526.68,345.0,94027.0,882.53,0.0,0.0,5.0,0.01,0.0,0.0,0.0,0.0,876.0,0.0,0.0,0.0,0.01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,840949.0,2151197.79,0.0,3.66,0.04,10.64,0.8099,89.36,0.1122,4.25
2006-09-13,95359.0,249673.64,0.77,8.02,0.13,0.43,0.0,248759.87,349.0,95010.0,913.77,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,983.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,841544.0,2203372.07,0.0,3.63,0.04,10.53,0.8117,89.47,0.1133,4.35
2006-09-14,97109.0,251333.1,0.78,8.15,0.14,0.44,0.0,250411.72,355.0,96753.0,918.79,0.0,0.0,6.0,0.01,0.0,0.0,0.0,0.0,1743.0,0.0,0.0,0.0,0.01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,841773.0,2178638.64,0.0,3.67,0.04,10.34,0.8147,89.66,0.1153,4.3
2006-09-15,95963.0,257031.05,0.79,8.66,0.13,0.43,0.0,256085.56,353.0,95610.0,945.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,0.04,0.04,841621.0,2254230.54,0.0,3.69,0.04,10.46,0.8127,89.54,0.114,4.45
2006-09-18,99278.0,267702.72,0.82,7.92,0.14,0.45,0.0,266721.2,364.0,98914.0,981.52,0.0,0.0,11.0,0.01,0.0,0.0,0.0,0.0,3304.0,0.0,0.0,0.0,0.01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,842057.0,2270603.27,0.0,3.74,0.04,10.11,0.8182,89.89,0.1178,4.48
2006-09-19,99593.0,265554.89,0.82,7.86,0.14,0.45,0.0,264576.32,367.0,99226.0,978.57,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,842096.0,2245365.71,0.0,3.76,0.04,10.08,0.8188,89.92,0.1182,4.43
2006-09-20,95931.0,255790.52,0.79,7.55,0.13,0.45,0.0,254854.62,351.0,95580.0,935.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3646.0,0.0,0.0,0.0,0.0,0.04,0.04,842714.0,2247013.54,0.0,3.78,0.04,10.46,0.8126,89.54,0.1138,4.43
2006-09-21,96109.0,255686.67,0.79,7.63,0.13,0.45,0.0,254758.19,350.0,95760.0,931.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,842740.0,2242010.45,0.0,3.76,0.04,10.44,0.813,89.56,0.114,4.42
