DATE,FNAC FP Equity_DX_SI_QTY,FNAC FP Equity_DX_SHORT_INTEREST_VALUE,FNAC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FNAC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FNAC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FNAC FP Equity_DX_SI_MV,FNAC FP Equity_DX_DSS,FNAC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FNAC FP Equity_DX_SUPPLY_SI_QTY,FNAC FP Equity_DX_BROKER_SI_QTY,FNAC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FNAC FP Equity_DX_BROKER_SI_MV_NEW_x,FNAC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FNAC FP Equity_DX_SUPPLY_SI_QTY_INC_x,FNAC FP Equity_DX_BROKER_SI_MV_INC_x,FNAC FP Equity_DX_SUPPLY_SI_MV_NEW,FNAC FP Equity_DX_BROKER_SI_QTY_ADD,FNAC FP Equity_DX_BROKER_SI_QTY_NEW,FNAC FP Equity_DX_SUPPLY_SI_MV_DEC,FNAC FP Equity_DX_BROKER_SI_QTY_INC,FNAC FP Equity_DX_SUPPLY_SI_QTY_DEC,FNAC FP Equity_DX_BROKER_SI_MV_NEW_y,FNAC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FNAC FP Equity_DX_BROKER_SI_MV_INC_y,FNAC FP Equity_DX_SUPPLY_SI_QTY_INC_y,FNAC FP Equity_DX_BROKER_SI_MV_ADD,FNAC FP Equity_DX_SUPPLY_SI_QTY_ADD,FNAC FP Equity_DX_BROKER_SI_QTY_DEC,FNAC FP Equity_DX_SUPPLY_SI_MV,FNAC FP Equity_DX_BROKER_SI_MV_DEC,FNAC FP Equity_DX_SUPPLY_SI_MV_RMV,FNAC FP Equity_DX_BROKER_SI_MV_RMV,FNAC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FNAC FP Equity_DX_UTILIZATION_QUANTITY,FNAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FNAC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FNAC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FNAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FNAC FP Equity_DX_ACTIVE_UTILIZATION_MV,FNAC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FNAC FP Equity_DX_BROKER_SI_CON_RATIO,FNAC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FNAC FP Equity_DX_DEMAND_SUPPLY_RATIO,FNAC FP Equity_PX_LAST
2013-07-09,618801.0,9220134.9,6.68,4.06,3.73,9.34,0.0,6335554.5,367727.0,425205.0,5479132.3,0.0,0.0,64334.0,0.08,0.0,0.0,0.0,0.15,4995.0,10835.0,0.0,0.0,0.08,64334.0,0.0,57789.0,29132.0,5.51,0.45,0.0,0.0,47.84,47.84,400927.0,5973812.3,0.0,5.31,50.93,14.62,0.0985,16.22,0.805,14.9
2013-07-10,641465.0,9718194.75,6.93,4.11,3.87,9.6,0.0,6673256.85,379121.0,440479.0,5743683.15,0.0,0.0,4651.0,0.23,0.0,0.0,0.0,0.02,15274.0,1226.0,0.0,0.0,0.23,4651.0,0.0,7969.0,0.0,5.62,0.0,0.0,0.0,44.22,44.22,478167.0,7244230.05,0.0,5.89,48.85,13.89,0.0936,15.65,0.7482,15.15
2013-07-11,682557.0,10402168.68,7.37,4.28,4.11,10.33,0.0,7574112.36,401792.0,496989.0,6123310.08,0.0,0.0,9001.0,0.63,0.0,32628.0,0.0,0.25,41001.0,16931.0,0.0,0.0,0.63,9001.0,0.49,30601.0,17119.0,6.04,0.26,0.0,0.0,41.74,41.74,560851.0,8547369.24,0.0,7.19,45.63,13.56,0.093,16.08,0.709,15.24
2013-07-12,698250.0,10641330.0,7.54,4.33,4.21,10.66,0.0,7851221.28,412734.0,515172.0,6290066.16,0.0,0.0,8151.0,0.62,0.0,0.0,0.0,0.61,39477.0,41842.0,0.0,0.0,0.62,8151.0,0.0,44633.0,21294.0,6.26,0.3,0.0,0.0,39.24,39.24,639134.0,9740402.16,0.0,7.94,44.09,13.43,0.096,17.9,0.6638,15.24
2013-07-15,596158.0,9556412.74,6.44,3.63,3.59,9.16,0.0,5198208.4,471145.0,324280.0,7552454.35,0.0,0.0,3875.0,0.0,0.0,0.0,0.0,0.91,0.0,59787.0,0.0,0.0,0.0,3875.0,0.0,114972.0,190892.0,7.22,2.94,0.0,0.0,44.98,44.98,576237.0,9237079.11,0.0,7.14,50.27,10.71,0.0761,11.72,0.5692,16.03
2013-07-16,475917.0,8071552.32,5.14,2.82,2.87,7.66,0.0,4478101.44,391663.0,264039.0,6642604.48,0.0,0.0,1614.0,0.02,0.0,0.0,0.0,1.4,2736.0,94172.0,0.0,0.0,0.02,1614.0,0.0,13076.0,62977.0,6.34,0.86,0.0,0.0,30.31,30.31,900344.0,15269834.24,0.0,12.36,33.89,13.48,0.0909,14.91,0.3684,16.96
2013-07-17,486831.0,8699669.97,5.26,2.81,2.93,8.07,0.0,4931280.11,386036.0,275953.0,6898463.32,0.0,0.0,211.0,0.08,0.0,0.0,0.0,0.15,12000.0,9560.0,0.0,0.0,0.08,211.0,0.0,3722.0,86.0,6.62,0.0,0.0,0.0,24.27,24.27,1204692.0,21527846.04,0.0,18.21,26.67,13.64,0.0911,14.99,0.306,17.87
2013-07-18,501922.0,9235364.8,5.42,2.78,3.02,8.92,0.0,5857014.4,349126.0,318316.0,6423918.4,0.0,0.0,98.0,2.06,0.0,0.0,0.0,0.87,112700.0,50662.0,0.0,0.0,2.06,98.0,0.0,13654.0,70337.0,6.2,1.13,0.0,0.0,20.94,20.94,1318174.0,24254401.6,0.0,20.49,23.23,14.3,0.1772,35.48,0.301,18.4
2013-07-19,553297.0,10208329.65,5.98,2.95,3.33,10.38,0.0,6877993.95,389914.0,372791.0,7193913.3,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.34,60000.0,20934.0,0.0,0.0,1.16,0.0,0.0,61722.0,5525.0,7.15,0.0,0.0,0.0,23.8,23.8,1248326.0,23031614.7,0.0,19.83,26.5,12.56,0.1596,32.41,0.3377,18.45
2013-07-22,557812.0,10096397.2,6.03,2.82,3.36,10.44,0.0,6968554.3,368605.0,385003.0,6671750.5,0.0,0.0,5357.0,0.43,0.0,0.0,0.0,0.49,24212.0,27116.0,0.0,0.0,0.43,5357.0,0.0,450.0,12000.0,6.78,0.24,0.0,0.0,21.7,21.7,1330027.0,24073488.7,0.0,24.42,21.72,12.52,0.1613,32.29,0.3284,18.1
2013-07-23,495655.0,8644223.2,5.35,2.46,2.99,9.12,0.0,6805593.76,370109.0,390229.0,6454700.96,0.0,0.0,281.0,0.0,0.0,11003.0,0.0,0.02,0.0,1089.0,0.0,0.0,0.0,281.0,0.21,2312.0,5777.0,6.67,0.14,0.0,0.0,21.31,21.31,1366955.0,23839695.2,0.0,24.63,21.31,14.06,0.1831,36.46,0.2853,17.44
2013-07-24,498936.0,8631592.8,5.39,2.46,3.01,8.94,0.0,6849675.5,369716.0,395935.0,6396086.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,5706.0,10306.0,0.0,0.0,0.1,0.0,0.0,9913.0,0.0,6.45,0.0,0.0,0.0,22.05,22.05,1306646.0,22604975.8,0.0,22.79,22.06,13.87,0.1795,35.99,0.2976,17.3
2013-07-25,492964.0,8523347.56,5.32,2.39,2.97,8.73,0.0,6805482.32,353460.0,393608.0,6111323.4,0.0,0.0,6109.0,0.19,0.0,0.0,0.0,0.43,10742.0,24357.0,0.0,0.0,0.19,6109.0,0.0,1992.0,13069.0,6.1,0.23,0.0,0.0,20.32,20.32,1386000.0,23963940.0,0.0,23.97,20.3,14.02,0.1805,36.35,0.2834,17.29
2013-07-26,506173.0,8615064.46,5.47,2.43,3.05,8.96,0.0,6924025.34,346834.0,406817.0,5903114.68,0.0,0.0,100.0,0.24,0.0,0.0,0.0,0.12,13209.0,6726.0,0.0,0.0,0.24,100.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,19.8,19.8,1404745.0,23908759.9,0.0,24.2,19.81,13.63,0.1733,35.44,0.289,17.02
2013-07-29,507634.0,8452106.1,5.48,2.42,3.06,8.88,0.0,6796163.7,337625.0,408178.0,5621456.25,0.0,0.0,270.0,0.07,0.0,0.0,0.0,0.19,4004.0,9876.0,0.0,0.0,0.07,270.0,0.0,397.0,2643.0,5.74,0.05,0.0,0.0,19.43,19.43,1399579.0,23302990.35,0.0,23.78,19.43,13.61,0.1725,35.33,0.2922,16.65
2013-07-30,499717.0,8295302.2,5.4,2.34,3.01,8.56,0.0,6645361.8,330768.0,400323.0,5490748.8,0.0,0.0,4911.0,0.0,0.0,0.0,0.0,0.25,0.0,14346.0,0.0,0.0,0.0,4911.0,0.0,1929.0,7855.0,5.5,0.13,0.0,0.0,19.19,19.19,1392915.0,23122389.0,0.0,23.24,19.15,13.82,0.1773,35.78,0.2899,16.6
2013-07-31,426289.0,7204284.1,4.6,1.97,2.57,7.28,0.0,5683098.2,277371.0,336278.0,4687569.9,0.0,0.0,10387.0,0.01,0.0,1742.0,0.0,1.06,525.0,63785.0,0.0,0.0,0.01,10387.0,0.03,1.0,66312.0,4.61,1.16,0.0,0.0,16.59,16.59,1394436.0,23565968.4,0.0,23.21,16.57,10.37,0.2272,43.03,0.255,16.9
2013-08-01,417401.0,7033206.85,4.51,1.8,2.52,7.25,0.0,5519689.3,260424.0,327578.0,4388144.4,0.0,0.0,19.0,0.0,0.0,1300.0,0.0,0.29,0.0,17441.0,0.0,0.0,0.0,19.0,0.02,475.0,10000.0,4.41,0.19,0.0,0.0,15.79,15.79,1389029.0,23405138.65,0.0,23.55,15.77,10.43,0.2391,44.58,0.2531,16.85
2013-08-02,417749.0,6980585.79,4.51,2.06,2.52,7.19,0.0,5479643.46,255850.0,327926.0,4275253.5,0.0,0.0,54.0,0.03,0.0,0.0,0.0,0.08,1600.0,4805.0,0.0,0.0,0.03,54.0,0.0,177.0,1252.0,4.31,0.02,0.0,0.0,15.3,15.3,1416187.0,23664484.77,0.0,23.84,15.3,10.43,0.2372,44.35,0.2498,16.71
2013-08-05,402974.0,6528178.8,4.35,2.22,2.43,6.91,0.0,5069401.2,256075.0,312926.0,4148415.0,0.0,0.0,1276.0,0.0,0.0,0.0,0.0,0.04,0.0,2175.0,0.0,0.0,0.0,1276.0,0.0,1124.0,15000.0,4.28,0.25,0.0,0.0,15.63,15.63,1381986.0,22388173.2,0.0,23.1,15.62,10.67,0.2565,46.34,0.246,16.2
2013-08-06,406306.0,6594346.38,4.39,2.32,2.45,6.74,0.0,5078788.98,257115.0,312926.0,4172976.45,0.0,0.0,2426.0,0.0,0.0,0.0,0.0,0.08,0.0,4718.0,0.0,0.0,0.0,2426.0,0.0,3332.0,0.0,4.17,0.0,0.0,0.0,15.76,15.76,1373948.0,22299176.04,0.0,22.32,15.73,10.83,0.2498,45.6,0.2491,16.23
2013-08-07,406266.0,6581509.2,4.39,2.44,2.45,6.74,0.0,4810168.8,255211.0,296924.0,4134418.2,0.0,0.0,1051.0,0.0,0.0,0.0,0.0,0.05,0.0,3186.0,0.0,0.0,0.0,1051.0,0.0,231.0,16002.0,4.14,0.26,0.0,0.0,14.91,14.91,1456507.0,23595413.4,0.0,23.73,14.87,10.81,0.2199,41.84,0.2373,16.2
2013-08-08,379473.0,6147462.6,4.1,2.52,2.29,6.26,0.0,4376122.2,240212.0,270131.0,3891434.4,0.0,0.0,493.0,0.0,0.0,0.0,0.0,0.28,0.0,16810.0,0.0,0.0,0.0,493.0,0.0,1318.0,26793.0,3.89,0.47,0.0,0.0,14.21,14.21,1450824.0,23503348.8,0.0,23.58,14.17,11.73,0.1936,37.55,0.2244,16.2
2013-08-09,361598.0,5847039.66,3.91,2.65,2.18,5.98,0.0,4106597.88,252149.0,253964.0,4077249.33,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.08,0.0,5263.0,0.0,0.0,0.0,395.0,0.0,16805.0,16167.0,4.09,0.26,0.0,0.0,14.71,14.71,1462230.0,23644259.1,0.0,23.84,14.64,12.15,0.1805,35.13,0.2109,16.17
2013-08-12,329018.0,5270868.36,3.55,2.57,1.98,5.4,0.0,3386371.68,260161.0,211384.0,4167779.22,0.0,0.0,1611.0,0.07,0.0,0.0,0.0,0.03,4356.0,1988.0,0.0,0.0,0.07,1611.0,0.0,8389.0,46936.0,4.21,0.8,0.0,0.0,15.25,15.25,1445977.0,23164551.54,0.0,23.53,15.18,13.48,0.1268,22.72,0.1928,16.02
2013-08-13,286538.0,4524435.02,3.1,2.31,1.73,4.68,1.0,3667764.36,257681.0,232284.0,4068782.99,0.0,0.0,17788.0,0.0,0.0,21200.0,0.0,0.33,0.0,20268.0,0.0,0.0,0.0,17788.0,0.36,0.0,300.0,4.14,0.01,0.05,0.0,16.3,16.3,1323606.0,20899738.74,3000.0,21.2,16.34,15.71,0.1449,26.33,0.1812,15.79
2013-08-14,279843.0,4289993.19,3.02,2.29,1.69,4.5,1.0,3560913.72,211741.0,232284.0,3245989.53,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.75,0.0,45961.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.35,0.0,0.0,0.0,13.86,13.86,1316301.0,20178894.33,0.0,20.72,13.93,16.09,0.1521,27.14,0.1831,15.33
2013-08-15,341758.0,5088776.62,3.69,2.86,2.06,5.35,1.0,4380623.11,203656.0,294199.0,3032437.84,0.0,0.0,1227.0,0.95,0.0,0.0,0.0,0.27,62000.0,16580.0,0.0,0.0,0.95,1227.0,0.0,7268.0,85.0,3.16,0.0,0.0,0.0,13.62,13.62,1291491.0,19230300.99,0.0,19.72,13.81,12.73,0.2258,41.98,0.2286,14.89
2013-08-16,293721.0,4350008.01,3.17,2.49,1.77,4.48,1.0,3645659.22,227192.0,246162.0,3364713.52,0.0,0.0,58425.0,0.0,0.0,0.0,0.0,0.53,0.0,34889.0,0.0,0.0,0.0,58425.0,0.0,0.0,48037.0,3.4,0.81,0.0,0.0,15.82,15.82,1208858.0,17903186.98,0.0,18.05,15.86,15.28,0.1645,30.54,0.2045,14.81
2013-08-19,276102.0,4111158.78,2.98,2.19,1.66,4.18,1.0,3442002.18,224668.0,231162.0,3345306.52,0.0,0.0,1747.0,0.0,0.0,0.0,0.0,0.03,0.0,1754.0,0.0,0.0,0.0,1747.0,0.0,483.0,15000.0,3.33,0.23,0.0,0.0,17.04,17.04,1094051.0,16290419.39,0.0,16.22,17.03,16.57,0.1858,32.75,0.2094,14.89
2013-08-20,276102.0,4337562.42,2.98,2.26,1.66,4.21,1.0,3631555.02,224668.0,231162.0,3529534.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,17.06,17.06,1092468.0,17162672.28,0.0,16.34,17.06,17.34,0.1854,32.48,0.2096,15.71
2013-08-21,272950.0,4255290.5,2.95,2.26,1.64,4.34,1.0,3560615.69,220661.0,228391.0,3440104.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,4007.0,0.0,0.0,0.0,0.0,0.0,0.0,2771.0,3.47,0.04,0.0,0.0,16.76,16.76,1096249.0,17090521.91,0.0,17.25,16.74,16.77,0.1914,33.72,0.2073,15.59
2013-08-22,247436.0,4065373.48,2.67,2.08,1.49,3.96,1.0,3333269.11,220661.0,202877.0,3625460.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25514.0,3.46,0.43,0.0,0.0,14.63,14.63,1287513.0,21153838.59,0.0,20.18,14.63,19.59,0.1971,31.87,0.1641,16.43
2013-08-23,234407.0,4031800.4,2.53,1.92,1.41,3.77,1.0,3265385.6,220632.0,189848.0,3794870.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,18429.0,0.0,0.0,0.0,0.0,0.0,18400.0,13029.0,3.64,0.35,0.0,0.0,14.92,14.92,1258622.0,21648298.4,0.0,20.75,14.94,21.96,0.214,36.0,0.1585,17.2
2013-08-26,183310.0,3143766.5,1.98,1.46,1.1,3.18,1.0,2379579.65,179535.0,138751.0,3079025.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,41097.0,0.0,0.0,0.0,0.0,0.0,0.0,51097.0,3.09,0.64,0.0,0.0,12.14,12.14,1299277.0,22282600.55,0.0,22.36,12.14,19.34,0.1688,27.08,0.124,17.15
2013-08-27,184107.0,3194256.45,1.99,1.52,1.11,3.22,1.0,2421209.85,179532.0,139551.0,3114880.2,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,800.0,3.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,12.13,12.13,1300329.0,22560708.15,0.0,22.31,12.14,18.94,0.1691,27.03,0.1244,17.35
2013-08-28,184889.0,3285477.53,2.0,1.56,1.11,3.28,1.0,2493717.41,180276.0,140333.0,3203504.52,0.0,0.0,506.0,0.02,0.0,0.0,0.0,0.01,782.0,588.0,0.0,0.0,0.02,506.0,0.0,826.0,0.0,3.14,0.0,0.0,0.0,12.19,12.19,1298242.0,23069760.34,0.0,22.6,12.2,19.36,0.1698,27.08,0.1251,17.77
2013-08-29,188968.0,3242690.88,2.04,1.67,1.14,3.38,1.0,2408114.28,184355.0,140333.0,3163531.8,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,508.0,0.0,3600.0,0.0,3.27,0.0,0.0,0.0,12.41,12.41,1301466.0,22333156.56,0.0,23.11,12.39,19.3,0.1595,25.33,0.1272,17.16
2013-08-30,170568.0,2909890.08,1.84,1.57,1.03,2.98,1.0,2080176.98,165955.0,121933.0,2831192.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,3600.0,18400.0,2.85,0.34,0.0,0.0,11.18,11.18,1317842.0,22482384.52,0.0,22.6,11.18,21.55,0.1875,29.26,0.115,17.06
2013-09-02,168943.0,2865273.28,1.82,1.7,1.02,2.92,1.0,2040423.68,164706.0,120308.0,2793413.76,0.0,0.0,2451.0,0.03,0.0,0.0,0.0,0.06,2000.0,3700.0,0.0,0.0,0.03,2451.0,0.0,0.0,3625.0,2.81,0.06,0.0,0.0,11.13,11.13,1315018.0,22302705.28,0.0,22.43,11.13,23.48,0.1834,27.14,0.1142,16.96
2013-09-03,168943.0,2900751.31,1.82,1.71,1.02,2.91,1.0,2065688.36,164315.0,120308.0,2821288.55,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.01,0.0,898.0,0.0,0.0,0.0,334.0,0.0,173.0,0.0,2.79,0.0,0.0,0.0,10.79,10.79,1359117.0,23336038.89,0.0,23.08,10.79,23.31,0.1842,27.49,0.1109,17.17
2013-09-04,172515.0,3096644.25,1.86,1.78,1.04,3.03,1.0,2223646.0,142925.0,123880.0,2565503.75,0.0,0.0,587.0,0.07,0.0,0.0,0.0,0.37,3702.0,21977.0,0.0,0.0,0.07,587.0,0.0,0.0,130.0,2.47,0.0,0.0,0.0,9.3,9.3,1393311.0,25009932.45,0.0,23.98,9.33,25.13,0.1884,27.35,0.1123,17.95
2013-09-05,233881.0,4156065.37,2.53,2.41,1.41,4.17,1.0,1653658.43,142925.0,93059.0,2539777.25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,30821.0,2.52,0.55,0.0,0.0,9.3,9.3,1393291.0,24758781.07,0.0,25.01,9.15,22.25,0.2577,43.23,0.1522,17.77
