DATE,BN FP Equity_DX_SI_QTY,BN FP Equity_DX_SHORT_INTEREST_VALUE,BN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BN FP Equity_DX_SI_MV,BN FP Equity_DX_DSS,BN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BN FP Equity_DX_SUPPLY_SI_QTY,BN FP Equity_DX_BROKER_SI_QTY,BN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BN FP Equity_DX_BROKER_SI_MV_NEW_x,BN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BN FP Equity_DX_SUPPLY_SI_QTY_INC_x,BN FP Equity_DX_BROKER_SI_MV_INC_x,BN FP Equity_DX_SUPPLY_SI_MV_NEW,BN FP Equity_DX_BROKER_SI_QTY_ADD,BN FP Equity_DX_BROKER_SI_QTY_NEW,BN FP Equity_DX_SUPPLY_SI_MV_DEC,BN FP Equity_DX_BROKER_SI_QTY_INC,BN FP Equity_DX_SUPPLY_SI_QTY_DEC,BN FP Equity_DX_BROKER_SI_MV_NEW_y,BN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BN FP Equity_DX_BROKER_SI_MV_INC_y,BN FP Equity_DX_SUPPLY_SI_QTY_INC_y,BN FP Equity_DX_BROKER_SI_MV_ADD,BN FP Equity_DX_SUPPLY_SI_QTY_ADD,BN FP Equity_DX_BROKER_SI_QTY_DEC,BN FP Equity_DX_SUPPLY_SI_MV,BN FP Equity_DX_BROKER_SI_MV_DEC,BN FP Equity_DX_SUPPLY_SI_MV_RMV,BN FP Equity_DX_BROKER_SI_MV_RMV,BN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BN FP Equity_DX_UTILIZATION_QUANTITY,BN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BN FP Equity_DX_ACTIVE_UTILIZATION_MV,BN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BN FP Equity_DX_BROKER_SI_CON_RATIO,BN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BN FP Equity_DX_DEMAND_SUPPLY_RATIO,BN FP Equity_PX_LAST
2006-07-17,13392215.0,989886503.05,5.98,11.66,5.06,1321.07,2.0,565566624.32,9678373.0,7651574.0,715377613.35,0.0,0.0,10531.0,0.33,0.0,0.0,0.0,1.77,4024.0,13976.0,0.0,0.0,0.33,10531.0,0.0,284829.0,161086.0,947.44,18.29,0.0,0.0,27.47,27.47,25554480.0,1888861166.31,0.0,2512.8,27.38,17.61,0.1488,30.47,0.3801,97.65
2006-07-18,13259071.0,964488882.72,5.92,11.42,5.01,1313.83,2.0,547030810.92,9674182.0,7520170.0,703717552.19,0.0,0.0,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,5408.0,0.0,0.0,0.0,1217.0,0.0,0.0,131404.0,950.29,11.2,0.0,0.0,27.63,27.63,25335890.0,1842978609.81,0.0,2492.92,27.6,17.8,0.1461,29.83,0.3787,96.1
2006-07-19,13056986.0,980921370.19,5.83,11.51,4.93,1277.24,1.0,549196955.43,9637203.0,7310328.0,724006165.86,0.0,26763.0,3480.0,0.1,2.65,0.0,0.0,11.87,2911.0,67223.0,0.0,26763.0,0.1,3480.0,0.0,0.0,212753.0,937.53,26.27,0.0,0.0,27.21,27.21,25777560.0,1936569394.75,0.0,2524.57,27.08,18.16,0.1498,30.22,0.3687,99.25
2006-07-20,13052739.0,980108303.13,5.83,11.67,4.93,1309.0,1.0,556341486.29,9564542.0,7409161.0,718185434.48,0.0,0.0,44110.0,25.07,0.0,0.0,0.0,6.29,144372.0,90008.0,0.0,0.0,25.07,44110.0,0.0,0.0,45539.0,952.98,4.1,2.65,0.0,27.19,27.19,25616262.0,1923482196.45,26763.0,2562.11,27.11,18.06,0.1516,30.43,0.371,99.2
2006-07-21,12925472.0,976911501.28,5.77,11.79,4.88,1297.99,1.0,562168873.27,9495497.0,7438031.0,717672842.41,0.0,0.0,15106.0,3.63,0.0,0.0,0.0,7.72,35715.0,84150.0,0.0,0.0,3.63,15106.0,0.0,0.0,6844.0,947.53,0.19,0.0,0.0,26.94,26.94,25754136.0,1946506221.51,0.0,2582.2,26.84,18.24,0.1538,30.68,0.3667,99.85
2006-07-24,12937183.0,1000809362.32,5.78,11.74,4.88,1312.57,1.0,588105075.96,9357346.0,7602270.0,723876247.5,0.0,0.0,19714.0,18.7,0.0,0.0,0.0,14.97,179019.0,157865.0,0.0,0.0,18.7,19714.0,0.0,0.0,14780.0,944.0,0.0,0.0,0.0,26.6,26.6,25818266.0,1997278876.84,0.0,2621.31,26.48,18.25,0.1547,30.53,0.3678,102.2
2006-07-25,13254063.0,1027329429.68,5.92,11.93,5.0,1368.08,2.0,613985468.15,9371574.0,7921317.0,726395654.87,0.0,0.0,22863.0,40.98,0.0,0.0,0.0,0.0,319048.0,8636.0,0.0,0.0,40.98,22863.0,0.0,0.0,0.0,961.53,0.0,0.0,0.0,26.73,26.73,25682074.0,1990631132.15,0.0,2638.56,26.71,17.86,0.1513,29.91,0.3781,102.4
2006-07-26,13217726.0,1025513430.51,5.9,12.12,4.99,1365.76,1.0,614947623.75,9442476.0,7925990.0,732606043.98,0.0,12863.0,39729.0,1.04,1.31,0.0,0.0,14.69,4672.0,148222.0,0.0,12863.0,1.04,39729.0,0.0,166532.0,0.0,969.67,0.0,0.0,0.0,26.93,26.93,25622988.0,1987990848.33,0.0,2643.56,26.84,17.92,0.1522,30.12,0.3769,102.5
2006-07-27,13445036.0,1048238089.16,6.0,12.67,5.08,1393.27,2.0,635577602.0,9547705.0,8152121.0,744383878.56,0.0,0.0,269344.0,25.28,0.0,0.0,0.0,15.41,226131.0,151253.0,0.0,0.0,25.28,269344.0,0.0,0.0,0.0,983.15,0.0,1.31,0.0,27.13,27.13,25645284.0,1999426665.43,12863.0,2653.29,27.04,17.73,0.1529,30.28,0.382,103.0
2006-07-28,13350225.0,1049940951.19,5.96,12.85,5.04,1393.05,2.0,644586501.92,9391482.0,8196056.0,738601899.53,0.0,0.0,0.0,5.41,0.0,0.0,0.0,12.19,50967.0,156222.0,0.0,0.0,5.41,0.0,0.0,0.0,7031.0,973.64,0.0,0.0,0.0,26.72,26.72,25759178.0,2025854684.19,0.0,2681.6,26.64,17.91,0.1547,30.44,0.3798,103.9
2006-07-31,13596447.0,1065188639.96,6.07,13.65,5.13,1427.81,2.0,661906484.33,9344602.0,8448810.0,732085661.45,0.0,0.0,21771.0,32.91,0.0,0.0,0.0,5.93,314148.0,68652.0,0.0,0.0,32.91,21771.0,0.0,0.0,61394.0,975.12,2.79,0.0,0.0,26.66,26.66,25707762.0,2014027344.15,0.0,2682.9,26.66,17.6,0.1516,29.51,0.3879,103.5
2006-08-01,13309962.0,1014534986.38,5.94,13.46,5.03,1388.27,2.0,626903233.34,9401138.0,8224515.0,716589830.44,0.0,0.0,66296.0,0.0,0.0,0.0,0.0,9.96,12225.0,89760.0,0.0,0.0,0.0,66296.0,0.0,80000.0,236520.0,972.49,24.78,0.0,0.0,26.9,26.9,25552630.0,1947716840.14,0.0,2636.58,26.95,18.02,0.1547,30.3,0.3808,100.7
2006-08-02,13395599.0,1065677009.58,5.98,13.27,5.06,1378.04,2.0,656841763.59,9297906.0,8256525.0,739688061.84,0.0,12863.0,4984.0,9.25,1.35,0.0,0.0,32.01,94899.0,250582.0,0.0,12863.0,9.25,4984.0,0.0,129503.0,62890.0,953.52,13.82,0.0,0.0,26.52,26.52,25757070.0,2049084727.99,0.0,2672.95,26.29,17.81,0.1501,29.65,0.3821,105.1
2006-08-03,13266799.0,1052417774.17,5.92,12.62,5.01,1403.37,2.0,649946320.46,9335083.0,8193236.0,740525824.85,0.0,0.0,120474.0,21.48,0.0,0.0,0.0,3.78,67965.0,70433.0,0.0,0.0,21.48,120474.0,0.0,0.0,131253.0,980.17,12.05,1.35,0.0,26.68,26.68,25659796.0,2035519298.36,12863.0,2700.44,26.63,18.06,0.1542,30.24,0.3791,104.8
2006-08-04,12855326.0,1038265100.25,5.74,12.57,4.85,1363.09,1.0,644257323.11,8998620.0,7976901.0,726776831.37,0.0,0.0,1154.0,0.7,0.0,0.0,0.0,31.55,6108.0,337618.0,0.0,0.0,0.7,1154.0,0.0,0.0,222442.0,950.74,23.11,0.0,0.0,25.66,25.66,26075476.0,2105995344.13,0.0,2773.72,25.53,18.51,0.1556,30.16,0.3665,106.7
2006-08-07,12879543.0,1015848431.96,5.79,12.74,4.89,1382.01,1.0,629843879.93,9049244.0,7985543.0,713741188.47,0.0,0.0,65965.0,6.88,0.0,0.0,0.0,0.92,26849.0,15341.0,0.0,0.0,6.88,65965.0,0.0,0.0,18208.0,964.7,1.43,0.0,0.0,25.91,25.91,25870752.0,2040504298.39,0.0,2749.2,25.98,18.67,0.1565,30.28,0.3688,104.2
2006-08-08,12914184.0,1019558196.83,5.8,13.08,4.9,1364.39,1.0,632296210.19,9033065.0,8008949.0,713148849.61,0.0,0.0,26063.0,5.53,0.0,0.0,0.0,10.58,55000.0,42242.0,0.0,0.0,5.53,26063.0,0.0,0.0,31593.0,949.62,9.11,0.0,0.0,25.88,25.88,25869300.0,2042347922.34,0.0,2726.2,25.83,18.52,0.1553,30.01,0.37,104.3
2006-08-09,13024997.0,1037179953.0,5.85,13.46,4.94,1378.29,1.0,668631011.22,8990284.0,8396727.0,715895929.7,0.0,12863.0,43858.0,41.87,1.36,0.0,0.0,18.27,387791.0,177810.0,0.0,12863.0,41.87,43858.0,0.0,78308.0,14.0,944.82,0.0,0.0,0.0,25.8,25.8,25860520.0,2059272099.51,0.0,2727.88,25.73,18.07,0.1524,29.6,0.3737,105.2
2006-08-10,12661339.0,990012551.48,5.69,13.19,4.81,1352.34,1.0,628736297.62,9037004.0,8040952.0,706619370.02,0.0,0.0,18761.0,13.93,0.0,0.0,0.0,0.0,75487.0,13828.0,0.0,0.0,13.93,18761.0,0.0,54650.0,431261.0,956.53,43.14,1.36,0.0,26.16,26.16,25507276.0,1994459147.96,12863.0,2687.5,26.25,19.29,0.1574,30.48,0.3665,103.3
2006-08-11,12583479.0,983924539.99,5.65,13.01,4.78,1326.21,1.0,620793029.93,9081615.0,7939365.0,710107583.23,0.0,0.0,51841.0,0.0,0.0,0.0,0.0,1.18,0.0,7230.0,0.0,0.0,0.0,51841.0,0.0,0.0,101588.0,946.83,16.37,0.0,0.0,26.13,26.13,25670796.0,2007245066.77,0.0,2687.17,26.05,19.35,0.1576,30.57,0.3621,103.3
2006-08-14,12694931.0,1007053097.45,5.7,13.52,4.82,1334.72,1.0,629445241.62,9200509.0,7934799.0,729850448.7,0.0,0.0,117977.0,0.12,0.0,0.0,0.0,0.77,14196.0,5381.0,0.0,0.0,0.12,117977.0,0.0,6298.0,18761.0,956.18,1.86,0.0,0.0,26.34,26.34,25731052.0,2041171836.02,0.0,2704.51,26.12,19.23,0.1557,30.36,0.3634,104.8
2006-08-15,12534015.0,1013263048.14,5.63,13.21,4.76,1328.94,1.0,627160086.51,9218071.0,7757940.0,745198623.06,0.0,0.0,52678.0,6.2,0.0,0.0,0.0,3.0,31240.0,35115.0,0.0,0.0,6.2,52678.0,0.0,0.0,208099.0,967.09,21.1,0.0,0.0,26.45,26.45,25632380.0,2072148748.02,0.0,2729.34,26.16,19.52,0.1612,31.07,0.3597,106.8
2006-08-16,12400199.0,993997648.88,5.57,12.8,4.71,1334.61,1.0,605819419.6,9202552.0,7557645.0,737674859.23,0.0,12863.0,76717.0,7.31,1.36,0.0,0.0,10.38,13810.0,105099.0,0.0,12863.0,7.31,76717.0,0.0,0.0,214106.0,979.94,20.93,0.0,0.0,26.49,26.49,25535488.0,2046919975.64,0.0,2728.24,26.43,19.87,0.1648,31.68,0.357,105.9
2006-08-17,12235375.0,982637673.56,5.5,12.61,4.64,1312.74,1.0,604515588.73,8958221.0,7527164.0,719445496.58,0.0,0.0,36509.0,0.35,0.0,0.0,0.0,28.66,228.0,267978.0,0.0,0.0,0.35,36509.0,0.0,0.0,30708.0,951.03,5.08,1.36,0.0,25.83,25.83,25721660.0,2065737432.85,12863.0,2742.69,25.75,20.21,0.1701,32.11,0.3528,106.1
2006-08-18,12640024.0,1016092293.55,5.68,12.81,4.8,1357.62,1.0,621167712.11,9194600.0,7727226.0,739125353.11,0.0,0.0,202024.0,26.76,0.0,0.0,0.0,0.39,243901.0,4078.0,0.0,0.0,26.76,202024.0,0.0,38434.0,43839.0,977.44,4.7,0.0,0.0,26.52,26.52,25477792.0,2048080613.45,0.0,2719.34,26.44,19.58,0.1709,32.83,0.3646,106.2
2006-08-21,12572673.0,999258063.57,5.65,12.83,4.77,1346.71,1.0,599651738.42,9311487.0,7544823.0,740063665.75,0.0,0.0,66887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66887.0,0.0,50000.0,182404.0,985.8,20.48,0.0,0.0,26.33,26.33,26047868.0,2070247284.56,0.0,2763.41,26.29,19.72,0.1645,31.53,0.3556,105.0
2006-08-22,12558033.0,999995629.69,5.64,12.8,4.77,1343.36,1.0,600139931.37,9292052.0,7536610.0,739925702.61,0.0,0.0,3549.0,3.6,0.0,0.0,0.0,6.46,35783.0,58767.0,0.0,0.0,3.6,3549.0,0.0,35783.0,43996.0,983.1,4.98,0.0,0.0,26.27,26.27,26073492.0,2076231050.74,0.0,2763.16,26.24,19.75,0.1627,31.21,0.3551,105.2
2006-08-23,12732383.0,1006169005.4,5.72,12.98,4.83,1357.79,1.0,604702816.32,9514897.0,7652102.0,751909084.97,0.0,12863.0,56471.0,10.77,1.34,0.0,0.0,0.83,115492.0,6517.0,0.0,12863.0,10.77,56471.0,0.0,160027.0,0.0,1002.62,0.0,0.0,0.0,26.83,26.83,25942420.0,2050084334.5,0.0,2658.92,27.38,19.56,0.1607,31.04,0.3591,104.4
2006-08-24,12616187.0,1007491334.49,5.67,12.89,4.79,1340.02,1.0,603995758.09,9567410.0,7563463.0,764025031.38,0.0,0.0,14179.0,8.74,0.0,0.0,0.0,3.74,85675.0,31693.0,0.0,0.0,8.74,14179.0,0.0,82889.0,174314.0,1005.93,20.81,1.34,0.0,26.98,26.98,25887310.0,2067283918.53,12863.0,2661.26,27.43,19.7,0.1614,31.24,0.3558,105.5
2006-08-25,12631318.0,1015392445.24,5.68,13.01,4.79,1351.47,1.0,610146427.53,9557156.0,7590123.0,768270104.54,0.0,0.0,20214.0,25.12,0.0,0.0,0.0,2.58,209306.0,34854.0,0.0,0.0,25.12,20214.0,0.0,4386.0,182646.0,1011.35,18.51,0.0,0.0,27.0,27.0,25841320.0,2077303500.95,0.0,2672.9,27.45,19.73,0.1707,33.0,0.3568,106.2
2006-08-28,12579606.0,1019805270.26,5.65,12.97,4.77,1351.22,1.0,608703702.1,9533101.0,7508544.0,772830774.01,0.0,0.0,2407.0,2.7,0.0,0.0,0.0,2.22,9609.0,26462.0,0.0,0.0,2.7,2407.0,0.0,0.0,91188.0,1013.24,9.09,0.0,0.0,27.01,27.01,25762868.0,2088547810.13,0.0,2680.48,27.43,19.77,0.1738,33.51,0.3564,107.1
2006-08-29,12490611.0,1007863297.3,5.61,13.12,4.74,1349.76,1.0,601665601.08,9507810.0,7456538.0,767182064.73,0.0,0.0,1242.0,0.0,0.0,0.0,0.0,3.03,0.0,37037.0,0.0,0.0,0.0,1242.0,0.0,10505.0,52007.0,1015.21,2.83,0.0,0.0,26.98,26.98,25727722.0,2075961434.3,0.0,2674.54,27.51,19.96,0.1729,33.27,0.3545,106.6
2006-08-30,12527226.0,1017455389.62,5.63,13.32,4.75,1351.06,1.0,608447570.0,9600928.0,7491395.0,779782845.7,0.0,310906.0,1903.0,13.34,33.33,0.0,0.0,23.73,123109.0,219691.0,0.0,310906.0,13.34,1903.0,0.0,0.0,88251.0,1023.85,10.16,0.0,0.0,27.07,27.07,25861036.0,2100421151.45,0.0,2778.99,26.92,19.48,0.1631,31.83,0.3533,107.3
2006-08-31,12479150.0,1014495274.8,5.61,13.45,4.74,1354.04,1.0,605655178.95,9463159.0,7450071.0,769309615.65,0.0,0.0,12328.0,2.62,0.0,0.0,0.0,18.36,1867.0,184539.0,0.0,0.0,2.62,12328.0,0.0,45348.0,43191.0,1014.67,4.28,1.17,0.0,26.71,26.71,25959672.0,2110397309.06,10906.0,2800.46,26.6,19.63,0.1645,31.97,0.3523,107.4
2006-09-01,12244308.0,997257380.43,5.5,13.39,4.65,1330.2,1.0,588118397.47,9393772.0,7220907.0,765090886.07,0.0,0.0,1540.0,1.92,0.0,0.0,0.0,9.47,17684.0,88611.0,0.0,0.0,1.92,1540.0,0.0,17684.0,246847.0,1008.14,25.99,0.0,0.0,26.7,26.7,25782336.0,2099883869.36,0.0,2781.91,26.6,19.99,0.1596,30.87,0.3481,107.6
2006-09-04,12285963.0,1007159844.06,5.52,13.8,4.66,1334.94,1.0,598303607.03,9417741.0,7298480.0,772033137.08,0.0,0.0,613.0,8.72,0.0,0.0,0.0,5.78,77572.0,54251.0,0.0,0.0,8.72,613.0,0.0,77608.0,0.0,1011.73,0.0,0.0,0.0,26.77,26.77,25756452.0,2111422945.02,0.0,2788.1,26.63,19.88,0.1593,30.81,0.3493,108.3
2006-09-05,12145762.0,985553703.59,5.46,13.97,4.61,1331.66,1.0,581187116.85,9389498.0,7162431.0,761899873.29,0.0,0.0,1867.0,2.72,0.0,0.0,0.0,1.56,20828.0,31098.0,0.0,0.0,2.72,1867.0,0.0,987.0,156877.0,1016.96,13.3,0.0,0.0,26.73,26.73,25731618.0,2087962156.62,0.0,2775.54,26.82,20.19,0.161,30.9,0.3458,107.2
2006-09-06,12603990.0,1013195632.15,5.66,14.66,4.78,1370.66,1.0,585402215.55,9741187.0,7282309.0,783063785.38,0.0,10906.0,327490.0,11.0,1.16,0.0,0.0,2.16,136478.0,18374.0,0.0,10906.0,11.0,327490.0,0.0,31668.0,16600.0,1044.74,1.9,0.0,0.0,27.69,27.69,25442868.0,2045273181.5,0.0,2725.23,27.71,19.69,0.156,30.15,0.3582,106.2
2006-09-07,13417625.0,1073523064.01,6.03,15.7,5.09,1449.7,2.0,629262594.27,9958335.0,7864954.0,796750714.2,0.0,0.0,204655.0,60.63,0.0,0.0,0.0,0.66,582646.0,3600.0,0.0,0.0,60.63,204655.0,0.0,27000.0,0.0,1063.09,0.0,1.16,0.0,28.28,28.28,25251824.0,2020358705.23,10906.0,2692.04,28.31,18.32,0.1667,32.89,0.3811,105.7
2006-09-08,12894237.0,1038479717.07,5.79,15.22,4.89,1389.16,1.0,595177916.24,9841350.0,7390000.0,792605437.88,0.0,0.0,32736.0,0.0,0.0,0.0,0.0,16.32,0.0,149722.0,0.0,0.0,0.0,32736.0,0.0,0.0,474955.0,1048.93,52.25,0.0,0.0,28.05,28.05,25239062.0,2032710734.63,0.0,2692.9,28.03,19.09,0.1564,30.53,0.3676,106.4
2006-09-11,12873764.0,1047549972.79,5.78,15.27,4.89,1387.28,1.0,598363392.7,9853378.0,7353529.0,801778396.42,0.0,0.0,42246.0,2.55,0.0,0.0,0.0,4.8,25610.0,45005.0,0.0,0.0,2.55,42246.0,0.0,14788.0,62081.0,1049.39,6.71,0.0,0.0,28.06,28.06,25259270.0,2055369944.73,0.0,2713.69,27.89,19.14,0.1579,30.77,0.3666,107.5
2006-09-12,12514016.0,1034379932.69,5.62,14.85,4.75,1369.28,1.0,594897308.14,9596367.0,7197118.0,793213741.42,0.0,0.0,17355.0,0.0,0.0,0.0,0.0,25.01,0.0,274366.0,0.0,0.0,0.0,17355.0,0.0,0.0,156411.0,1041.48,9.0,0.0,0.0,27.35,27.35,25493312.0,2107218845.71,0.0,2770.14,27.32,19.66,0.1635,31.55,0.3566,109.2
2006-09-13,12544077.0,1032117157.16,5.64,14.9,4.76,1387.43,1.0,621246707.53,9689815.0,7550467.0,797270641.05,0.0,10506.0,101177.0,48.09,1.14,0.0,0.0,36.19,405794.0,347353.0,0.0,10506.0,48.09,101177.0,0.0,329118.0,52445.0,1058.84,4.61,0.0,0.0,27.54,27.54,25494836.0,2097695801.34,0.0,2792.86,27.49,19.68,0.1633,31.62,0.3565,108.7
2006-09-14,12656368.0,1045188413.79,5.69,15.8,4.8,1393.84,1.0,632903550.75,9792971.0,7663939.0,808723310.34,0.0,0.0,17493.0,12.23,0.0,0.0,0.0,3.06,115000.0,26662.0,0.0,0.0,12.23,17493.0,0.0,122830.0,1528.0,1065.85,1.85,1.14,0.0,27.72,27.72,25536308.0,2108839854.58,10506.0,2801.32,27.56,19.44,0.161,31.31,0.3582,109.1
