DATE,ALBOU FP Equity_DX_SI_QTY,ALBOU FP Equity_DX_SHORT_INTEREST_VALUE,ALBOU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBOU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBOU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBOU FP Equity_DX_SI_MV,ALBOU FP Equity_DX_DSS,ALBOU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBOU FP Equity_DX_SUPPLY_SI_QTY,ALBOU FP Equity_DX_BROKER_SI_QTY,ALBOU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBOU FP Equity_DX_BROKER_SI_MV_NEW_x,ALBOU FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBOU FP Equity_DX_BROKER_SI_MV_INC_x,ALBOU FP Equity_DX_BROKER_SI_QTY_ADD,ALBOU FP Equity_DX_BROKER_SI_QTY_NEW,ALBOU FP Equity_DX_SUPPLY_SI_MV_DEC,ALBOU FP Equity_DX_BROKER_SI_QTY_INC,ALBOU FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBOU FP Equity_DX_BROKER_SI_MV_NEW_y,ALBOU FP Equity_DX_BROKER_SI_MV_INC_y,ALBOU FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBOU FP Equity_DX_BROKER_SI_MV_ADD,ALBOU FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBOU FP Equity_DX_BROKER_SI_QTY_DEC,ALBOU FP Equity_DX_SUPPLY_SI_MV,ALBOU FP Equity_DX_BROKER_SI_MV_DEC,ALBOU FP Equity_DX_SUPPLY_SI_MV_RMV,ALBOU FP Equity_DX_BROKER_SI_MV_RMV,ALBOU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBOU FP Equity_DX_UTILIZATION_QUANTITY,ALBOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBOU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBOU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALBOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBOU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBOU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBOU FP Equity_DX_BROKER_SI_CON_RATIO,ALBOU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBOU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBOU FP Equity_PX_LAST
2006-07-21,12606.0,429511.73,1.55,12.95,0.23,0.55,0.0,75230.99,10398.0,2208.0,354280.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,21.36,20.51,38289.0,1304583.11,0.0,0.0,0.0,0.0,1.0,100.0,0.2487,43.51
2006-07-24,12497.0,430593.13,1.53,12.95,0.22,0.55,0.0,76078.23,10289.0,2208.0,354514.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,21.2,20.36,38237.0,1317483.34,0.0,0.0,0.0,0.0,1.0,100.0,0.2473,44.0
2006-07-25,12478.0,429938.47,1.53,13.23,0.22,0.55,0.0,76078.23,10270.0,2208.0,353860.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,21.18,20.34,38227.0,1317138.79,0.0,0.0,0.0,0.0,1.0,100.0,0.2471,44.0
2006-07-26,12487.0,430248.57,1.53,13.53,0.22,0.55,0.0,76078.23,10279.0,2208.0,354170.34,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,21.19,20.35,38232.0,1317311.06,0.0,0.0,0.0,0.0,1.0,100.0,0.2472,44.0
2006-07-27,12563.0,430899.62,1.54,13.66,0.23,0.55,0.0,75732.42,10355.0,2208.0,355167.21,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,21.3,20.45,38269.0,1312592.35,0.0,0.0,0.0,0.0,1.0,100.0,0.2482,43.8
2006-07-28,12620.0,429889.92,1.55,13.71,0.23,0.55,0.0,75213.7,10412.0,2208.0,354676.21,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,21.38,20.53,38296.0,1304521.73,0.0,0.0,0.0,0.0,1.0,100.0,0.2489,43.5
2006-07-31,12635.0,430499.82,1.55,13.8,0.23,0.55,0.0,75230.99,10427.0,2208.0,355268.83,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,21.4,20.55,38303.0,1305060.12,0.0,0.0,0.0,0.0,1.0,100.0,0.2491,43.51
2006-08-01,12542.0,431161.49,1.54,13.96,0.23,0.55,0.0,75905.32,10334.0,2208.0,355256.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,21.27,20.43,38259.0,1315245.36,0.0,0.0,0.0,0.0,1.0,100.0,0.2479,43.9
2006-08-02,12733.0,431246.41,1.61,14.33,0.23,0.55,0.0,74781.44,10525.0,2208.0,356464.97,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,21.53,20.69,38351.0,1298887.24,0.0,0.0,0.0,0.0,1.0,100.0,0.2503,43.25
2006-08-03,12992.0,431370.57,1.65,16.87,0.23,0.55,0.0,73311.75,10784.0,2208.0,358058.82,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,21.89,21.04,38477.0,1277543.53,0.0,0.0,0.0,0.0,1.0,100.0,0.2534,42.4
2006-08-04,13048.0,433229.93,1.65,17.19,0.23,0.55,0.0,73311.75,10840.0,2208.0,359918.18,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,21.97,21.11,38504.0,1278440.0,0.0,0.0,0.0,0.0,1.0,100.0,0.2541,42.4
2006-08-07,13173.0,433254.05,1.67,17.09,0.24,0.55,0.0,72620.13,10965.0,2208.0,360633.92,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,22.14,21.28,38565.0,1268385.51,0.0,0.0,0.0,0.0,1.0,100.0,0.2556,42.0
2006-08-08,13435.0,431981.61,1.7,17.17,0.24,0.55,0.0,70994.82,11227.0,2208.0,360986.79,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,22.49,21.62,38692.0,1244081.32,0.0,0.0,0.0,0.0,1.0,100.0,0.2588,41.06
2006-08-09,13575.0,429467.05,1.72,17.8,0.24,0.55,0.0,69853.65,11367.0,2208.0,359613.4,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,22.68,21.81,38759.0,1226203.56,0.0,0.0,0.0,0.0,1.0,100.0,0.2604,40.4
2006-08-10,2208.0,70891.08,0.28,2.92,0.04,0.09,0.0,70891.08,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,33764.0,1084042.71,11367.0,0.0,0.0,0.0,1.0,100.0,0.0617,41.0
2006-08-11,2208.0,71323.34,0.28,3.01,0.04,0.09,0.0,71323.34,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0626,41.25
2006-08-14,2208.0,72274.32,0.28,3.11,0.04,0.09,0.0,72274.32,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0626,41.8
2006-08-15,2208.0,72291.61,0.28,3.1,0.04,0.09,0.0,72291.61,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0626,41.81
2006-08-16,2208.0,72965.94,0.28,3.11,0.04,0.09,0.0,72965.94,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0626,42.2
2006-08-17,2208.0,72879.48,0.28,5.9,0.04,0.09,0.0,72879.48,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0626,42.15
2006-08-18,2208.0,74781.44,0.28,4.62,0.04,0.1,0.0,74781.44,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0626,43.25
2006-08-21,2208.0,75213.7,0.28,4.56,0.04,0.1,0.0,75213.7,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0626,43.5
2006-08-22,2208.0,75645.97,0.28,3.74,0.04,0.1,0.0,75645.97,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0626,43.75
2006-08-23,2208.0,75230.99,0.28,4.54,0.04,0.1,0.0,75230.99,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16048.0,546787.58,0.0,0.0,0.0,0.0,1.0,100.0,0.043,43.51
2006-08-24,2208.0,75213.7,0.28,4.48,0.04,0.1,0.0,75213.7,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16024.0,545844.37,0.0,0.0,0.0,0.0,1.0,100.0,0.0431,43.5
2006-08-25,2208.0,75127.25,0.28,4.09,0.04,0.1,0.0,75127.25,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16059.0,546407.84,0.0,0.0,0.0,0.0,1.0,100.0,0.043,43.45
2006-08-28,2208.0,74349.18,0.28,3.91,0.04,0.09,0.0,74349.18,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16243.0,546944.61,0.0,0.0,0.0,0.0,1.0,100.0,0.0429,43.0
2006-08-29,2208.0,75300.16,0.28,4.12,0.04,0.1,0.0,75300.16,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16027.0,546574.09,0.0,0.0,0.0,0.0,1.0,100.0,0.0431,43.55
2006-08-30,2208.0,75213.7,0.28,4.12,0.04,0.1,0.0,75213.7,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15978.0,544277.42,0.0,0.0,0.0,0.0,1.0,100.0,0.0431,43.5
2006-08-31,2208.0,75317.45,0.28,3.92,0.04,0.1,0.0,75317.45,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15983.0,545198.71,0.0,0.0,0.0,0.0,1.0,100.0,0.0431,43.56
2006-09-01,2208.0,76925.46,0.28,3.92,0.04,0.1,0.0,76925.46,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15627.0,544435.79,0.0,0.0,0.0,0.0,1.0,100.0,0.0434,44.49
2006-09-04,2208.0,77807.28,0.28,3.88,0.04,0.1,0.0,77807.28,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15419.0,543347.12,0.0,0.0,0.0,0.0,1.0,100.0,0.0436,45.0
2006-09-05,2208.0,77807.28,0.28,3.77,0.04,0.1,0.0,77807.28,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15385.0,542149.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0436,45.0
2006-09-06,2208.0,77789.99,0.28,3.8,0.04,0.1,0.0,77789.99,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16064.0,565950.35,0.0,0.0,0.0,0.0,1.0,100.0,0.043,44.99
2006-09-07,2208.0,77789.99,0.28,3.85,0.04,0.1,0.0,77789.99,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16186.0,570248.53,0.0,0.0,0.0,0.0,1.0,100.0,0.0429,44.99
2006-09-08,2208.0,77755.41,0.28,3.86,0.04,0.1,0.0,77755.41,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16174.0,569572.45,0.0,0.0,0.0,0.0,1.0,100.0,0.0429,44.97
2006-09-11,2208.0,75213.7,0.28,3.87,0.04,0.1,0.0,75213.7,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16686.0,568394.86,0.0,0.0,0.0,0.0,1.0,100.0,0.0425,43.5
2006-09-12,2208.0,75645.97,0.28,3.69,0.04,0.1,0.0,75645.97,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16681.0,571490.2,0.0,0.0,0.0,0.0,1.0,100.0,0.0425,43.75
2006-09-13,2208.0,75386.61,0.28,3.71,0.04,0.1,0.0,75386.61,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16215.0,553620.4,0.0,0.0,0.0,0.0,1.0,100.0,0.0429,43.6
2006-09-14,2208.0,75403.9,0.28,3.69,0.04,0.1,0.0,75403.9,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16258.0,555215.84,0.0,0.0,0.0,0.0,1.0,100.0,0.0429,43.61
2006-09-15,2208.0,76510.49,0.28,3.71,0.04,0.1,0.0,76510.49,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16049.0,556121.77,0.0,0.0,0.0,0.0,1.0,100.0,0.043,44.25
2006-09-18,2208.0,76942.75,0.28,3.77,0.04,0.1,0.0,76942.75,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15906.0,554280.54,0.0,0.0,0.0,0.0,1.0,100.0,0.0432,44.5
2006-09-19,2208.0,77547.92,0.28,4.01,0.04,0.1,0.0,77547.92,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15833.0,556076.2,0.0,0.0,0.0,0.0,1.0,100.0,0.0432,44.85
2006-09-20,2208.0,77807.28,0.28,3.97,0.04,0.1,0.0,77807.28,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16105.0,567520.94,0.0,0.0,0.0,0.0,1.0,100.0,0.043,45.0
2006-09-21,2208.0,78014.77,0.28,3.97,0.04,0.1,0.0,78014.77,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16030.0,566384.37,0.0,0.0,0.0,0.0,1.0,100.0,0.0431,45.12
2006-09-22,2208.0,77565.21,0.28,3.97,0.04,0.1,0.0,77565.21,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16132.0,566703.8,0.0,0.0,0.0,0.0,1.0,100.0,0.043,44.86
2006-09-25,2208.0,77582.5,0.28,4.34,0.04,0.1,0.0,77582.5,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16172.0,568235.61,0.0,0.0,0.0,0.0,1.0,100.0,0.0429,44.87
2006-09-26,2208.0,77807.28,0.28,4.43,0.04,0.1,0.0,77807.28,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51398.0,1811204.04,0.0,2.31,0.0,0.0,1.0,100.0,0.043,45.0
2006-09-27,2208.0,77807.28,0.28,4.38,0.04,0.1,0.0,77807.28,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51409.0,1811591.67,0.0,2.31,0.0,0.0,1.0,100.0,0.043,45.0
