DATE,PLNW FP Equity_DX_SI_QTY,PLNW FP Equity_DX_SHORT_INTEREST_VALUE,PLNW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PLNW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PLNW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PLNW FP Equity_DX_SI_MV,PLNW FP Equity_DX_DSS,PLNW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PLNW FP Equity_DX_SUPPLY_SI_QTY,PLNW FP Equity_DX_BROKER_SI_QTY,PLNW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PLNW FP Equity_DX_BROKER_SI_MV_NEW_x,PLNW FP Equity_DX_SUPPLY_SI_QTY_INC_x,PLNW FP Equity_DX_BROKER_SI_MV_INC_x,PLNW FP Equity_DX_BROKER_SI_QTY_ADD,PLNW FP Equity_DX_BROKER_SI_QTY_NEW,PLNW FP Equity_DX_SUPPLY_SI_MV_DEC,PLNW FP Equity_DX_BROKER_SI_QTY_INC,PLNW FP Equity_DX_SUPPLY_SI_QTY_DEC,PLNW FP Equity_DX_BROKER_SI_MV_NEW_y,PLNW FP Equity_DX_BROKER_SI_MV_INC_y,PLNW FP Equity_DX_SUPPLY_SI_QTY_INC_y,PLNW FP Equity_DX_BROKER_SI_MV_ADD,PLNW FP Equity_DX_SUPPLY_SI_QTY_ADD,PLNW FP Equity_DX_BROKER_SI_QTY_DEC,PLNW FP Equity_DX_SUPPLY_SI_MV,PLNW FP Equity_DX_BROKER_SI_MV_DEC,PLNW FP Equity_DX_SUPPLY_SI_MV_RMV,PLNW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PLNW FP Equity_DX_UTILIZATION_QUANTITY,PLNW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PLNW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PLNW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PLNW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PLNW FP Equity_DX_ACTIVE_UTILIZATION_MV,PLNW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PLNW FP Equity_DX_BROKER_SI_CON_RATIO,PLNW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PLNW FP Equity_DX_DEMAND_SUPPLY_RATIO,PLNW FP Equity_PX_LAST
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5676465.0,116282385.53,0.0,116.09,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-02,30000.0,633900.0,0.04,0.29,0.04,0.61,0.0,105650.0,30000.0,5000.0,633900.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,30000.0,0.0,0.61,0.0,0.0,0.53,0.53,5646540.0,119311390.2,0.0,115.33,0.53,16.67,0.7222,83.33,0.0053,21.13
2024-05-03,19177.0,423428.16,0.03,0.19,0.03,0.42,0.0,313028.16,26910.0,14177.0,594172.8,0.0,0.0,0.0,9177.0,0.0,0.06,0.0,3090.0,0.0,0.0,0.0,0.21,0.0,0.0,0.56,0.0,0.0,7.4,0.47,336917.0,7439127.36,0.0,7.07,7.4,49.38,0.5001,50.62,0.0034,22.08
2024-05-06,9177.0,204509.45,0.01,0.09,0.01,0.22,0.0,204509.45,21910.0,9177.0,488264.35,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.48,0.1,0.0,6.9,0.38,295514.0,6585529.49,0.0,6.52,6.9,0.0,1.0,100.0,0.0016,22.285
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,21910.0,0.0,0.0,0.0,0.0,0.0,9177.0,0.0,0.22,0.0,0.0,0.0,5777811.0,131907425.13,0.0,129.07,0.0,0.0,0.0,0.0,0.0,22.83
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5782106.0,134144859.2,0.0,132.36,0.0,0.0,0.0,0.0,0.0,23.2
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5790280.0,132192092.4,0.0,133.86,0.0,0.0,0.0,0.0,0.0,22.83
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798652.0,132760137.54,0.0,132.45,0.0,0.0,0.0,0.0,0.0,22.895
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5796139.0,130992741.4,0.0,132.39,0.0,0.0,0.0,0.0,0.0,22.6
2024-05-14,4000.0,89080.0,0.02,0.04,0.01,0.09,0.0,44540.0,2000.0,2000.0,44540.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2000.0,0.0,0.05,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0007,22.27
2024-05-15,4000.0,90620.0,0.02,0.04,0.01,0.09,0.0,45310.0,2000.0,2000.0,45310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0007,22.655
2024-05-16,4000.0,93600.0,0.02,0.04,0.01,0.09,0.0,46800.0,2000.0,2000.0,46800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0007,23.4
2024-05-17,4000.0,91200.0,0.02,0.03,0.01,0.09,0.0,45600.0,2000.0,2000.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0007,22.8
2024-05-20,4000.0,92100.0,0.02,0.03,0.01,0.09,0.0,46050.0,2000.0,2000.0,46050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0007,23.025
2024-05-21,4000.0,91120.0,0.02,0.03,0.01,0.09,0.0,45560.0,2000.0,2000.0,45560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0007,22.78
2024-05-22,4000.0,90520.0,0.02,0.03,0.01,0.09,0.0,45260.0,2000.0,2000.0,45260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0007,22.63
2024-05-23,4000.0,91640.0,0.02,0.03,0.01,0.09,0.0,45820.0,2000.0,2000.0,45820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,100.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0007,22.91
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.05,0.0,0.0,0.0,5827524.0,136568024.94,0.0,133.31,0.0,0.0,0.0,0.0,0.0,23.435
2024-05-27,4143.0,99494.15,0.02,0.03,0.01,0.1,0.0,0.0,4143.0,0.0,99494.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143.0,0.0,0.1,0.0,0.0,0.82,0.07,503718.0,12096787.77,0.0,11.79,0.82,0.0,1.0,100.0,0.0007,24.015
2024-05-28,4143.0,99514.86,0.02,0.03,0.01,0.11,0.0,99514.86,4143.0,4143.0,99514.86,0.0,0.0,0.0,4143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.93,0.07,443585.0,10654911.7,0.0,10.65,0.93,0.0,1.0,100.0,0.0007,24.02
2024-05-29,4143.0,102746.4,0.02,0.03,0.01,0.11,0.0,102746.4,4143.0,4143.0,102746.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.93,0.07,443585.0,11000908.0,0.0,10.73,0.93,0.0,1.0,100.0,0.0007,24.8
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4143.0,0.0,0.0,0.0,0.0,0.0,4143.0,0.0,0.11,0.0,0.0,0.0,5707999.0,140759255.34,0.0,141.32,0.0,0.0,0.0,0.0,0.0,24.66
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5695716.0,143475086.04,0.0,140.33,0.0,0.0,0.0,0.0,0.0,25.19
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5694580.0,144642332.0,0.0,142.87,0.0,0.0,0.0,0.0,0.0,25.4
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5729550.0,143811705.0,0.0,145.38,0.0,0.0,0.0,0.0,0.0,25.1
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5739354.0,140126327.91,0.0,144.2,0.0,0.0,0.0,0.0,0.0,24.415
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5753520.0,149361379.2,0.0,140.54,0.0,0.0,0.0,0.0,0.0,25.96
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5759086.0,154919413.4,0.0,150.5,0.0,0.0,0.0,0.0,0.0,26.9
2024-06-10,101000.0,2667410.0,0.41,3.48,0.14,2.69,0.0,1346910.0,50500.0,51000.0,1333705.0,0.0,0.0,0.0,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,50500.0,0.0,1.36,0.0,0.0,6.73,0.88,699481.0,18473293.21,0.0,18.9,6.73,0.5,0.9805,99.02,0.0175,26.41
2024-06-11,51000.0,1326000.0,0.21,1.8,0.07,1.34,0.0,1326000.0,50500.0,51000.0,1313000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,6.72,0.87,700829.0,18221554.0,0.0,18.49,6.72,0.98,0.9612,98.03,0.0088,26.0
2024-06-12,31277.0,835095.9,0.13,1.1,0.04,0.82,0.0,792936.6,30777.0,29698.0,821745.9,0.0,0.0,0.0,0.0,0.0,0.58,0.0,21302.0,0.0,0.0,0.0,0.0,1579.0,21302.0,0.79,0.57,0.0,4.09,0.53,722512.0,19291070.4,0.0,18.63,4.09,4.98,0.8464,91.84,0.0054,26.7
2024-06-13,11151.0,288253.35,0.05,0.4,0.02,0.29,0.0,282488.8,10651.0,10928.0,275328.35,0.0,0.0,0.0,0.0,0.0,0.51,0.0,20126.0,0.0,0.0,0.0,0.0,0.0,18770.0,0.29,0.49,0.0,1.38,0.18,763655.0,19740481.75,0.0,20.6,1.38,4.54,0.7944,88.88,0.0019,25.85
2024-06-14,16151.0,413707.87,0.07,0.58,0.02,0.44,0.0,407995.72,15651.0,15928.0,400900.37,0.0,5000.0,0.14,0.0,0.0,0.0,5000.0,0.0,0.0,0.14,5000.0,0.0,0.0,0.0,0.41,0.0,0.0,2.07,0.27,741282.0,18987938.43,0.0,19.27,2.07,32.59,0.4716,60.14,0.0028,25.615
2024-06-17,15928.0,403774.8,0.06,0.58,0.02,0.42,0.0,403774.8,14928.0,15928.0,378424.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,3.33,0.26,433866.0,10998503.1,0.0,11.06,3.33,31.84,0.4905,62.08,0.0027,25.35
2024-06-18,27133.0,697860.76,0.11,1.0,0.04,0.7,0.0,409668.16,16205.0,15928.0,416792.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.0,0.0,0.41,0.0,0.0,3.89,0.28,400340.0,10296744.8,0.0,10.13,3.89,19.03,0.5693,72.78,0.0047,25.72
2024-06-19,6451.0,164500.5,0.03,0.25,0.01,0.17,0.0,153000.0,5451.0,6000.0,139000.5,0.0,0.0,0.0,0.0,0.0,0.27,0.0,10754.0,0.0,0.0,0.0,0.0,0.0,9928.0,0.14,0.26,0.0,100.0,0.1,0.0,0.0,0.0,0.0,100.0,14.94,0.6404,78.33,0.0011,25.5
2024-06-20,1451.0,38066.99,0.01,0.05,0.0,0.04,0.0,13117.5,951.0,500.0,24949.49,0.0,0.0,0.0,0.0,0.0,0.12,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.02,0.15,0.0,100.0,0.02,0.0,0.0,0.0,0.0,100.0,34.36,0.3341,34.51,0.0003,26.235
2024-06-21,451.0,11845.52,0.0,0.02,0.0,0.01,0.0,0.0,451.0,0.0,11845.52,0.0,0.0,0.0,0.0,0.0,0.01,0.0,500.0,0.0,0.0,0.0,0.0,0.0,500.0,0.01,0.01,0.0,100.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0001,26.265
2024-06-24,451.0,11789.14,0.0,0.02,0.0,0.01,0.0,0.0,451.0,0.0,11789.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0001,26.14
2024-06-25,6446.0,161150.0,0.03,0.24,0.01,0.16,0.0,50000.0,7446.0,2000.0,186150.0,0.0,0.0,0.0,2000.0,0.0,0.01,0.0,451.0,0.0,0.0,0.0,0.05,7446.0,0.0,0.19,0.0,0.0,8.74,0.13,77771.0,1944275.0,0.0,1.94,8.74,16.05,0.5131,67.95,0.0011,25.0
2024-06-26,6446.0,164373.0,0.03,0.24,0.01,0.16,0.0,51000.0,5446.0,2000.0,138873.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,6.39,0.1,79771.0,2034160.5,0.0,2.03,6.39,15.97,0.5225,68.84,0.0011,25.5
2024-06-27,6446.0,160956.62,0.03,0.27,0.01,0.16,0.0,49940.0,5446.0,2000.0,135986.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,6.39,0.1,79771.0,1991881.87,0.0,1.99,6.39,15.74,0.5195,68.56,0.0011,24.97
2024-06-28,3455.0,91419.3,0.01,0.15,0.0,0.09,0.0,52920.0,2455.0,2000.0,64959.3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,2.88,0.04,82762.0,2189882.52,0.0,2.19,2.88,28.24,0.349,43.55,0.0006,26.46
2024-07-01,23791.0,626179.12,0.1,0.97,0.03,0.6,0.0,561563.52,22791.0,21336.0,599859.12,0.0,0.0,0.0,20336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,20336.0,1000.0,0.6,0.02,0.0,21.59,0.39,82762.0,2178295.84,0.0,2.18,21.66,6.4,0.7266,84.77,0.0041,26.32
2024-07-02,2206.0,55833.86,0.01,0.09,0.0,0.06,0.0,19007.81,2206.0,751.0,55833.86,0.0,0.0,0.0,0.0,0.0,0.54,0.0,20585.0,0.0,0.0,0.0,0.0,0.0,20585.0,0.06,0.51,0.0,2.57,0.04,83762.0,2120016.22,0.0,2.12,2.6,33.68,0.5533,66.32,0.0004,25.31
2024-07-03,2064.0,52570.08,0.01,0.08,0.0,0.05,0.0,15511.23,2064.0,609.0,52570.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,142.0,0.05,0.0,0.0,2.4,0.04,83762.0,2133418.14,0.0,2.14,2.4,29.25,0.5861,70.75,0.0004,25.47
2024-07-04,11455.0,309800.47,0.05,0.45,0.02,0.29,0.0,135225.0,6455.0,5000.0,174575.48,0.0,0.0,0.0,5000.0,0.0,0.02,0.0,609.0,0.0,0.0,0.0,0.13,5000.0,609.0,0.17,0.02,0.0,1.43,0.11,446416.0,12073320.72,0.0,11.49,1.43,13.41,0.7678,86.59,0.002,27.045
2024-07-05,10275.0,280404.75,0.04,0.45,0.01,0.28,0.0,0.0,10275.0,0.0,280404.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3820.0,5000.0,0.28,0.13,0.0,0.18,0.18,5701631.0,155597509.99,0.0,154.28,0.18,37.19,0.3943,48.54,0.0018,27.29
2024-07-08,10275.0,279891.0,0.04,0.44,0.01,0.28,0.0,104056.8,10275.0,3820.0,279891.0,0.0,0.0,0.0,3820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.28,0.0,0.0,0.18,0.18,5750719.0,156649585.56,0.0,156.91,0.18,37.19,0.3951,48.67,0.0018,27.24
2024-07-09,10275.0,272544.38,0.04,0.43,0.01,0.28,0.0,101325.5,10275.0,3820.0,272544.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.18,0.18,5751419.0,152556388.98,0.0,156.86,0.18,37.28,0.3971,48.89,0.0018,26.525
2024-07-10,9261.0,244860.84,0.04,0.41,0.01,0.25,0.0,101000.8,9261.0,3820.0,244860.84,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.16,0.16,5760287.0,152301988.28,0.0,152.57,0.16,41.29,0.4639,53.96,0.0016,26.44
2024-07-11,9261.0,247731.75,0.04,0.44,0.01,0.24,0.0,102185.0,9261.0,3820.0,247731.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.16,0.16,5760295.0,154087891.25,0.0,151.79,0.16,41.31,0.4631,53.86,0.0016,26.75
2024-07-12,4261.0,116623.57,0.02,0.2,0.01,0.11,0.0,104553.4,4261.0,3820.0,116623.57,0.0,0.0,0.0,0.0,0.0,0.13,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.07,0.07,5755563.0,157529759.31,0.0,153.69,0.07,10.57,0.811,89.43,0.0007,27.37
2024-07-15,7626.0,203614.2,0.03,0.35,0.01,0.21,0.0,101994.0,7626.0,3820.0,203614.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3365.0,0.0,0.21,0.0,0.0,5.67,0.13,126960.0,3389832.0,0.0,3.42,5.74,49.87,0.5,50.13,0.0013,26.7
2024-07-16,4613.0,124274.22,0.02,0.22,0.01,0.12,0.0,102910.8,4613.0,3820.0,124274.22,0.0,0.0,0.0,0.0,0.0,0.08,0.0,3013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.08,0.08,5750474.0,154917769.56,0.0,153.84,0.08,17.22,0.7149,82.78,0.0008,26.94
