DATE,QDT FP Equity_DX_SI_QTY,QDT FP Equity_DX_SHORT_INTEREST_VALUE,QDT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,QDT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,QDT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,QDT FP Equity_DX_SI_MV,QDT FP Equity_DX_DSS,QDT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,QDT FP Equity_DX_SUPPLY_SI_QTY,QDT FP Equity_DX_BROKER_SI_QTY,QDT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,QDT FP Equity_DX_BROKER_SI_MV_NEW_x,QDT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,QDT FP Equity_DX_SUPPLY_SI_QTY_INC_x,QDT FP Equity_DX_BROKER_SI_MV_INC_x,QDT FP Equity_DX_SUPPLY_SI_MV_NEW,QDT FP Equity_DX_BROKER_SI_QTY_ADD,QDT FP Equity_DX_BROKER_SI_QTY_NEW,QDT FP Equity_DX_SUPPLY_SI_MV_DEC,QDT FP Equity_DX_BROKER_SI_QTY_INC,QDT FP Equity_DX_SUPPLY_SI_QTY_DEC,QDT FP Equity_DX_BROKER_SI_MV_NEW_y,QDT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,QDT FP Equity_DX_BROKER_SI_MV_INC_y,QDT FP Equity_DX_SUPPLY_SI_QTY_INC_y,QDT FP Equity_DX_BROKER_SI_MV_ADD,QDT FP Equity_DX_SUPPLY_SI_QTY_ADD,QDT FP Equity_DX_BROKER_SI_QTY_DEC,QDT FP Equity_DX_SUPPLY_SI_MV,QDT FP Equity_DX_BROKER_SI_MV_DEC,QDT FP Equity_DX_SUPPLY_SI_MV_RMV,QDT FP Equity_DX_BROKER_SI_MV_RMV,QDT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,QDT FP Equity_DX_UTILIZATION_QUANTITY,QDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,QDT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,QDT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,QDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,QDT FP Equity_DX_ACTIVE_UTILIZATION_MV,QDT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,QDT FP Equity_DX_BROKER_SI_CON_RATIO,QDT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,QDT FP Equity_DX_DEMAND_SUPPLY_RATIO,QDT FP Equity_PX_LAST
2006-09-19,1060852.0,45058458.8,3.32,14.2,3.32,97.57,1.0,26063307.79,502690.0,613632.0,21351174.96,0.0,0.0,4620.0,0.0,0.0,0.0,0.0,3.33,0.0,38109.0,0.0,0.0,0.0,4620.0,0.0,0.0,25899.0,46.1,2.13,0.0,0.0,10.7,10.7,4196485.0,178240835.18,0.0,383.28,10.74,19.08,0.1937,30.59,0.2258,91.8
2006-09-20,1057306.0,44810008.12,3.31,13.77,3.31,97.37,1.0,25846154.12,503262.0,609848.0,21328900.34,0.0,0.0,1081.0,0.13,0.0,0.0,0.0,0.1,1336.0,1125.0,0.0,0.0,0.13,1081.0,0.0,616.0,5120.0,46.23,0.46,0.0,0.0,10.62,10.62,4235067.0,179487666.43,0.0,388.82,10.63,19.18,0.1956,30.77,0.2231,91.6
2006-09-21,1047033.0,44398846.93,3.28,13.4,3.28,95.84,1.0,25423963.01,504630.0,599559.0,21398552.03,0.0,0.0,1368.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,1368.0,0.0,0.0,10750.0,46.02,1.04,0.0,0.0,10.7,10.7,4211383.0,178581333.31,0.0,385.69,10.66,19.34,0.1994,31.09,0.222,91.65
2006-09-22,1046458.0,45003889.4,3.27,13.28,3.27,96.61,1.0,25765664.0,504320.0,599119.0,21688745.75,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,1317.0,310.0,0.0,0.0,0.12,0.0,0.0,0.0,1757.0,46.26,0.0,0.0,0.0,10.9,10.9,4121959.0,177268640.45,0.0,379.96,10.85,19.57,0.1986,30.87,0.2262,92.95
2006-09-25,1047070.0,44787980.89,3.28,12.87,3.28,97.58,1.0,25645799.67,510684.0,599557.0,21844294.3,0.0,0.0,15000.0,0.23,0.0,0.0,0.0,0.75,438.0,8637.0,0.0,0.0,0.23,15000.0,0.0,0.0,0.0,47.57,0.0,0.0,0.0,11.04,11.04,4113281.0,175943872.75,0.0,381.2,11.09,19.42,0.1993,31.03,0.2264,92.45
2006-09-26,899154.0,38668945.31,2.81,10.9,2.81,83.93,1.0,23654546.37,510467.0,550030.0,21953103.14,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.02,0.0,220.0,0.0,0.0,0.0,3.0,0.0,0.0,49526.0,47.42,4.43,0.0,0.0,11.05,11.05,4107661.0,176653741.8,0.0,380.96,11.07,22.56,0.1994,24.87,0.1947,92.95
2006-09-27,997742.0,43093466.29,3.12,12.34,3.12,93.18,1.0,23796292.75,516403.0,550955.0,22303957.61,0.0,2384.0,172.0,0.11,0.22,0.0,0.0,0.06,924.0,610.0,0.0,2384.0,0.11,172.0,0.0,3990.0,0.0,48.01,0.0,0.0,0.0,11.14,11.14,4117827.0,177853031.17,0.0,383.62,11.12,20.31,0.2164,32.43,0.2153,93.35
2006-09-28,996797.0,43559966.46,3.12,12.65,3.12,93.86,1.0,24039510.34,515073.0,550104.0,22508657.83,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,1143.0,0.0,0.0,851.0,48.24,0.0,0.22,0.0,11.17,11.17,4098150.0,179088898.28,2384.0,384.87,11.14,20.44,0.2164,32.36,0.2161,94.45
2006-09-29,988287.0,43028039.46,3.09,12.33,3.09,93.62,1.0,24006722.62,505353.0,551397.0,22002058.94,0.0,0.0,316.0,0.24,0.0,0.0,0.0,0.96,1293.0,10036.0,0.0,0.0,0.24,316.0,0.0,0.0,0.0,47.75,0.0,0.0,0.0,10.93,10.93,4116682.0,179232101.14,0.0,386.86,10.99,20.53,0.2211,32.85,0.2138,94.1
2006-10-02,984548.0,43184120.97,3.08,12.17,3.08,92.88,1.0,24025341.84,505211.0,547750.0,22159501.56,0.0,0.0,41.0,0.05,0.0,0.0,0.0,0.03,1353.0,183.0,0.0,0.0,0.05,41.0,0.0,0.0,5000.0,47.4,0.44,0.0,0.0,10.92,10.92,4119466.0,180687501.35,0.0,387.59,10.9,20.65,0.2223,32.92,0.2129,94.8
2006-10-03,978901.0,42596745.99,3.06,11.85,3.06,92.98,1.0,23585231.52,507449.0,542004.0,22081575.32,0.0,0.0,2273.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,2273.0,0.0,0.0,5746.0,48.06,0.38,0.0,0.0,10.94,10.94,4131692.0,179790024.37,0.0,388.19,11.02,20.73,0.2245,33.1,0.211,94.05
2006-10-04,976387.0,44813876.47,3.06,11.65,3.06,94.07,1.0,24790885.54,512895.0,540134.0,23540679.23,0.0,2384.0,3062.0,0.19,0.24,0.0,0.0,0.0,2092.0,0.0,0.0,2384.0,0.19,3062.0,0.0,0.0,3962.0,48.9,0.06,0.0,0.0,11.03,11.03,4135849.0,189825782.4,0.0,400.75,10.88,21.36,0.2227,32.57,0.21,99.2
2006-10-05,974529.0,44615875.34,3.21,10.38,3.05,97.04,1.0,24619081.12,517495.0,537746.0,23691950.07,0.0,0.0,7399.0,1.13,0.0,0.0,0.0,0.02,4602.0,415.0,0.0,0.0,1.13,7399.0,0.0,0.0,6990.0,51.34,0.59,0.24,0.0,11.19,11.19,4105099.0,187939594.67,2384.0,400.94,11.35,20.78,0.2268,33.29,0.2108,98.95
2006-10-06,982259.0,45424239.74,3.23,10.08,3.07,98.5,1.0,25256617.03,516925.0,546152.0,23905024.16,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,10496.0,570.0,0.0,0.0,1.06,0.0,0.0,0.0,2090.0,51.57,0.06,0.0,0.0,11.18,11.18,4106193.0,189889525.34,0.0,405.65,11.28,20.7,0.222,32.78,0.2125,99.95
2006-10-09,996881.0,44901218.49,3.28,9.9,3.12,99.11,1.0,25237992.55,522978.0,560325.0,23555820.05,0.0,0.0,6053.0,1.22,0.0,0.0,0.0,0.0,14173.0,0.0,0.0,0.0,1.22,6053.0,0.0,0.0,0.0,51.98,0.0,0.0,0.0,11.25,11.25,4125451.0,185817341.01,0.0,404.06,11.4,20.4,0.2185,32.83,0.2145,97.35
2006-10-10,1016037.0,45881561.86,3.35,9.75,3.18,99.97,1.0,26186083.28,536508.0,579885.0,24227291.91,0.0,0.0,18372.0,2.47,0.0,0.0,0.0,0.62,24178.0,4842.0,0.0,0.0,2.47,18372.0,0.0,0.0,4619.0,52.5,0.68,0.0,0.0,11.53,11.53,4117742.0,185946411.68,0.0,400.2,11.6,19.89,0.2079,31.63,0.2183,97.6
2006-10-11,991626.0,44641584.16,3.26,9.38,3.1,97.46,1.0,26347703.14,473710.0,585263.0,21325746.64,0.0,0.0,102.0,0.45,0.0,0.0,0.0,6.2,5379.0,62900.0,0.0,0.0,0.45,102.0,0.0,0.0,0.0,46.28,0.0,0.0,0.0,10.15,10.15,4192878.0,188757370.33,0.0,409.12,10.16,19.98,0.2107,31.86,0.2125,97.3
2006-10-12,1020073.0,45851432.61,3.36,9.57,3.19,99.72,1.0,26553586.13,539141.0,590747.0,24233939.36,0.0,0.0,5049.0,0.4,0.0,0.0,0.0,0.0,5483.0,0.0,0.0,0.0,0.4,5049.0,0.0,60383.0,0.0,52.42,0.0,0.0,0.0,11.52,11.52,4142125.0,186185072.35,0.0,403.29,11.5,19.71,0.2057,31.47,0.2179,97.15
2006-10-13,1015480.0,44681808.55,3.34,9.31,3.18,98.8,1.0,26030537.13,533997.0,591594.0,23496230.08,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.63,848.0,5570.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,51.73,0.0,0.0,0.0,11.37,11.37,4160806.0,183078285.27,0.0,401.0,11.43,19.83,0.208,31.74,0.2163,95.1
2006-10-16,1008578.0,44401448.22,3.32,8.73,3.16,96.49,1.0,25994079.89,528159.0,590455.0,23251572.5,0.0,0.0,18710.0,0.0,0.0,0.0,0.0,2.94,0.0,28048.0,0.0,0.0,0.0,18710.0,0.0,3500.0,1139.0,50.18,0.45,0.0,0.0,11.33,11.33,4132944.0,181947949.49,0.0,395.81,11.25,19.88,0.2098,31.77,0.2164,95.15
2006-10-17,1020386.0,44567198.77,3.36,8.87,3.19,97.31,1.0,26301079.12,516727.0,602175.0,22568983.62,0.0,0.0,73.0,2.86,0.0,0.0,0.0,1.12,30847.0,11505.0,0.0,0.0,2.86,73.0,0.0,0.0,19128.0,49.03,1.9,0.0,0.0,11.04,11.04,4162467.0,181803253.05,0.0,397.49,10.98,19.71,0.2063,31.52,0.2181,94.4
2006-10-18,1017400.0,45401773.47,3.35,8.7,3.18,97.4,1.0,26751256.86,515946.0,599464.0,23024241.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,2711.0,49.0,0.16,0.0,0.0,11.04,11.04,4155403.0,185436077.91,0.0,397.06,10.98,20.0,0.206,31.26,0.2178,96.45
2006-10-19,1009613.0,44844069.73,3.32,8.73,3.16,97.15,1.0,26266267.23,516538.0,591355.0,22943113.94,0.0,0.0,657.0,0.45,0.0,0.0,0.0,0.0,3650.0,65.0,0.0,0.0,0.45,657.0,0.0,0.0,11759.0,49.47,1.09,0.0,0.0,10.99,10.99,4185323.0,185899861.09,0.0,401.4,10.97,20.09,0.2012,32.23,0.2147,96.0
2006-10-20,979354.0,43432084.22,3.22,8.58,3.06,94.49,1.0,24887699.96,516364.0,561195.0,22899548.82,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.01,0.0,184.0,0.0,0.0,0.0,9.0,0.0,0.0,30159.0,49.55,2.82,0.0,0.0,10.97,10.97,4191948.0,185903195.98,0.0,401.59,10.98,20.71,0.2107,33.07,0.208,95.85
2006-10-23,977808.0,43770691.93,3.22,8.69,3.06,94.84,1.0,25057732.74,503350.0,559773.0,22532008.11,0.0,0.0,5240.0,0.0,0.0,110.0,0.0,1.73,0.0,18254.0,0.0,0.0,0.0,5240.0,0.01,0.0,1532.0,48.53,0.03,0.0,0.0,10.72,10.72,4191836.0,187643752.32,0.0,403.51,10.74,20.79,0.2105,32.95,0.2083,96.75
2006-10-24,986353.0,44221655.71,3.25,8.75,3.09,95.93,1.0,24354049.53,588433.0,543211.0,26381510.0,0.0,0.0,25120.0,0.2,0.0,0.0,0.0,0.0,1488.0,36.0,0.0,0.0,0.2,25120.0,0.0,60000.0,18050.0,56.96,1.74,0.0,0.0,12.37,12.37,4170093.0,186959858.11,0.0,402.48,12.4,20.58,0.2084,32.83,0.2073,96.9
2006-10-25,984443.0,43885509.66,3.24,8.57,3.08,95.48,1.0,24126926.48,586166.0,541217.0,26130709.1,0.0,574.0,38.0,0.03,0.06,0.0,0.0,0.29,1006.0,2879.0,0.0,574.0,0.03,38.0,0.0,0.0,3000.0,56.56,0.29,0.0,0.0,12.06,12.06,4274662.0,190560266.56,0.0,412.94,12.05,20.62,0.2098,33.0,0.2025,96.35
2006-10-26,985135.0,43574508.13,3.24,8.52,3.08,94.71,1.0,23968047.32,585675.0,541871.0,25905586.59,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,56.01,0.0,0.06,0.0,12.15,12.15,4233413.0,187252396.03,574.0,406.34,12.11,20.6,0.2098,33.04,0.2044,95.6
2006-10-27,978314.0,43680181.47,3.22,8.37,3.06,94.03,1.0,24119080.41,580482.0,540200.0,25917608.35,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,5194.0,0.0,0.0,0.0,2.0,0.0,0.0,1671.0,55.39,0.16,0.0,0.0,12.04,12.04,4240268.0,189321297.37,0.0,407.58,11.96,20.83,0.2114,33.06,0.2029,96.5
2006-10-30,978772.0,43496845.12,3.22,8.28,3.06,94.83,1.0,24023139.77,580611.0,540572.0,25802481.83,0.0,0.0,156.0,0.2,0.0,0.0,0.0,0.0,372.0,28.0,0.0,0.0,0.2,156.0,0.0,0.0,0.0,55.97,0.0,0.0,0.0,12.0,12.0,4257352.0,189197668.7,0.0,410.57,12.0,20.57,0.222,32.84,0.2023,96.05
2006-10-31,987931.0,43789599.63,3.25,8.26,3.09,95.08,1.0,23923512.43,590615.0,539735.0,26178745.67,0.0,0.0,10040.0,0.0,0.0,0.0,0.0,0.02,363.0,36.0,0.0,0.0,0.0,10040.0,0.0,0.0,1200.0,56.58,0.12,0.0,0.0,12.19,12.19,4254077.0,188560060.01,0.0,408.93,12.15,20.37,0.2185,32.57,0.2039,95.8
2006-11-01,986755.0,43828783.93,3.25,8.37,3.09,95.2,1.0,23924776.0,591220.0,538639.0,26260270.92,0.0,767.0,0.0,0.0,0.07,0.0,0.0,0.01,0.0,162.0,0.0,767.0,0.0,0.0,0.0,0.0,1097.0,56.73,0.05,0.0,0.0,12.17,12.17,4267063.0,189530513.88,0.0,409.51,12.17,20.37,0.2184,32.48,0.2031,96.0
2006-11-02,999659.0,43361271.52,3.29,8.58,3.13,95.61,1.0,23912529.38,595909.0,551284.0,25848186.18,0.0,0.0,5456.0,0.04,0.0,9993.0,0.0,0.08,2653.0,793.0,0.0,0.0,0.04,5456.0,0.96,793.0,0.0,56.75,0.0,0.07,0.0,12.75,12.75,4076828.0,176836747.17,767.0,386.94,12.79,20.21,0.2147,32.4,0.2139,93.75
2006-11-03,931432.0,40681972.4,3.07,7.85,2.91,88.37,1.0,22318278.77,573758.0,510987.0,25059915.4,0.0,0.0,5449.0,1.95,0.0,0.0,0.0,2.56,21349.0,27600.0,0.0,0.0,1.95,5449.0,0.0,0.0,61647.0,54.09,5.99,0.0,0.0,12.24,12.24,4113680.0,179672392.84,0.0,388.49,12.22,21.66,0.2039,27.99,0.1987,94.4
2006-11-06,935028.0,40968819.25,3.08,7.81,2.93,88.79,1.0,22429077.7,576475.0,511897.0,25258601.96,0.0,0.0,152.0,0.1,0.0,0.0,0.0,0.0,910.0,35.0,0.0,0.0,0.1,152.0,0.0,2600.0,0.0,54.45,0.0,0.0,0.0,12.28,12.28,4116658.0,180373868.49,0.0,390.02,12.25,21.52,0.2041,27.99,0.1992,94.7
2006-11-07,935171.0,41191426.41,3.08,7.81,2.93,88.97,1.0,22554062.44,576436.0,512046.0,25390245.28,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,149.0,39.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,54.54,0.0,0.0,0.0,12.38,12.38,4080784.0,179746071.91,0.0,387.9,12.33,21.6,0.2041,27.99,0.2008,95.2
2006-11-08,931489.0,41158539.39,3.07,7.75,2.92,89.41,1.0,22463372.14,595726.0,508385.0,26322599.66,0.0,992.0,18430.0,0.0,0.09,0.0,0.0,0.0,0.0,131.0,0.0,992.0,0.0,18430.0,0.0,0.0,3660.0,56.9,0.21,0.0,0.0,12.52,12.52,4162682.0,183931223.1,0.0,397.3,12.53,21.63,0.2055,28.09,0.1958,95.5
2006-11-09,930296.0,41385603.66,3.06,7.82,2.91,89.22,1.0,22562657.98,594684.0,507180.0,26455403.8,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.01,513.0,56.0,0.0,0.0,0.05,5.0,0.0,0.0,1718.0,56.74,0.16,0.09,0.0,12.38,12.38,4208114.0,187204221.21,992.0,402.6,12.35,21.73,0.2062,28.14,0.1937,96.15
2006-11-10,727784.0,32006153.0,2.28,6.32,2.28,69.94,1.0,17944333.25,589750.0,408034.0,25935756.67,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.51,0.0,5320.0,0.0,0.0,0.0,386.0,0.0,0.0,99146.0,56.42,9.5,0.0,0.0,12.35,12.35,4186837.0,184126809.05,0.0,399.89,12.37,27.64,0.216,27.82,0.1524,95.05
2006-11-13,922247.0,40771509.87,2.89,8.05,2.89,88.61,1.0,22304221.52,589238.0,504519.0,26049553.89,0.0,0.0,0.0,9.27,0.0,0.0,0.0,0.05,96485.0,512.0,0.0,0.0,9.27,0.0,0.0,0.0,0.0,56.33,0.0,0.0,0.0,12.32,12.32,4193252.0,185378987.72,0.0,399.5,12.36,21.84,0.209,28.31,0.1928,95.55
2006-11-14,912483.0,40783149.43,2.86,8.11,2.86,87.7,1.0,22606889.63,557391.0,505807.0,24912420.78,0.0,10608.0,0.0,0.14,1.01,0.0,0.0,4.19,1288.0,43656.0,0.0,10608.0,0.14,0.0,0.0,11809.0,0.0,53.42,0.0,1.02,0.0,11.71,11.71,4203668.0,187881659.4,10608.0,402.87,11.71,21.77,0.2075,28.26,0.1917,96.6
2006-11-15,986671.0,44920679.21,3.09,8.84,3.09,96.02,1.0,22039642.6,636109.0,484095.0,28960462.34,0.0,992.0,256.0,0.35,0.1,0.0,0.0,2.11,3578.0,22530.0,0.0,992.0,0.35,256.0,0.0,100000.0,25290.0,61.58,2.26,0.0,0.0,13.44,13.44,4095993.0,186480384.66,0.0,399.43,13.36,20.34,0.174,23.55,0.2085,98.4
2006-11-16,989461.0,45253711.81,3.1,9.54,3.1,97.61,1.0,22080519.85,640104.0,482785.0,29275617.68,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,92.0,105.0,0.0,0.0,0.05,0.0,0.0,4100.0,1402.0,62.81,0.0,0.0,0.0,13.48,13.48,4109256.0,187939784.16,0.0,405.41,13.42,20.16,0.1743,23.4,0.2083,98.85
2006-11-17,897723.0,40580348.09,2.81,8.88,2.81,88.4,1.0,17676748.15,629128.0,391047.0,28438876.17,0.0,0.0,23.0,0.07,0.0,0.0,0.0,1.08,844.0,11000.0,0.0,0.0,0.07,23.0,0.0,0.0,92582.0,61.73,9.28,0.0,0.0,13.19,13.19,4142245.0,187244555.35,0.0,406.81,13.17,22.21,0.1769,25.87,0.1881,97.7
2006-11-20,903978.0,41072222.23,2.83,9.27,2.83,88.67,1.0,18187713.31,626195.0,400302.0,28451157.22,0.0,0.0,67.0,0.95,0.0,0.0,0.0,0.29,10416.0,3000.0,0.0,0.0,0.95,67.0,0.0,0.0,1161.0,61.11,0.11,0.0,0.0,13.14,13.14,4140721.0,188133575.27,0.0,405.73,13.09,21.67,0.1737,25.74,0.1896,98.2
2006-11-21,908172.0,40779556.65,2.84,9.64,2.84,88.92,1.0,18028334.8,649210.0,401496.0,29151411.81,0.0,0.0,20014.0,0.08,0.0,0.0,0.0,0.0,1194.0,0.0,0.0,0.0,0.08,20014.0,0.0,3000.0,0.0,63.22,0.0,0.0,0.0,13.57,13.57,4134684.0,185659302.86,0.0,403.76,13.54,21.93,0.1739,25.66,0.1898,97.05
2006-11-22,935231.0,41670051.11,2.93,10.22,2.93,90.51,1.0,18066166.5,699437.0,405472.0,31164039.2,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.02,3976.0,145.0,0.0,0.0,0.21,0.0,0.0,50372.0,0.0,67.33,0.0,0.0,0.0,14.97,14.97,3972419.0,176994670.6,0.0,384.37,14.91,21.52,0.1696,25.42,0.2002,96.3
2006-11-23,926669.0,41588688.12,2.9,10.06,2.9,89.84,1.0,17985207.29,695386.0,400742.0,31208761.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,4051.0,0.0,0.0,0.0,0.0,0.0,0.0,4729.0,67.06,0.44,0.0,0.0,14.95,14.95,3956728.0,177577027.81,0.0,383.07,14.9,21.39,0.1705,25.55,0.1992,97.0
2006-11-24,927606.0,41394689.87,2.9,10.59,2.9,89.64,1.0,17888227.35,713580.0,400854.0,31843716.84,0.0,23212.0,373.0,0.0,2.24,0.0,0.0,0.0,112.0,0.0,0.0,23212.0,0.0,373.0,0.0,666.0,0.0,68.57,0.0,0.59,0.0,14.84,14.84,4095183.0,182748742.74,6057.0,395.15,14.79,21.37,0.1705,25.6,0.1929,96.45
2006-11-27,919514.0,40501783.37,2.88,11.62,2.88,88.71,1.0,17298689.19,713646.0,392733.0,31433926.72,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8664.0,68.37,0.84,0.0,0.0,14.83,14.83,4098660.0,180533455.11,0.0,392.2,14.85,21.58,0.1735,25.9,0.1911,95.2
2006-11-28,1071807.0,46887488.91,3.35,13.44,3.35,102.27,1.0,23815609.07,714167.0,544404.0,31242096.1,0.0,0.0,522.0,14.34,0.0,0.0,0.0,0.0,151671.0,0.0,0.0,0.0,14.34,522.0,0.0,0.0,0.0,67.71,0.0,0.0,0.0,14.83,14.83,4100314.0,179373177.45,0.0,388.93,14.83,18.42,0.1477,22.29,0.2226,94.55
2006-11-29,1072456.0,47486512.27,3.36,13.44,3.36,102.42,1.0,24084818.82,865067.0,543942.0,38303683.05,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.02,0.0,400.0,0.0,0.0,0.0,150000.0,0.0,1300.0,462.0,82.5,0.0,0.0,0.0,17.61,17.61,4046604.0,179176684.63,0.0,384.08,17.68,18.41,0.1473,22.25,0.2183,95.7
2006-11-30,1030799.0,46285864.59,3.23,13.25,3.23,99.27,1.0,18121014.39,865057.0,403560.0,38843568.11,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.07,0.0,3685.0,83.09,0.32,0.0,13.14,17.64,17.64,4037733.0,181305921.78,0.0,387.22,17.67,19.14,0.1435,19.46,0.2102,97.05
2006-12-01,1093844.0,48990243.54,3.42,13.91,3.42,106.14,1.0,25378057.23,864673.0,566636.0,38726309.1,15.57,0.0,408.0,0.27,0.0,0.0,160576.0,0.08,2500.0,793.0,15.57,0.0,0.27,408.0,0.0,0.0,0.0,83.57,0.0,0.0,0.0,17.42,17.42,4100226.0,183637767.63,0.0,396.12,17.42,18.1,0.1516,23.98,0.2203,96.8
2006-12-04,1092509.0,49663398.41,3.42,13.68,3.42,106.45,1.0,25762158.61,864402.0,566723.0,39294084.46,0.13,0.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,271.0,0.13,0.0,0.0,0.0,0.13,0.0,1213.0,83.92,0.04,0.0,0.0,17.44,17.44,4092324.0,186029329.96,0.0,397.62,17.43,18.13,0.1514,23.9,0.2204,98.25
2006-12-05,1094563.0,48870516.49,3.43,13.56,3.43,107.4,1.0,25382452.3,867739.0,568496.0,38743181.62,0.0,0.0,624.0,0.23,0.0,0.0,0.0,0.0,1773.0,0.0,0.0,0.0,0.23,624.0,0.0,2713.0,0.0,84.62,0.0,0.0,0.0,17.49,17.49,4094532.0,182814414.17,0.0,397.57,17.55,18.15,0.152,24.05,0.2206,96.5
2006-12-06,1092217.0,47628745.52,3.42,13.93,3.42,106.69,1.0,24701151.08,916392.0,566444.0,39961474.11,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.16,0.0,1346.0,0.0,0.0,0.0,50000.0,0.0,0.0,2052.0,89.49,0.28,0.0,0.0,18.48,18.48,4042587.0,176286715.44,0.0,386.08,18.82,17.94,0.1507,23.79,0.2203,94.25
2006-12-07,1093524.0,47508658.07,3.42,12.88,3.42,105.12,1.0,24678327.17,915787.0,568030.0,39786791.56,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.12,4084.0,605.0,0.0,0.0,0.41,0.0,0.0,0.0,2499.0,88.49,0.43,0.0,0.0,18.5,18.5,4034047.0,175261045.55,0.0,380.24,18.88,17.86,0.1491,23.58,0.2209,93.9
2006-12-08,1103147.0,48998577.66,3.45,12.65,3.45,106.49,1.0,25662727.83,877967.0,577767.0,38996737.73,0.0,0.0,0.0,0.95,0.0,0.0,0.0,3.74,10000.0,37821.0,0.0,0.0,0.95,0.0,0.0,0.0,263.0,84.92,0.0,0.0,0.0,17.68,17.68,4086810.0,181524200.47,0.0,388.67,17.93,17.71,0.1467,23.32,0.2222,96.0
2006-12-11,1103798.0,48899817.42,3.45,12.32,3.45,107.63,1.0,25612289.34,881767.0,578137.0,39063529.12,0.0,0.0,2985.0,0.92,0.0,5000.0,0.0,0.0,8919.0,0.0,0.0,0.0,0.92,2985.0,0.48,816.0,13549.0,85.84,1.22,0.0,0.0,17.87,17.87,4051224.0,179474970.91,0.0,389.03,18.08,17.82,0.1418,22.11,0.2238,95.75
2006-12-12,1101959.0,48690884.07,3.45,12.12,3.45,107.04,1.0,25463849.63,868338.0,576291.0,38368165.14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.31,860.0,13429.0,0.0,0.0,0.04,0.0,0.0,0.0,2706.0,84.21,0.28,0.0,0.0,17.58,17.58,4070879.0,179874838.76,0.0,389.28,17.78,17.71,0.1422,22.15,0.2231,95.5
2006-12-13,1074160.0,47214069.32,3.36,11.31,3.36,104.52,1.0,24109873.11,868337.0,548520.0,38167240.74,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,218.0,2.0,0.0,0.0,0.04,0.0,0.0,0.0,27989.0,84.39,2.7,0.0,0.0,18.07,18.07,3937037.0,173050139.5,0.0,374.82,18.38,18.19,0.149,22.77,0.2235,95.0
2006-12-14,1066031.0,46610149.37,3.34,10.87,3.34,103.38,1.0,23629958.97,858299.0,540446.0,37527468.34,0.0,0.0,63.0,0.15,0.0,0.0,0.0,0.99,2026.0,10100.0,0.0,0.0,0.15,63.0,0.0,0.0,10100.0,83.32,1.02,0.0,0.0,17.84,17.84,3954011.0,172881504.7,0.0,374.8,18.19,18.36,0.152,23.15,0.2215,94.5
