DATE,DKUPL FP Equity_DX_SI_QTY,DKUPL FP Equity_DX_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DKUPL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DKUPL FP Equity_DX_SI_MV,DKUPL FP Equity_DX_DSS,DKUPL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SUPPLY_SI_QTY,DKUPL FP Equity_DX_BROKER_SI_QTY,DKUPL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_x,DKUPL FP Equity_DX_BROKER_SI_MV_INC_x,DKUPL FP Equity_DX_BROKER_SI_QTY_ADD,DKUPL FP Equity_DX_SUPPLY_SI_MV_DEC,DKUPL FP Equity_DX_BROKER_SI_QTY_INC,DKUPL FP Equity_DX_SUPPLY_SI_QTY_DEC,DKUPL FP Equity_DX_BROKER_SI_MV_INC_y,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_y,DKUPL FP Equity_DX_BROKER_SI_MV_ADD,DKUPL FP Equity_DX_SUPPLY_SI_QTY_ADD,DKUPL FP Equity_DX_BROKER_SI_QTY_DEC,DKUPL FP Equity_DX_SUPPLY_SI_MV,DKUPL FP Equity_DX_BROKER_SI_MV_DEC,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DKUPL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_MV,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DKUPL FP Equity_DX_BROKER_SI_CON_RATIO,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DKUPL FP Equity_DX_DEMAND_SUPPLY_RATIO,DKUPL FP Equity_PX_LAST
2006-07-17,453.0,2589.94,0.07,0.16,0.01,0.01,0.0,2589.94,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,39628.0,226565.48,0.59,0.0,0.0,1.0,100.0,0.0114,14.6
2006-07-18,457.0,2557.33,0.07,0.16,0.01,0.01,0.0,2557.33,0.0,457.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40094.0,224362.54,0.59,0.0,0.0,1.0,100.0,0.0114,14.29
2006-07-19,460.0,2350.75,0.07,0.16,0.01,0.01,0.0,2350.75,0.0,460.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38127.0,194841.69,0.54,0.0,0.0,1.0,100.0,0.0121,13.05
2006-07-20,459.0,2534.37,0.07,0.15,0.01,0.01,0.0,2534.37,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40939.0,226045.09,0.53,0.0,0.0,1.0,100.0,0.0112,14.1
2006-07-21,459.0,2516.4,0.07,0.15,0.01,0.01,0.0,2516.4,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38875.0,213126.36,0.55,0.0,0.0,1.0,100.0,0.0118,14.0
2006-07-24,455.0,2494.47,0.07,0.14,0.01,0.01,0.0,2494.47,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,38794.0,212682.29,0.55,0.0,0.0,1.0,100.0,0.0117,14.0
2006-07-25,455.0,2410.73,0.07,0.14,0.01,0.01,0.0,2410.73,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36761.0,194770.8,0.52,0.0,0.0,1.0,100.0,0.0124,13.53
2006-07-26,460.0,2476.85,0.07,0.14,0.01,0.01,0.0,2476.85,0.0,460.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37613.0,202525.36,0.51,0.0,0.0,1.0,100.0,0.0122,13.75
2006-07-27,460.0,2431.81,0.07,0.13,0.01,0.01,0.0,2431.81,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29770.0,157380.65,0.41,0.0,0.0,1.0,100.0,0.0155,13.5
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.01,0.0,0.0,30091.0,159077.64,0.41,0.0,0.0,0.0,0.0,0.0,13.5
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30072.0,158977.19,0.41,0.0,0.0,0.0,0.0,0.0,13.5
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30197.0,159638.01,0.41,0.0,0.0,0.0,0.0,0.0,13.5
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29815.0,157618.55,0.4,0.0,0.0,0.0,0.0,0.0,13.5
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29788.0,157475.81,0.4,0.0,0.0,0.0,0.0,0.0,13.5
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30051.0,158866.17,0.4,0.0,0.0,0.0,0.0,0.0,13.5
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29819.0,157639.69,0.4,0.0,0.0,0.0,0.0,0.0,13.5
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29889.0,158009.75,0.4,0.0,0.0,0.0,0.0,0.0,13.5
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29681.0,158072.45,0.4,0.0,0.0,0.0,0.0,0.0,13.6
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29268.0,155872.93,0.4,0.0,0.0,0.0,0.0,0.0,13.6
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29479.0,156996.65,0.4,0.0,0.0,0.0,0.0,0.0,13.6
2006-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29468.0,156938.07,0.4,0.0,0.0,0.0,0.0,0.0,13.6
2006-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29476.0,156980.68,0.4,0.0,0.0,0.0,0.0,0.0,13.6
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29164.0,160915.11,0.41,0.0,0.0,0.0,0.0,0.0,14.09
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28595.0,161806.77,0.41,0.0,0.0,0.0,0.0,0.0,14.45
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28719.0,157560.08,0.41,0.0,0.0,0.0,0.0,0.0,14.01
2006-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28979.0,158986.51,0.41,0.0,0.0,0.0,0.0,0.0,14.01
2006-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29095.0,157344.21,0.41,0.0,0.0,0.0,0.0,0.0,13.81
2006-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,167590.55,0.34,0.0,0.0,0.0,0.0,0.0,14.5
2006-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,164701.06,0.34,0.0,0.0,0.0,0.0,0.0,14.25
2006-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,169786.56,0.35,0.0,0.0,0.0,0.0,0.0,14.69
2006-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,169902.14,0.35,0.0,0.0,0.0,0.0,0.0,14.7
2006-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,165047.8,0.34,0.0,0.0,0.0,0.0,0.0,14.28
2006-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,171404.68,0.43,0.0,0.0,0.0,0.0,0.0,14.83
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,171867.0,0.44,0.0,0.0,0.0,0.0,0.0,14.87
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,173485.12,0.44,0.0,0.0,0.0,0.0,0.0,15.01
2006-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,184927.5,0.45,0.0,0.0,0.0,0.0,0.0,16.0
2006-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,189550.69,0.46,0.0,0.0,0.0,0.0,0.0,16.4
2006-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,198797.07,0.5,0.0,0.0,0.0,0.0,0.0,17.2
2006-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,187585.84,0.5,0.0,0.0,0.0,0.0,0.0,16.23
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,187701.42,0.5,0.0,0.0,0.0,0.0,0.0,16.24
2006-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,179610.84,0.49,0.0,0.0,0.0,0.0,0.0,15.54
2006-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,178570.62,0.49,0.0,0.0,0.0,0.0,0.0,15.45
2006-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,181344.53,0.47,0.0,0.0,0.0,0.0,0.0,15.69
2006-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,176836.93,0.46,0.0,0.0,0.0,0.0,0.0,15.3
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,180419.9,0.47,0.0,0.0,0.0,0.0,0.0,15.61
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,177414.82,0.46,0.0,0.0,0.0,0.0,0.0,15.35
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,177530.4,0.46,0.0,0.0,0.0,0.0,0.0,15.36
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,177414.82,0.46,0.0,0.0,0.0,0.0,0.0,15.35
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,177992.72,0.46,0.0,0.0,0.0,0.0,0.0,15.4
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,177761.56,0.46,0.0,0.0,0.0,0.0,0.0,15.38
2006-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,175796.71,0.46,0.0,0.0,0.0,0.0,0.0,15.21
2006-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,175796.71,0.46,0.0,0.0,0.0,0.0,0.0,15.21
2006-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,175912.29,0.45,0.0,0.0,0.0,0.0,0.0,15.22
2006-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,175912.29,0.45,0.0,0.0,0.0,0.0,0.0,15.22
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,168746.35,0.45,0.0,0.0,0.0,0.0,0.0,14.6
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,168861.93,0.44,0.0,0.0,0.0,0.0,0.0,14.61
2006-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,161811.57,0.44,0.0,0.0,0.0,0.0,0.0,14.0
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515.0,157303.96,0.42,0.0,0.0,0.0,0.0,0.0,13.61
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29513.0,157408.87,0.41,0.0,0.0,0.0,0.0,0.0,13.62
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29513.0,151630.28,0.41,0.0,0.0,0.0,0.0,0.0,13.12
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29513.0,159835.88,0.41,0.0,0.0,0.0,0.0,0.0,13.83
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29513.0,156022.01,0.41,0.0,0.0,0.0,0.0,0.0,13.5
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29483.0,159211.59,0.4,0.0,0.0,0.0,0.0,0.0,13.79
2006-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29483.0,157017.96,0.4,0.0,0.0,0.0,0.0,0.0,13.6
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29483.0,161751.59,0.4,0.0,0.0,0.0,0.0,0.0,14.01
2006-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28954.0,158169.05,0.4,0.0,0.0,0.0,0.0,0.0,13.95
2006-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28246.0,154854.46,0.39,0.0,0.0,0.0,0.0,0.0,14.0
2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24739.0,135627.86,0.35,0.0,0.0,0.0,0.0,0.0,14.0
