DATE,BB FP Equity_DX_SI_QTY,BB FP Equity_DX_SHORT_INTEREST_VALUE,BB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BB FP Equity_DX_SI_MV,BB FP Equity_DX_DSS,BB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BB FP Equity_DX_SUPPLY_SI_QTY,BB FP Equity_DX_BROKER_SI_QTY,BB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BB FP Equity_DX_BROKER_SI_MV_NEW_x,BB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BB FP Equity_DX_SUPPLY_SI_QTY_INC_x,BB FP Equity_DX_BROKER_SI_MV_INC_x,BB FP Equity_DX_SUPPLY_SI_MV_NEW,BB FP Equity_DX_BROKER_SI_QTY_ADD,BB FP Equity_DX_BROKER_SI_QTY_NEW,BB FP Equity_DX_SUPPLY_SI_MV_DEC,BB FP Equity_DX_BROKER_SI_QTY_INC,BB FP Equity_DX_SUPPLY_SI_QTY_DEC,BB FP Equity_DX_BROKER_SI_MV_NEW_y,BB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BB FP Equity_DX_BROKER_SI_MV_INC_y,BB FP Equity_DX_SUPPLY_SI_QTY_INC_y,BB FP Equity_DX_BROKER_SI_MV_ADD,BB FP Equity_DX_SUPPLY_SI_QTY_ADD,BB FP Equity_DX_BROKER_SI_QTY_DEC,BB FP Equity_DX_SUPPLY_SI_MV,BB FP Equity_DX_BROKER_SI_MV_DEC,BB FP Equity_DX_SUPPLY_SI_MV_RMV,BB FP Equity_DX_BROKER_SI_MV_RMV,BB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BB FP Equity_DX_UTILIZATION_QUANTITY,BB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BB FP Equity_DX_ACTIVE_UTILIZATION_MV,BB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BB FP Equity_DX_BROKER_SI_CON_RATIO,BB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BB FP Equity_DX_DEMAND_SUPPLY_RATIO,BB FP Equity_PX_LAST
2006-08-16,1434366.0,45803517.49,5.23,12.19,2.84,67.23,1.0,26561049.67,794141.0,831776.0,25359253.62,0.0,6054.0,3900.0,0.0,0.28,0.0,0.0,3.1,0.0,65958.0,0.0,6054.0,0.0,3900.0,0.0,100693.0,19859.0,37.0,0.96,0.0,0.0,17.2,17.2,3821650.0,122036504.36,0.0,178.38,17.18,24.18,0.2274,33.27,0.3108,46.69
2006-08-17,1400098.0,45101845.95,5.11,11.98,2.77,65.81,1.0,26780406.88,760323.0,831345.0,24492550.39,0.0,0.0,4850.0,0.0,0.0,0.0,0.0,1.48,0.0,32614.0,0.0,0.0,0.0,4850.0,0.0,0.0,431.0,35.57,0.0,0.28,0.0,16.53,16.53,3838021.0,123635511.15,6054.0,179.69,16.52,24.77,0.2284,34.06,0.3045,47.1
2006-08-18,1387527.0,44696891.93,5.06,16.39,2.75,65.56,1.0,26686762.68,750677.0,828438.0,24181820.42,0.0,0.0,49.0,0.14,0.0,0.0,0.0,0.43,1128.0,9695.0,0.0,0.0,0.14,49.0,0.0,0.0,4035.0,35.38,0.19,0.0,0.0,16.34,16.34,3844047.0,123829628.79,0.0,180.68,16.38,25.08,0.2296,34.27,0.302,47.1
2006-08-21,1404151.0,44867474.28,5.12,16.75,2.78,66.24,1.0,26507179.43,764174.0,829556.0,24417998.7,0.0,0.0,15551.0,0.03,0.0,0.0,0.0,0.11,1118.0,2054.0,0.0,0.0,0.03,15551.0,0.0,0.0,0.0,35.96,0.0,0.0,0.0,16.5,16.5,3868102.0,123599219.04,0.0,181.42,16.54,24.87,0.2293,33.9,0.3031,46.72
2006-08-22,1383363.0,44316761.57,5.05,16.8,2.74,65.17,1.0,26365238.02,749959.0,823000.0,24025331.16,0.0,0.0,1992.0,0.0,0.0,0.0,0.0,0.76,0.0,16207.0,0.0,0.0,0.0,1992.0,0.0,0.0,6556.0,35.17,0.36,0.0,0.0,16.21,16.21,3876685.0,124191643.71,0.0,181.49,16.23,25.03,0.2322,34.34,0.299,46.84
2006-08-23,1433570.0,45729075.42,5.23,17.64,2.84,67.47,1.0,24329072.62,860466.0,762697.0,27447780.45,0.0,2052.0,43305.0,0.04,0.1,0.0,0.0,0.45,1113.0,9543.0,0.0,2052.0,0.04,43305.0,0.0,74692.0,61416.0,40.36,2.91,0.0,0.0,18.47,18.47,3797056.0,121121298.72,0.0,176.36,18.62,28.2,0.2274,28.61,0.3078,46.64
2006-08-24,1355450.0,43255686.72,4.94,17.38,2.68,63.6,1.0,22240370.31,848114.0,696919.0,27065368.32,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.49,0.0,10418.0,0.0,0.0,0.0,118.0,0.0,0.0,65778.0,39.71,3.21,0.1,0.0,18.33,18.33,3777726.0,120556370.49,2052.0,175.13,18.48,26.16,0.2257,28.94,0.293,46.66
2006-08-25,1355991.0,42809246.33,4.95,17.43,2.69,63.58,1.0,22013696.08,848293.0,697288.0,26780991.91,0.0,0.0,573.0,0.01,0.0,0.0,0.0,0.04,368.0,832.0,0.0,0.0,0.01,573.0,0.0,439.0,0.0,39.68,0.0,0.0,0.0,18.95,18.95,3628730.0,114560639.75,0.0,167.8,19.12,26.17,0.2257,28.93,0.3029,46.16
2006-08-28,1338096.0,42290051.68,4.88,17.14,2.65,62.09,1.0,21753731.34,836850.0,688308.0,26448348.81,0.0,0.0,1462.0,0.0,0.0,0.0,0.0,0.62,20.0,12905.0,0.0,0.0,0.0,1462.0,0.0,0.0,9000.0,38.63,0.43,0.0,0.0,18.68,18.68,3642143.0,115108643.69,0.0,167.31,18.76,25.97,0.2245,28.41,0.2987,46.21
2006-08-29,1336696.0,42977175.96,4.98,17.38,2.65,62.03,1.0,22059571.71,837651.0,686107.0,26931983.35,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.14,0.0,3024.0,0.0,0.0,0.0,425.0,0.0,3400.0,2201.0,38.68,0.1,0.0,0.0,18.71,18.71,3639065.0,117002472.39,0.0,168.01,18.71,25.99,0.2246,28.68,0.2986,47.01
2006-08-30,1233078.0,40556484.37,4.59,16.2,2.44,57.82,1.0,18871353.39,855166.0,573764.0,28126790.45,0.0,2052.0,7103.0,0.42,0.1,0.0,0.0,0.01,8725.0,365.0,0.0,2052.0,0.42,7103.0,0.0,8725.0,121067.0,39.94,5.51,0.0,0.0,19.7,19.7,3484853.0,114618366.59,0.0,164.63,19.52,28.1,0.2229,31.68,0.2841,48.09
2006-08-31,1138279.0,37788832.16,4.24,14.61,2.25,54.27,1.0,17552162.41,682466.0,528708.0,22656653.71,0.0,0.0,164.0,0.24,0.0,0.0,0.0,7.68,943.0,170811.0,0.0,0.0,0.24,164.0,0.0,0.0,46000.0,32.71,2.26,0.1,0.0,16.33,16.33,3497249.0,116102427.86,2052.0,168.27,16.27,30.31,0.2541,34.28,0.2723,48.54
2006-09-01,1126102.0,37892896.83,4.19,14.38,2.23,54.11,1.0,17800679.08,669984.0,529001.0,22544702.51,0.0,0.0,2592.0,0.1,0.0,0.0,0.0,0.69,294.0,15075.0,0.0,0.0,0.1,2592.0,0.0,0.0,0.0,32.46,0.0,0.0,0.0,16.1,16.1,3491101.0,117474198.63,0.0,169.2,16.1,30.56,0.2508,33.35,0.2706,49.2
2006-09-04,1208487.0,39474921.58,4.5,14.67,2.39,58.6,1.0,17738819.28,738340.0,543057.0,24117688.98,0.0,0.0,297.0,0.77,0.0,0.0,0.0,0.01,14056.0,1074.0,0.0,0.0,0.77,297.0,0.0,69134.0,0.0,36.13,0.0,0.0,0.0,17.78,17.78,3414740.0,111541616.69,0.0,165.48,17.92,29.42,0.2628,36.86,0.291,47.76
2006-09-05,1199134.0,38382083.42,4.46,14.17,2.37,57.06,1.0,18067234.91,707550.0,564457.0,22647379.8,0.0,0.0,1733.0,0.77,0.0,0.0,0.0,1.63,21400.0,32523.0,0.0,0.0,0.77,1733.0,0.0,0.0,0.0,33.81,0.0,0.0,0.0,17.46,17.46,3344641.0,107055833.52,0.0,158.72,17.56,30.65,0.2549,34.38,0.2959,46.8
2006-09-06,1234280.0,39946009.66,4.59,14.43,2.44,57.83,1.0,19151158.11,750705.0,591746.0,24295677.79,0.0,2052.0,43997.0,0.0,0.1,35000.0,0.0,0.15,0.0,2894.0,0.0,2052.0,0.0,43997.0,1.64,0.0,7711.0,35.18,0.53,0.0,0.0,18.32,18.32,3347315.0,108331883.62,0.0,157.53,18.25,30.06,0.24,33.27,0.3012,47.32
2006-09-07,1317314.0,43245957.75,4.9,15.77,2.61,62.4,1.0,22251159.7,747732.0,677792.0,24547212.34,0.0,0.0,3254.0,3.85,0.0,7236.0,0.0,0.19,78810.0,5604.0,0.0,0.0,3.85,3254.0,0.36,1429.0,0.0,35.52,0.0,0.1,0.0,16.94,16.94,3667368.0,120395624.4,2052.0,174.36,16.92,27.97,0.233,31.02,0.2984,48.0
2006-09-08,1244148.0,41014182.43,4.63,14.37,2.46,59.27,1.0,19951685.47,746945.0,605226.0,24623548.4,0.0,0.0,147.0,0.22,0.0,0.0,0.0,0.01,4379.0,934.0,0.0,0.0,0.22,147.0,0.0,0.0,76945.0,35.71,3.59,0.0,0.0,16.9,16.9,3672972.0,121082012.5,0.0,175.95,16.87,29.54,0.2339,32.74,0.2815,48.2
2006-09-11,1256704.0,41153058.16,4.68,13.95,2.49,60.11,1.0,19831145.99,758888.0,605590.0,24851167.82,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.18,364.0,4496.0,0.0,0.0,0.06,0.0,0.0,16439.0,0.0,36.47,0.0,0.0,0.0,17.23,17.23,3645876.0,119390840.71,0.0,174.58,17.28,29.19,0.2361,33.5,0.2853,47.88
2006-09-12,1255868.0,41306057.62,4.67,14.11,2.49,59.97,1.0,19813039.73,761491.0,602395.0,25045778.0,0.0,0.0,8580.0,0.0,0.0,0.0,0.0,0.29,0.0,5977.0,0.0,0.0,0.0,8580.0,0.0,0.0,3195.0,36.52,0.18,0.0,0.0,17.32,17.32,3636247.0,119597782.65,0.0,173.98,17.35,29.23,0.2375,33.73,0.2856,48.09
2006-09-13,1258338.0,42136037.89,4.68,14.14,2.49,60.23,1.0,20352267.05,767745.0,607794.0,25708301.27,0.0,5771.0,6827.0,0.3,0.28,0.0,0.0,0.54,5399.0,11454.0,0.0,5771.0,0.3,6827.0,0.0,5111.0,0.0,36.94,0.0,0.0,0.0,17.45,17.45,3632331.0,121630306.52,0.0,176.18,17.33,29.12,0.2349,33.44,0.286,48.96
2006-09-14,1250022.0,41071033.37,4.65,14.11,2.48,60.48,1.0,20009126.73,750896.0,608990.0,24671625.52,0.0,0.0,1341.0,0.19,0.0,0.0,0.0,0.52,1602.0,12420.0,0.0,0.0,0.19,1341.0,0.0,0.0,406.0,36.6,0.01,0.28,0.0,17.14,17.14,3630634.0,119289012.66,5771.0,176.75,17.15,29.17,0.2331,32.97,0.2853,48.04
2006-09-15,1251451.0,41349081.04,4.66,14.22,2.48,59.95,1.0,18939380.56,752356.0,573210.0,24858527.59,0.0,0.0,1737.0,0.06,0.0,0.0,0.0,0.02,1193.0,277.0,0.0,0.0,0.06,1737.0,0.0,0.0,36972.0,36.22,1.92,0.0,0.0,17.15,17.15,3634250.0,120078930.59,0.0,175.68,17.09,29.27,0.233,32.96,0.2853,48.31
2006-09-18,1263995.0,41495554.1,4.71,14.22,2.5,60.52,1.0,19244492.89,755038.0,586206.0,24787060.22,0.0,0.0,3149.0,0.94,0.0,0.0,0.0,0.03,19546.0,467.0,0.0,0.0,0.94,3149.0,0.0,0.0,6550.0,36.33,0.33,0.0,0.0,17.22,17.22,3628795.0,119129315.59,0.0,175.33,17.16,30.48,0.2372,32.59,0.2883,48.0
