DATE,MLONE FP Equity_PX_LAST
2023-07-04,0.35
2023-07-05,0.35
2023-07-06,0.35
2023-07-07,0.35
2023-07-10,0.35
2023-07-11,0.35
2023-07-12,0.35
2023-07-13,0.35
2023-07-14,0.35
2023-07-17,0.35
2023-07-18,0.35
2023-07-19,0.35
2023-07-20,0.252
2023-07-21,0.338
2023-07-24,0.338
2023-07-25,0.338
2023-07-26,0.338
2023-07-27,0.338
2023-07-28,0.338
2023-07-31,0.338
2023-08-01,0.35
2023-08-02,0.35
2023-08-03,0.35
2023-08-04,0.35
2023-08-07,0.35
2023-08-08,0.35
2023-08-09,0.35
2023-08-10,0.35
2023-08-11,0.35
2023-08-14,0.35
2023-08-15,0.35
2023-08-16,0.35
2023-08-17,0.35
2023-08-18,0.35
2023-08-21,0.35
2023-08-22,0.35
2023-08-23,0.35
2023-08-24,0.35
2023-08-25,0.35
2023-08-28,0.346
2023-08-29,0.346
2023-08-30,0.346
2023-08-31,0.346
2023-09-01,0.35
2023-09-04,0.35
2023-09-05,0.35
2023-09-06,0.35
2023-09-07,0.35
2023-09-08,0.35
2023-09-11,0.35
2023-09-12,0.35
2023-09-13,0.35
2023-09-14,0.35
2023-09-15,0.35
2023-09-18,0.35
2023-09-19,0.35
2023-09-20,0.35
2023-09-21,0.35
2023-09-22,0.35
2023-09-25,0.35
2023-09-26,0.35
2023-09-27,0.35
2023-09-28,0.35
2023-09-29,0.35
2023-10-02,0.35
2023-10-03,0.35
2023-10-04,0.35
2023-10-05,0.35
2023-10-06,0.35
2023-10-09,0.35
2023-10-10,0.35
2023-10-11,0.35
2023-10-12,0.35
2023-10-13,0.35
2023-10-16,0.35
2023-10-17,0.35
2023-10-18,0.35
2023-10-19,0.35
2023-10-20,0.35
2023-10-23,0.35
2023-10-24,0.35
2023-10-25,0.35
2023-10-26,0.35
2023-10-27,0.35
2023-10-30,0.35
2023-10-31,0.35
2023-11-01,0.35
2023-11-02,0.35
2023-11-03,0.35
2023-11-06,0.35
2023-11-07,0.35
2023-11-08,0.35
2023-11-09,0.35
2023-11-10,0.35
2023-11-13,0.35
2023-11-14,0.35
2023-11-15,0.35
2023-11-16,0.35
2023-11-17,0.35
2023-11-20,0.35
2023-11-21,0.35
2023-11-22,0.35
2023-11-23,0.35
2023-11-24,0.35
2023-11-27,0.366
2023-11-28,0.366
2023-11-29,0.366
2023-11-30,0.366
2023-12-01,0.366
2023-12-04,0.366
2023-12-05,0.366
2023-12-06,0.366
2023-12-07,0.366
2023-12-08,0.366
2023-12-11,0.39
2023-12-12,0.39
2023-12-13,0.39
2023-12-14,0.39
2023-12-15,0.39
2023-12-18,0.39
2023-12-19,0.39
2023-12-20,0.39
2023-12-21,0.39
2023-12-22,0.39
2023-12-27,0.39
2023-12-28,0.39
2023-12-29,0.39
2024-01-02,0.39
2024-01-03,0.39
2024-01-04,0.39
2024-01-05,0.38
2024-01-08,0.38
2024-01-09,0.38
2024-01-10,0.38
2024-01-11,0.38
2024-01-12,0.38
2024-01-15,0.22
2024-01-16,0.22
2024-01-17,0.22
2024-01-18,0.22
2024-01-19,0.22
2024-01-22,0.252
2024-01-23,0.252
2024-01-24,0.332
2024-01-25,0.36
2024-01-26,0.36
2024-01-29,0.36
2024-01-30,0.36
2024-01-31,0.26
2024-02-01,0.324
2024-02-02,0.324
2024-02-05,0.324
2024-02-06,0.324
2024-02-07,0.268
2024-02-08,0.268
2024-02-09,0.268
2024-02-12,0.324
2024-02-13,0.324
2024-02-14,0.324
2024-02-15,0.324
2024-02-16,0.324
2024-02-19,0.324
2024-02-20,0.324
2024-02-21,0.324
2024-02-22,0.324
2024-02-23,0.324
2024-02-26,0.324
2024-02-27,0.324
2024-02-28,0.324
2024-02-29,0.324
2024-03-01,0.34
2024-03-04,0.34
2024-03-05,0.34
2024-03-06,0.34
2024-03-07,0.34
2024-03-08,0.34
2024-03-11,0.34
2024-03-12,0.34
2024-03-13,0.34
2024-03-14,0.34
2024-03-15,0.34
2024-03-18,0.34
2024-03-19,0.34
2024-03-20,0.34
2024-03-21,0.34
2024-03-22,0.34
2024-03-25,0.24
2024-03-26,0.24
2024-03-27,0.318
2024-03-28,0.318
2024-04-02,0.318
2024-04-03,0.318
2024-04-04,0.32
2024-04-05,0.32
2024-04-08,0.32
2024-04-09,0.32
2024-04-10,0.32
2024-04-11,0.32
2024-04-12,0.32
2024-04-15,0.32
2024-04-16,0.32
2024-04-17,0.32
2024-04-18,0.32
2024-04-19,0.32
2024-04-22,0.32
2024-04-23,0.32
2024-04-24,0.32
2024-04-25,0.32
2024-04-26,0.32
2024-04-29,0.32
2024-04-30,0.32
2024-05-02,0.32
2024-05-03,0.32
2024-05-06,0.32
2024-05-07,0.32
2024-05-08,0.32
2024-05-09,0.32
2024-05-10,0.32
2024-05-13,0.32
2024-05-14,0.32
2024-05-15,0.32
2024-05-16,0.32
2024-05-17,0.32
2024-05-20,0.32
2024-05-21,0.32
2024-05-22,0.32
2024-05-23,0.32
2024-05-24,0.32
2024-05-27,0.31
2024-05-28,0.31
2024-05-29,0.31
2024-05-30,0.31
2024-05-31,0.31
2024-06-03,0.31
2024-06-04,0.31
2024-06-05,0.31
2024-06-06,0.31
2024-06-07,0.31
2024-06-10,0.31
2024-06-11,0.31
2024-06-12,0.31
2024-06-13,0.31
2024-06-14,0.31
2024-06-17,0.308
2024-06-18,0.308
2024-06-19,0.308
2024-06-20,0.308
2024-06-21,0.308
2024-06-24,0.308
2024-06-25,0.308
2024-06-26,0.308
2024-06-27,0.308
2024-06-28,0.308
2024-07-01,0.308
2024-07-02,0.308
2024-07-03,0.31
2024-07-04,0.308
2024-07-05,0.31
2024-07-08,0.31
2024-07-09,0.31
2024-07-10,0.31
2024-07-11,0.31
2024-07-12,0.31
2024-07-15,0.31
2024-07-16,0.31
2024-07-17,0.31
2024-07-18,0.31
2024-07-19,0.31
2024-07-22,0.31
2024-07-23,0.31
2024-07-24,0.31
2024-07-25,0.24
2024-07-26,0.32
2024-07-29,0.32
2024-07-30,0.32
2024-07-31,0.32
2024-08-01,0.32
2024-08-02,0.32
2024-08-05,0.32
2024-08-06,0.32
2024-08-07,0.32
2024-08-08,0.32
2024-08-09,0.32
2024-08-12,0.32
2024-08-13,0.32
2024-08-14,0.32
2024-08-15,0.296
2024-08-16,0.296
2024-08-19,0.32
2024-08-20,0.32
2024-08-21,0.32
2024-08-22,0.32
2024-08-23,0.296
2024-08-26,0.32
2024-08-27,0.32
2024-08-28,0.32
2024-08-29,0.32
2024-08-30,0.32
2024-09-02,0.32
2024-09-03,0.32
2024-09-04,0.32
2024-09-05,0.32
2024-09-06,0.32
2024-09-09,0.32
2024-09-10,0.32
2024-09-11,0.32
2024-09-12,0.32
2024-09-13,0.32
2024-09-16,0.32
2024-09-17,0.296
2024-09-18,0.296
2024-09-19,0.296
2024-09-20,0.296
2024-09-23,0.296
2024-09-24,0.296
2024-09-25,0.296
2024-09-26,0.296
2024-09-27,0.296
2024-09-30,0.296
2024-10-01,0.296
2024-10-02,0.296
2024-10-03,0.296
2024-10-04,0.296
2024-10-07,0.296
2024-10-08,0.296
2024-10-09,0.296
2024-10-10,0.296
2024-10-11,0.296
2024-10-14,0.296
2024-10-15,0.296
2024-10-16,0.294
2024-10-17,0.296
2024-10-18,0.296
2024-10-21,0.296
2024-10-22,0.296
2024-10-23,0.296
2024-10-24,0.32
2024-10-25,0.32
2024-10-28,0.32
2024-10-29,0.32
2024-10-30,0.32
2024-10-31,0.32
2024-11-01,0.32
2024-11-04,0.32
2024-11-05,0.32
2024-11-06,0.32
2024-11-07,0.32
2024-11-08,0.32
2024-11-11,0.32
2024-11-12,0.32
2024-11-13,0.32
2024-11-14,0.32
2024-11-15,0.32
2024-11-18,0.24
2024-11-19,0.264
2024-11-20,0.264
2024-11-21,0.264
2024-11-22,0.264
2024-11-25,0.264
2024-11-26,0.264
2024-11-27,0.32
2024-11-28,0.32
2024-11-29,0.32
2024-12-02,0.32
2024-12-03,0.32
2024-12-04,0.32
2024-12-05,0.32
2024-12-06,0.32
2024-12-09,0.32
2024-12-10,0.32
2024-12-11,0.32
2024-12-12,0.32
2024-12-13,0.32
2024-12-16,0.32
2024-12-17,0.32
2024-12-18,0.32
2024-12-19,0.32
2024-12-20,0.32
2024-12-23,0.32
2024-12-24,0.32
2024-12-27,0.32
2024-12-30,0.32
2024-12-31,0.32
2025-01-02,0.32
2025-01-03,0.32
2025-01-06,0.32
2025-01-07,0.32
2025-01-08,0.32
2025-01-09,0.352
2025-01-10,0.352
2025-01-13,0.352
2025-01-14,0.352
2025-01-15,0.352
2025-01-16,0.352
2025-01-17,0.352
2025-01-20,0.352
2025-01-21,0.352
2025-01-22,0.352
2025-01-23,0.352
2025-01-24,0.352
2025-01-27,0.352
2025-01-28,0.352
2025-01-29,0.352
2025-01-30,0.352
2025-01-31,0.352
2025-02-03,0.352
2025-02-04,0.352
2025-02-05,0.352
2025-02-06,0.352
2025-02-07,0.352
2025-02-10,0.352
2025-02-11,0.352
2025-02-12,0.352
2025-02-13,0.352
2025-02-14,0.352
2025-02-17,0.352
2025-02-18,0.352
2025-02-19,0.352
2025-02-20,0.352
2025-02-21,0.352
2025-02-24,0.352
2025-02-25,0.352
2025-02-26,0.352
2025-02-27,0.352
2025-02-28,0.352
2025-03-03,0.352
2025-03-04,0.352
2025-03-05,0.352
2025-03-06,0.352
2025-03-07,0.352
2025-03-10,0.352
2025-03-11,0.352
2025-03-12,0.352
2025-03-13,0.352
2025-03-14,0.352
2025-03-17,0.352
2025-03-18,0.352
2025-03-19,0.352
2025-03-20,0.352
2025-03-21,0.352
2025-03-24,0.352
2025-03-25,0.352
2025-03-26,0.354
2025-03-27,0.354
2025-03-28,0.354
2025-03-31,0.354
2025-04-01,0.354
2025-04-02,0.354
2025-04-03,0.354
2025-04-04,0.354
2025-04-07,0.354
2025-04-08,0.354
2025-04-09,0.354
2025-04-10,0.354
2025-04-11,0.354
2025-04-14,0.354
2025-04-15,0.354
2025-04-16,0.354
2025-04-17,0.354
2025-04-22,0.354
2025-04-23,0.354
2025-04-24,0.354
2025-04-25,0.354
2025-04-28,0.354
2025-04-29,0.354
2025-04-30,0.354
2025-05-02,0.354
2025-05-05,0.354
2025-05-06,0.318
2025-05-07,0.318
2025-05-08,0.318
2025-05-09,0.318
2025-05-12,0.318
2025-05-13,0.318
2025-05-14,0.318
2025-05-15,0.318
2025-05-16,0.318
2025-05-19,0.318
2025-05-20,0.318
2025-05-21,0.318
2025-05-22,0.318
2025-05-23,0.318
2025-05-26,0.318
2025-05-27,0.318
2025-05-28,0.318
2025-05-29,0.318
2025-05-30,0.318
2025-06-02,0.318
2025-06-03,0.318
2025-06-04,0.318
2025-06-05,0.318
2025-06-06,0.318
2025-06-09,0.318
2025-06-10,0.318
2025-06-11,0.318
2025-06-12,0.318
2025-06-13,0.318
2025-06-16,0.318
2025-06-17,0.318
2025-06-18,0.318
2025-06-19,0.318
2025-06-20,0.318
2025-06-23,0.318
2025-06-24,0.318
2025-06-25,0.318
2025-06-26,0.318
2025-06-27,0.318
2025-06-30,0.318
2025-07-01,0.318
2025-07-02,0.318
2025-07-03,0.318
2025-07-04,0.318
2025-07-07,0.318
2025-07-08,0.318
2025-07-09,0.318
2025-07-10,0.318
2025-07-11,0.318
2025-07-14,0.318
2025-07-15,0.318
2025-07-16,0.318
2025-07-17,0.318
2025-07-18,0.318
2025-07-21,0.318
2025-07-22,0.318
2025-07-23,0.318
2025-07-24,0.318
2025-07-25,0.318
2025-07-28,0.318
2025-07-29,0.318
2025-07-30,0.318
2025-07-31,0.318
2025-08-01,0.318
2025-08-04,0.318
2025-08-05,0.318
2025-08-06,0.318
2025-08-07,0.318
2025-08-08,0.318
2025-08-11,0.318
2025-08-12,0.318
2025-08-13,0.318
2025-08-14,0.318
2025-08-15,0.318
2025-08-18,0.318
2025-08-19,0.318
2025-08-20,0.318
2025-08-21,0.318
2025-08-22,0.318
2025-08-25,0.318
2025-08-26,0.318
2025-08-27,0.318
2025-08-28,0.318
2025-08-29,0.318
