DATE,BEN FP Equity_DX_SI_QTY,BEN FP Equity_DX_SHORT_INTEREST_VALUE,BEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BEN FP Equity_DX_SI_MV,BEN FP Equity_DX_DSS,BEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BEN FP Equity_DX_SUPPLY_SI_QTY,BEN FP Equity_DX_BROKER_SI_QTY,BEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BEN FP Equity_DX_BROKER_SI_MV_NEW_x,BEN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,BEN FP Equity_DX_BROKER_SI_MV_INC_x,BEN FP Equity_DX_SUPPLY_SI_MV_NEW,BEN FP Equity_DX_BROKER_SI_QTY_ADD,BEN FP Equity_DX_BROKER_SI_QTY_NEW,BEN FP Equity_DX_SUPPLY_SI_MV_DEC,BEN FP Equity_DX_BROKER_SI_QTY_INC,BEN FP Equity_DX_SUPPLY_SI_QTY_DEC,BEN FP Equity_DX_BROKER_SI_MV_NEW_y,BEN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BEN FP Equity_DX_BROKER_SI_MV_INC_y,BEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,BEN FP Equity_DX_BROKER_SI_MV_ADD,BEN FP Equity_DX_SUPPLY_SI_QTY_ADD,BEN FP Equity_DX_BROKER_SI_QTY_DEC,BEN FP Equity_DX_SUPPLY_SI_MV,BEN FP Equity_DX_BROKER_SI_MV_DEC,BEN FP Equity_DX_SUPPLY_SI_MV_RMV,BEN FP Equity_DX_BROKER_SI_MV_RMV,BEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BEN FP Equity_DX_UTILIZATION_QUANTITY,BEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BEN FP Equity_DX_ACTIVE_UTILIZATION_MV,BEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BEN FP Equity_DX_BROKER_SI_CON_RATIO,BEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BEN FP Equity_DX_DEMAND_SUPPLY_RATIO,BEN FP Equity_PX_LAST
2006-07-17,191113.0,9501885.69,2.96,12.18,1.1,11.8,1.0,2550269.86,160869.0,51294.0,7998193.99,0.0,0.0,160.0,0.0,0.0,1050.0,0.0,0.24,0.0,2496.0,0.0,0.0,0.0,160.0,0.06,1000.0,260.0,9.83,0.03,0.0,0.0,34.23,34.23,309129.0,15369485.18,0.0,19.07,34.02,26.64,0.1841,28.93,0.4066,59.7
2006-07-18,189957.0,9286213.06,2.94,11.86,1.09,11.57,1.0,2432511.97,161377.0,49759.0,7889054.92,0.0,0.0,955.0,0.0,0.0,0.0,0.0,0.05,11.0,447.0,0.0,0.0,0.0,955.0,0.0,0.0,1546.0,9.71,0.1,0.0,0.0,33.99,33.99,313395.0,15320586.98,0.0,19.05,33.76,27.22,0.1874,29.03,0.4001,58.7
2006-07-19,283825.0,14064129.37,4.4,16.83,1.63,17.27,1.0,2531568.06,253377.0,51089.0,12555366.53,0.0,0.0,93367.0,0.08,0.0,0.0,0.0,0.09,1330.0,1368.0,0.0,0.0,0.08,93367.0,0.0,0.0,0.0,15.29,0.0,0.0,0.0,55.62,55.62,202182.0,10018545.95,0.0,12.17,55.68,17.11,0.334,54.06,0.623,59.5
2006-07-20,283994.0,14415447.04,4.4,16.22,1.63,17.5,1.0,2593515.54,253469.0,51094.0,12866007.54,0.0,0.0,193.0,0.01,0.0,0.0,0.0,0.0,5.0,101.0,0.0,0.0,0.01,193.0,0.0,0.0,0.0,15.51,0.0,0.0,0.0,55.67,55.67,201830.0,10244827.98,0.0,12.32,55.73,17.14,0.3343,54.08,0.6238,60.95
2006-07-21,287384.0,14467854.44,4.46,16.64,1.65,17.79,1.0,2581502.94,256652.0,51278.0,12920704.63,0.0,0.0,3215.0,0.01,0.0,0.0,0.0,0.0,184.0,32.0,0.0,0.0,0.01,3215.0,0.0,0.0,0.0,15.78,0.0,0.0,0.0,55.33,55.33,207176.0,10429920.29,0.0,12.7,55.4,17.21,0.3358,54.23,0.6196,60.45
2006-07-24,245463.0,12367634.8,3.81,14.42,1.41,15.14,1.0,2573460.42,214957.0,51076.0,10830592.29,0.0,0.0,180.0,0.0,0.0,0.0,0.0,2.61,0.0,41874.0,0.0,0.0,0.0,180.0,0.0,0.0,203.0,13.14,0.02,0.0,0.0,50.94,50.94,207032.0,10431291.76,0.0,12.66,50.94,9.39,0.4237,63.73,0.5817,60.5
2006-07-25,235929.0,11956034.23,3.66,13.81,1.35,14.56,1.0,2580392.01,205565.0,50919.0,10417295.78,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.58,1.0,9405.0,0.0,0.0,0.0,13.0,0.0,0.0,158.0,12.57,0.01,0.0,0.0,44.38,44.38,257628.0,13055661.61,0.0,15.79,44.32,9.72,0.4584,66.43,0.5094,60.85
2006-07-26,221249.0,11037059.38,3.43,13.13,1.27,13.64,1.0,2543498.71,190909.0,50987.0,9523541.21,0.0,0.0,37319.0,0.0,0.0,0.0,0.0,3.14,68.0,51975.0,0.0,0.0,0.0,37319.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,41.48,41.48,269325.0,13435342.16,0.0,16.42,41.59,22.02,0.2719,45.25,0.4807,59.9
2006-07-27,167654.0,8489121.3,2.6,9.71,0.96,10.37,0.0,2479888.37,139324.0,48976.0,7054638.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,51585.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,8.55,0.11,0.0,0.0,30.91,30.91,311410.0,15768172.93,0.0,19.07,30.96,13.99,0.321,53.58,0.372,60.8
2006-07-28,169523.0,8619052.74,2.63,9.83,0.97,10.54,0.0,2542504.38,140123.0,50007.0,7124269.43,0.0,0.0,838.0,0.07,0.0,0.0,0.0,0.0,1087.0,40.0,0.0,0.0,0.07,838.0,0.0,0.0,56.0,8.65,0.0,0.0,0.0,30.09,30.09,325493.0,16549030.7,0.0,20.03,30.17,13.75,0.3188,53.45,0.3641,61.05
2006-07-31,166187.0,8304118.51,2.58,9.85,0.95,10.31,0.0,2292205.94,140951.0,45873.0,7043112.93,0.0,0.0,827.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,827.0,0.0,0.0,4204.0,8.66,0.26,0.0,0.0,29.64,29.64,334522.0,16715569.41,0.0,20.54,29.67,14.1,0.3361,55.04,0.3495,60.0
2006-08-01,166800.0,8376422.96,2.59,10.2,0.96,10.28,0.0,2395114.61,139775.0,47694.0,7019271.7,0.0,0.0,32.0,0.11,0.0,0.0,0.0,0.11,1930.0,1208.0,0.0,0.0,0.11,32.0,0.0,0.0,109.0,8.55,0.01,0.0,0.0,29.8,29.8,329339.0,16538865.48,0.0,20.09,29.85,15.29,0.3295,54.15,0.3556,60.3
2006-08-02,219685.0,11187733.33,3.41,14.13,1.26,13.6,1.0,2550997.74,185613.0,50092.0,9452574.13,0.0,0.0,51638.0,0.15,0.0,0.0,0.0,0.36,2403.0,5799.0,0.0,0.0,0.15,51638.0,0.0,0.0,5.0,11.44,0.0,0.0,0.0,40.06,40.06,277692.0,14141812.34,0.0,17.01,40.22,22.15,0.2748,45.41,0.4742,61.15
2006-08-03,170162.0,8665712.63,2.64,10.92,0.98,10.59,0.0,2555275.54,136510.0,50176.0,6951942.45,0.0,0.0,574.0,0.01,0.0,0.0,0.0,3.05,84.0,49677.0,0.0,0.0,0.01,574.0,0.0,0.0,0.0,8.45,0.0,0.0,0.0,28.99,28.99,334300.0,17024645.53,0.0,20.63,29.05,14.83,0.3215,53.52,0.3614,61.15
2006-08-04,169718.0,8643101.38,2.63,11.04,0.97,10.55,0.0,2529557.79,136571.0,49671.0,6955048.95,0.0,0.0,101.0,0.03,0.0,0.0,0.0,0.0,523.0,40.0,0.0,0.0,0.03,101.0,0.0,0.0,1028.0,8.44,0.07,0.0,0.0,28.97,28.97,334895.0,17054946.65,0.0,20.69,28.98,14.19,0.3222,53.73,0.36,61.15
2006-08-07,166288.0,8433802.82,2.58,10.91,0.95,10.31,0.0,2327654.11,136920.0,45894.0,6944315.17,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0,3800.0,8.45,0.25,0.0,0.0,28.99,28.99,335355.0,17008551.09,0.0,20.67,29.02,11.93,0.3322,55.13,0.3521,60.9
2006-08-08,170877.0,8545586.27,2.65,11.22,0.98,10.53,0.0,2511760.33,137179.0,50225.0,6860343.87,0.0,0.0,259.0,0.26,0.0,0.0,0.0,0.0,4331.0,0.0,0.0,0.0,0.26,259.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,28.98,28.98,336157.0,16811265.67,0.0,20.58,28.98,14.38,0.3218,53.65,0.361,60.05
2006-08-09,163949.0,8328827.12,2.54,10.68,0.94,10.03,0.0,2237392.14,136430.0,44042.0,6930825.34,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.09,0.0,838.0,0.0,0.0,0.0,89.0,0.0,0.0,6183.0,8.32,0.41,0.0,0.0,28.82,28.82,336918.0,17115882.22,0.0,20.51,28.87,10.74,0.3364,55.71,0.3464,61.0
2006-08-10,165424.0,8327987.48,2.56,10.96,0.95,10.16,0.0,2223109.1,137794.0,44159.0,6937002.53,0.0,0.0,1364.0,0.01,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.01,1364.0,0.0,0.0,0.0,8.43,0.0,0.0,0.0,31.44,31.44,300425.0,15124381.21,0.0,18.39,31.43,10.61,0.3384,55.92,0.3775,60.45
2006-08-11,160448.0,8191058.41,2.49,11.07,0.92,9.87,0.0,2060578.45,133948.0,40363.0,6838202.36,0.0,0.0,1283.0,0.08,0.0,0.0,0.0,0.28,1283.0,5129.0,0.0,0.0,0.08,1283.0,0.0,0.0,5079.0,8.22,0.31,0.0,0.0,30.75,30.75,301630.0,15398564.94,0.0,18.48,30.8,10.28,0.3519,57.13,0.3684,61.3
2006-08-14,160952.0,8357532.53,2.5,11.37,0.92,10.0,0.0,2100599.07,134363.0,40454.0,6976882.2,0.0,0.0,415.0,0.02,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.02,415.0,0.0,0.0,0.0,8.35,0.0,0.0,0.0,30.8,30.8,301846.0,15673540.96,0.0,18.73,30.83,10.15,0.3525,57.19,0.369,62.35
2006-08-15,161523.0,8474618.6,2.5,11.38,0.93,10.11,0.0,2106338.03,136482.0,40146.0,7160793.79,0.0,0.0,2119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119.0,0.0,0.0,309.0,8.54,0.02,0.0,0.0,31.14,31.14,301814.0,15835259.0,0.0,18.85,31.19,10.04,0.3561,57.55,0.3685,63.0
2006-08-16,159527.0,8429679.54,2.47,11.05,0.92,10.08,0.0,2010944.13,136577.0,38056.0,7216962.28,0.0,0.0,96.0,0.09,0.0,0.0,0.0,0.0,1247.0,0.0,0.0,0.0,0.09,96.0,0.0,0.0,3336.0,8.63,0.2,0.0,0.0,31.11,31.11,302507.0,15984987.29,0.0,19.13,31.1,7.88,0.3634,58.42,0.3633,63.45
2006-08-17,163233.0,8775046.96,2.53,11.69,0.94,10.4,0.0,2250624.05,137506.0,41866.0,7392020.04,0.0,0.0,1080.0,0.24,0.0,0.0,0.0,0.0,3826.0,151.0,0.0,0.0,0.24,1080.0,0.0,0.0,16.0,8.78,0.0,0.0,0.0,31.32,31.32,301506.0,16208299.24,0.0,19.24,31.34,10.16,0.3493,56.9,0.3718,64.55
2006-08-18,165894.0,8835201.69,2.57,12.05,0.95,10.6,0.0,2292335.78,139034.0,43042.0,7404688.73,0.0,0.0,1528.0,0.08,0.0,0.0,0.0,0.0,1176.0,0.0,0.0,0.0,0.08,1528.0,0.0,0.0,0.0,8.89,0.0,0.0,0.0,31.3,31.3,305145.0,16251447.43,0.0,19.53,31.29,9.97,0.3478,56.77,0.3735,63.95
2006-08-21,164982.0,8848459.59,2.56,11.89,0.95,10.52,0.0,2304765.69,138169.0,42973.0,7410401.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,865.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,8.82,0.01,0.0,0.0,31.23,31.23,304235.0,16316998.84,0.0,19.42,31.24,10.04,0.3465,56.65,0.3729,64.4
2006-08-22,167011.0,8971189.52,2.59,12.12,0.96,10.71,0.0,2405946.79,140190.0,44790.0,7530468.4,0.0,0.0,2110.0,0.12,0.0,0.0,0.0,0.01,1816.0,89.0,0.0,0.0,0.12,2110.0,0.0,0.0,0.0,9.01,0.0,0.0,0.0,31.47,31.47,305302.0,16399650.94,0.0,19.62,31.47,9.86,0.3402,56.02,0.3749,64.5
2006-08-23,171777.0,9220047.87,2.66,12.89,0.99,11.06,0.0,2456629.06,143958.0,45769.0,7726876.42,0.0,0.0,89.0,0.06,0.0,0.0,0.0,0.0,1000.0,320.0,0.0,0.0,0.06,89.0,0.0,4000.0,21.0,9.28,0.0,0.0,0.0,29.73,29.73,340202.0,18260178.75,0.0,21.49,30.15,10.15,0.3476,56.72,0.3548,64.45
2006-08-24,170972.0,9176839.88,2.65,13.05,0.98,11.0,0.0,2413152.7,143164.0,44959.0,7684258.85,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.05,0.0,799.0,0.0,0.0,0.0,4.0,0.0,0.0,810.0,9.22,0.05,0.0,0.0,29.57,29.57,340970.0,18301400.78,0.0,21.5,30.01,10.22,0.3507,56.99,0.3532,64.45
2006-08-25,171021.0,9179469.93,2.65,13.63,0.98,11.01,0.0,2413152.7,143213.0,44959.0,7686888.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,9.22,0.0,0.0,0.0,29.58,29.58,340952.0,18300434.63,0.0,21.51,30.01,10.21,0.3505,56.97,0.3532,64.45
2006-08-28,170829.0,9211844.78,2.65,14.18,0.98,11.0,0.0,2423738.29,144108.0,44947.0,7770931.92,0.0,0.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,1007.0,0.0,0.0,12.0,9.29,0.0,0.0,0.0,29.78,29.78,339729.0,18319669.48,0.0,21.49,30.19,10.21,0.3505,56.98,0.3531,64.75
2006-08-29,170468.0,9227869.9,2.64,14.49,0.98,11.02,0.0,2408736.69,144202.0,44497.0,7806023.97,0.0,0.0,94.0,0.07,0.0,14.0,0.0,0.0,1079.0,0.0,0.0,0.0,0.07,94.0,0.0,0.0,1543.0,9.33,0.09,0.0,0.0,29.8,29.8,339727.0,18390293.52,0.0,21.54,30.23,9.45,0.3517,57.14,0.3523,65.0
2006-08-30,171356.0,9275939.61,2.66,15.98,0.98,11.09,0.0,2438780.27,144547.0,45052.0,7824699.71,0.0,0.0,345.0,0.04,0.0,0.0,0.0,0.0,554.0,0.0,0.0,0.0,0.04,345.0,0.0,0.0,0.0,9.36,0.0,0.0,0.0,29.76,29.76,341130.0,18466241.51,0.0,22.1,29.76,9.56,0.3503,57.02,0.3528,65.0
2006-08-31,170054.0,9205459.02,2.64,16.6,0.98,11.02,0.0,2371168.7,144490.0,43803.0,7821614.15,0.0,0.0,16.0,0.02,0.0,0.0,0.0,0.0,264.0,73.0,0.0,0.0,0.02,16.0,0.0,0.0,1512.0,9.37,0.1,0.0,0.0,29.43,29.43,346499.0,18756879.25,0.0,22.5,29.39,9.63,0.3549,57.47,0.3464,65.0
2006-09-01,170990.0,9370048.66,2.65,16.96,0.98,11.11,0.0,2480961.36,143939.0,45274.0,7887686.03,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.01,1471.0,551.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,9.37,0.0,0.0,0.0,29.38,29.38,345912.0,18955566.24,0.0,22.5,29.41,9.54,0.3486,56.87,0.3491,65.8
2006-09-04,170870.0,9320782.2,2.65,16.81,0.98,11.12,0.0,2370043.57,145691.0,43448.0,7947293.73,0.0,0.0,1752.0,0.01,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.01,1752.0,0.0,0.0,1928.0,9.49,0.13,0.0,0.0,29.7,29.7,344824.0,18809793.41,0.0,22.49,29.69,8.33,0.3571,57.78,0.3483,65.5
2006-09-05,167769.0,9123681.95,2.6,16.69,0.96,10.92,0.0,2213853.38,145311.0,40709.0,7902361.87,0.0,0.0,19.0,0.04,0.0,0.0,0.0,0.03,526.0,399.0,0.0,0.0,0.04,19.0,0.0,0.0,3265.0,9.47,0.22,0.0,0.0,29.74,29.74,343327.0,18670948.47,0.0,22.38,29.73,6.95,0.3656,58.69,0.3433,65.3
2006-09-06,166090.0,9004709.65,2.57,16.53,0.95,10.79,0.0,2133230.84,145001.0,39347.0,7861351.7,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,323.0,0.0,13.0,0.0,0.0,0.0,0.0,1363.0,9.43,0.09,0.0,0.0,29.73,29.73,342663.0,18577764.0,0.0,22.3,29.71,6.99,0.3703,59.14,0.3406,65.1
2006-09-07,161417.0,8670701.32,2.5,17.37,0.93,10.46,0.0,2152406.51,139590.0,40070.0,7498238.71,0.0,0.0,413.0,0.05,0.0,0.0,0.0,0.39,727.0,5811.0,0.0,0.0,0.05,413.0,0.0,0.0,3.0,9.05,0.0,0.0,0.0,28.67,28.67,347328.0,18657126.26,13.0,22.54,28.65,7.25,0.3953,61.22,0.3315,64.5
2006-09-08,161412.0,8616662.62,2.5,17.62,0.93,10.4,0.0,2156781.42,139241.0,40402.0,7433107.32,0.0,0.0,0.0,0.02,0.0,105.0,0.0,0.06,254.0,349.0,0.0,0.0,0.02,0.0,0.01,0.0,28.0,8.97,0.01,0.0,0.0,28.64,28.64,346928.0,18520069.93,0.0,22.36,28.63,7.23,0.3925,60.99,0.332,64.1
2006-09-11,163600.0,8685778.07,2.54,17.86,0.94,10.48,0.0,2211475.55,139664.0,41654.0,7414978.66,0.0,0.0,437.0,0.08,0.0,0.0,0.0,0.03,1253.0,14.0,0.0,0.0,0.08,437.0,0.0,0.0,1.0,8.94,0.0,0.0,0.0,28.77,28.77,345798.0,18358952.85,0.0,22.16,28.74,7.12,0.3862,60.47,0.337,63.75
2006-09-12,163917.0,8750387.12,2.53,18.21,0.94,10.5,0.0,2238937.92,139673.0,41941.0,7456168.8,0.0,0.0,545.0,0.05,0.0,0.0,0.0,0.03,854.0,536.0,0.0,0.0,0.05,545.0,0.0,0.0,567.0,8.95,0.04,0.0,0.0,28.9,28.9,343551.0,18339795.42,0.0,22.03,28.89,7.11,0.3833,60.26,0.3392,64.1
2006-09-13,164498.0,8781402.67,2.53,17.62,0.94,10.54,0.0,2241446.92,140238.0,41988.0,7486330.21,0.0,13.0,552.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,13.0,0.0,552.0,0.0,0.0,0.0,8.99,0.0,0.0,0.0,29.1,29.1,341628.0,18237139.84,0.0,21.89,29.1,7.12,0.3842,60.33,0.3414,64.1
2006-09-14,164025.0,8844943.43,2.53,17.52,0.94,10.55,0.0,2262288.75,139773.0,41953.0,7537169.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,0.0,0.0,0.0,29.11,29.11,340313.0,18351161.3,13.0,21.94,29.09,7.08,0.384,60.31,0.3417,64.75
2006-09-15,163711.0,8834828.17,2.52,18.31,0.94,10.61,0.0,2211364.87,140445.0,40977.0,7579255.17,0.0,84954.0,420.0,0.02,5.51,0.0,0.0,5.45,276.0,84701.0,0.0,84954.0,0.02,420.0,0.0,0.0,1252.0,9.11,0.08,0.0,0.0,29.22,29.22,340143.0,18356157.86,0.0,22.04,29.24,7.21,0.3884,60.72,0.3406,64.8
2006-09-18,165132.0,8980275.54,2.54,18.48,0.95,10.68,0.0,2297711.06,140600.0,42251.0,7646166.35,0.0,0.0,222.0,0.08,0.0,0.0,0.0,0.01,1275.0,67.0,0.0,0.0,0.08,222.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,29.22,29.22,340547.0,18519765.38,0.0,22.03,29.21,7.08,0.3832,60.24,0.3432,65.3
2006-09-19,169835.0,9363332.06,2.62,17.83,0.97,11.12,0.0,2498083.07,145229.0,45311.0,8006755.68,0.0,0.0,5026.0,0.21,0.0,0.0,0.0,0.0,3100.0,398.0,0.0,0.0,0.21,5026.0,0.0,0.0,41.0,9.52,0.0,0.0,0.0,16.07,16.07,758342.0,41808861.3,0.0,49.63,16.1,6.96,0.3688,58.97,0.188,66.2
