DATE,VIE FP Equity_DX_SI_QTY,VIE FP Equity_DX_SHORT_INTEREST_VALUE,VIE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VIE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VIE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VIE FP Equity_DX_SI_MV,VIE FP Equity_DX_DSS,VIE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VIE FP Equity_DX_SUPPLY_SI_QTY,VIE FP Equity_DX_BROKER_SI_QTY,VIE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VIE FP Equity_DX_BROKER_SI_MV_NEW_x,VIE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VIE FP Equity_DX_SUPPLY_SI_QTY_INC_x,VIE FP Equity_DX_BROKER_SI_MV_INC_x,VIE FP Equity_DX_SUPPLY_SI_MV_NEW,VIE FP Equity_DX_BROKER_SI_QTY_ADD,VIE FP Equity_DX_BROKER_SI_QTY_NEW,VIE FP Equity_DX_SUPPLY_SI_MV_DEC,VIE FP Equity_DX_BROKER_SI_QTY_INC,VIE FP Equity_DX_SUPPLY_SI_QTY_DEC,VIE FP Equity_DX_BROKER_SI_MV_NEW_y,VIE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VIE FP Equity_DX_BROKER_SI_MV_INC_y,VIE FP Equity_DX_SUPPLY_SI_QTY_INC_y,VIE FP Equity_DX_BROKER_SI_MV_ADD,VIE FP Equity_DX_SUPPLY_SI_QTY_ADD,VIE FP Equity_DX_BROKER_SI_QTY_DEC,VIE FP Equity_DX_SUPPLY_SI_MV,VIE FP Equity_DX_BROKER_SI_MV_DEC,VIE FP Equity_DX_SUPPLY_SI_MV_RMV,VIE FP Equity_DX_BROKER_SI_MV_RMV,VIE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VIE FP Equity_DX_UTILIZATION_QUANTITY,VIE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VIE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VIE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VIE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VIE FP Equity_DX_ACTIVE_UTILIZATION_MV,VIE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VIE FP Equity_DX_BROKER_SI_CON_RATIO,VIE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VIE FP Equity_DX_DEMAND_SUPPLY_RATIO,VIE FP Equity_PX_LAST
2006-08-23,17217330.0,433407614.34,4.87,10.58,4.22,725.42,1.0,232026940.87,11577669.0,9217384.0,291441814.78,0.0,34873.0,210059.0,1.95,1.47,0.0,0.0,6.58,38459.0,159530.0,0.0,34873.0,1.95,210059.0,0.0,0.0,0.0,482.36,0.0,0.0,0.0,26.31,26.31,32423028.0,816176911.0,0.0,1323.81,26.71,17.19,0.1451,25.42,0.3913,42.1
2006-08-24,17107566.0,438520948.95,4.84,10.59,4.2,721.76,1.0,235940278.24,11532847.0,9204495.0,295623293.85,0.0,0.0,507.0,0.0,0.0,0.0,0.0,0.33,0.0,10456.0,0.0,0.0,0.0,507.0,0.0,0.0,12889.0,482.28,0.24,1.47,0.0,26.3,26.3,32319848.0,828459782.94,34873.0,1332.36,26.58,17.28,0.1457,25.47,0.3901,42.87
2006-08-25,18455520.0,470645552.88,5.22,11.51,4.53,788.76,1.0,269182493.83,11609597.0,10555508.0,296063464.96,0.0,0.0,83571.0,60.16,0.0,0.0,0.0,0.0,1351013.0,6821.0,0.0,0.0,60.16,83571.0,0.0,0.0,0.0,490.66,0.0,0.0,0.0,26.5,26.5,32193984.0,820998562.99,0.0,1327.86,26.98,21.58,0.1489,23.61,0.4213,42.65
2006-08-28,18537496.0,477834750.68,5.24,11.38,4.55,790.1,1.0,274552784.35,11609225.0,10651216.0,299247057.61,0.0,0.0,66667.0,4.55,0.0,0.0,0.0,4.34,107724.0,100939.0,0.0,0.0,4.55,66667.0,0.0,33900.0,12016.0,490.69,0.84,0.0,0.0,26.43,26.43,32313204.0,832926506.2,0.0,1342.52,26.77,21.43,0.1472,23.45,0.4221,43.11
2006-08-29,18585124.0,483951967.68,5.21,11.71,4.56,798.33,1.0,278672786.83,11686429.0,10701823.0,304311680.12,0.0,0.0,59993.0,3.59,0.0,0.0,0.0,2.16,50607.0,56162.0,0.0,0.0,3.59,59993.0,0.0,73373.0,0.0,497.86,0.0,0.0,0.0,26.61,26.61,32231684.0,839304967.43,0.0,1349.54,26.95,21.44,0.1471,23.39,0.4232,43.55
2006-08-30,18689764.0,489694051.24,5.24,12.06,4.58,816.56,1.0,284190417.6,11642599.0,10846470.0,305049944.52,0.0,34873.0,8864.0,11.02,1.53,47000.0,0.0,3.0,244508.0,101713.0,0.0,34873.0,11.02,8864.0,2.03,14146.0,146861.0,506.41,3.73,0.0,0.0,26.31,26.31,32602048.0,854212442.91,0.0,1422.39,26.26,20.49,0.1429,23.16,0.4224,43.82
2006-08-31,18578008.0,485988329.76,5.21,12.12,4.56,817.72,1.0,281800805.48,11565899.0,10772476.0,302556223.32,0.0,0.0,30508.0,3.99,0.0,0.0,0.0,4.36,86890.0,128235.0,0.0,0.0,3.99,30508.0,0.0,55900.0,160884.0,506.85,5.56,1.53,0.0,26.18,26.18,32617280.0,853246345.28,34873.0,1428.04,26.2,20.16,0.1418,23.19,0.4205,43.75
2006-09-01,17788736.0,467043319.67,4.99,11.98,4.36,781.44,1.0,263318804.22,11517048.0,10029281.0,302380131.49,0.0,0.0,25098.0,7.5,0.0,0.0,0.0,8.18,167713.0,186884.0,0.0,0.0,7.5,25098.0,0.0,112935.0,910908.0,503.74,40.28,0.0,0.0,26.16,26.16,32501288.0,853321418.73,0.0,1424.73,26.12,15.85,0.1355,24.22,0.4041,43.91
2006-09-04,17987618.0,473232943.68,5.05,12.38,4.41,791.56,1.0,267879291.27,11677784.0,10182111.0,307228677.97,0.0,0.0,59677.0,7.17,0.0,0.0,0.0,0.02,152830.0,1709.0,0.0,0.0,7.17,59677.0,0.0,102769.0,0.0,512.0,0.0,0.0,0.0,26.51,26.51,32372812.0,851690374.9,0.0,1421.21,26.48,15.7,0.1345,23.92,0.4083,44.0
2006-09-05,18363182.0,478282452.21,5.15,12.98,4.5,811.99,1.0,272188957.99,11755083.0,10450426.0,306169699.96,0.0,0.0,116902.0,12.47,0.0,0.0,0.0,1.93,279799.0,48644.0,0.0,0.0,12.47,116902.0,0.0,9041.0,11484.0,517.42,0.0,0.0,0.0,26.88,26.88,31981948.0,832993133.54,0.0,1396.42,27.04,15.3,0.1317,23.44,0.4199,43.56
2006-09-06,18437782.0,474162010.73,5.17,13.41,4.52,807.97,1.0,268836477.18,11803748.0,10453702.0,303555432.31,0.0,34873.0,69250.0,0.0,1.5,0.0,0.0,4.22,21152.0,89358.0,0.0,34873.0,0.0,69250.0,0.0,33900.0,17876.0,513.37,0.91,0.0,0.0,26.67,26.67,32455684.0,834658549.77,0.0,1401.69,26.81,15.26,0.1319,23.52,0.4166,43.01
2006-09-07,19307236.0,499176840.67,5.42,14.29,4.73,840.5,1.0,293624628.47,11771674.0,11356857.0,304349469.64,0.0,0.0,8924.0,40.74,0.0,0.0,0.0,0.41,952884.0,6975.0,0.0,0.0,40.74,8924.0,0.0,850.0,49729.0,509.13,2.32,1.5,0.0,26.63,26.63,32432630.0,838525917.33,34873.0,1400.28,26.66,19.58,0.1363,22.37,0.4368,43.24
2006-09-08,19180630.0,498426617.95,5.38,14.43,4.7,836.66,1.0,291830295.5,11680952.0,11230317.0,303540467.64,0.0,0.0,1349.0,6.69,0.0,0.0,0.0,4.58,146306.0,112071.0,0.0,0.0,6.69,1349.0,0.0,20000.0,272846.0,506.06,11.73,0.0,0.0,26.38,26.38,32596564.0,847052216.29,0.0,1411.84,26.39,20.49,0.14,22.55,0.4332,43.46
2006-09-11,19169576.0,493096080.82,5.38,14.71,4.7,837.39,1.0,288264968.7,11572623.0,11206573.0,297680817.05,0.0,0.0,45144.0,0.84,0.0,0.0,0.0,7.07,16256.0,163874.0,0.0,0.0,0.84,45144.0,0.0,10400.0,40000.0,501.36,1.71,0.0,0.0,26.16,26.16,32657452.0,840042658.78,0.0,1408.25,26.25,20.57,0.14,22.55,0.4334,43.02
2006-09-12,19203332.0,495112601.58,5.39,14.63,4.71,834.14,1.0,286375958.95,11706487.0,11107317.0,301824143.54,0.0,0.0,134210.0,0.0,0.0,0.0,0.0,0.36,0.0,6298.0,0.0,0.0,0.0,134210.0,0.0,5952.0,99256.0,505.04,5.47,0.0,0.0,26.61,26.61,32283136.0,832344483.35,0.0,1391.83,26.63,20.45,0.1394,22.5,0.4365,43.12
2006-09-13,19438042.0,506161738.49,5.45,14.85,4.77,845.02,1.0,296034242.77,11559813.0,11368552.0,301014631.24,0.0,24301.0,38246.0,12.07,1.06,0.0,0.0,8.83,275066.0,209221.0,0.0,24301.0,12.07,38246.0,0.0,0.0,13832.0,499.62,0.57,0.0,0.0,26.39,26.39,32240860.0,839543908.17,0.0,1400.4,26.3,20.23,0.1398,22.34,0.4438,43.55
2006-09-14,19260892.0,502930791.3,5.4,14.6,4.72,842.99,1.0,292794913.66,11476568.0,11213255.0,299670411.2,0.0,0.0,46983.0,1.64,0.0,0.0,0.0,5.47,12251.0,132677.0,0.0,0.0,1.64,46983.0,0.0,26750.0,167548.0,499.51,7.1,1.06,0.0,26.31,26.31,32140228.0,839229579.85,24301.0,1402.41,26.26,20.48,0.141,22.45,0.4416,43.67
2006-09-15,19097206.0,498885079.18,5.36,14.28,4.68,840.67,1.0,288732483.26,11470430.0,11052613.0,299647308.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6138.0,0.0,0.0,0.0,0.0,0.0,0.0,160641.0,502.66,6.11,0.0,0.0,26.36,26.36,32041802.0,837042702.89,0.0,1402.0,26.39,20.59,0.1426,22.65,0.4389,43.69
