DATE,ABCA FP Equity_DX_SI_QTY,ABCA FP Equity_DX_SHORT_INTEREST_VALUE,ABCA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ABCA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ABCA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ABCA FP Equity_DX_SI_MV,ABCA FP Equity_DX_DSS,ABCA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ABCA FP Equity_DX_SUPPLY_SI_QTY,ABCA FP Equity_DX_BROKER_SI_QTY,ABCA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ABCA FP Equity_DX_BROKER_SI_MV_NEW_x,ABCA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ABCA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ABCA FP Equity_DX_BROKER_SI_MV_INC_x,ABCA FP Equity_DX_SUPPLY_SI_MV_NEW,ABCA FP Equity_DX_BROKER_SI_QTY_ADD,ABCA FP Equity_DX_BROKER_SI_QTY_NEW,ABCA FP Equity_DX_SUPPLY_SI_MV_DEC,ABCA FP Equity_DX_BROKER_SI_QTY_INC,ABCA FP Equity_DX_SUPPLY_SI_QTY_DEC,ABCA FP Equity_DX_BROKER_SI_MV_NEW_y,ABCA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ABCA FP Equity_DX_BROKER_SI_MV_INC_y,ABCA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ABCA FP Equity_DX_BROKER_SI_MV_ADD,ABCA FP Equity_DX_SUPPLY_SI_QTY_ADD,ABCA FP Equity_DX_BROKER_SI_QTY_DEC,ABCA FP Equity_DX_SUPPLY_SI_MV,ABCA FP Equity_DX_BROKER_SI_MV_DEC,ABCA FP Equity_DX_SUPPLY_SI_MV_RMV,ABCA FP Equity_DX_BROKER_SI_MV_RMV,ABCA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ABCA FP Equity_DX_UTILIZATION_QUANTITY,ABCA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ABCA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ABCA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ABCA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ABCA FP Equity_DX_ACTIVE_UTILIZATION_MV,ABCA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ABCA FP Equity_DX_BROKER_SI_CON_RATIO,ABCA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ABCA FP Equity_DX_DEMAND_SUPPLY_RATIO,ABCA FP Equity_PX_LAST
2006-07-17,8310.0,7958.05,0.04,0.21,0.03,0.02,0.0,7958.05,8310.0,8310.0,7958.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,10.09,10.09,74059.0,70922.4,0.0,0.18,10.06,0.0,1.0,100.0,0.1009,2.52
2006-07-18,8310.0,7958.05,0.04,0.21,0.03,0.02,0.0,7958.05,8310.0,8310.0,7958.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,10.09,10.09,74017.0,70882.18,0.0,0.19,10.07,0.0,1.0,100.0,0.1009,2.52
2006-07-19,8310.0,7926.47,0.04,0.21,0.03,0.02,0.0,7926.47,8310.0,8310.0,7926.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.9,5.9,132562.0,126443.87,0.0,0.33,5.91,0.0,1.0,100.0,0.059,2.51
2006-07-20,28275.0,26970.03,0.13,0.74,0.09,0.07,0.0,26970.03,8310.0,28275.0,7926.47,0.0,0.0,0.0,0.0,0.0,19965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,6.52,6.52,119158.0,113658.51,0.0,0.3,6.52,29.39,0.585,70.61,0.2218,2.51
2006-07-21,28275.0,27399.83,0.13,0.81,0.09,0.07,0.0,27399.83,8310.0,28275.0,8052.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.52,6.52,119158.0,115469.8,0.0,0.3,6.52,29.39,0.585,70.61,0.2218,2.55
2006-07-24,28275.0,27722.18,0.13,0.83,0.09,0.07,0.0,27722.18,8310.0,28275.0,8147.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.52,6.52,119117.0,116788.07,0.0,0.3,6.56,29.39,0.585,70.61,0.2219,2.58
2006-07-25,28275.0,28151.98,0.13,0.88,0.09,0.07,0.0,28151.98,8310.0,28275.0,8273.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.52,6.52,119080.0,118561.9,0.0,0.3,6.6,29.39,0.585,70.61,0.222,2.62
2006-07-26,28275.0,28044.53,0.13,0.95,0.09,0.07,0.0,28044.53,8310.0,28275.0,8242.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.9,5.9,132550.0,131469.58,0.0,0.35,5.91,29.39,0.585,70.61,0.2007,2.61
2006-07-27,32681.0,32414.61,0.15,1.1,0.11,0.09,0.0,28044.53,13083.0,28275.0,12976.36,0.0,0.0,4773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,9.97,9.97,118167.0,117203.81,0.0,0.31,9.96,29.39,0.585,70.61,0.249,2.61
2006-07-28,32681.0,32538.81,0.15,1.12,0.11,0.09,0.0,28151.98,13083.0,28275.0,13026.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,9.97,9.97,118163.0,117648.89,0.0,0.31,9.96,29.39,0.585,70.61,0.249,2.62
2006-07-31,32681.0,32911.39,0.14,1.16,0.1,0.09,0.0,28474.33,13083.0,28275.0,13175.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,9.97,9.97,118157.0,118989.97,0.0,0.31,9.97,29.39,0.585,70.61,0.249,2.65
2006-08-01,32681.0,33159.78,0.14,1.14,0.1,0.09,0.0,28689.23,13083.0,28275.0,13274.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,9.97,9.97,118126.0,119856.55,0.0,0.31,10.02,29.39,0.585,70.61,0.2491,2.67
2006-08-02,28275.0,28904.13,0.12,0.96,0.09,0.08,0.0,28904.13,8677.0,28275.0,8870.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,4406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.0,6.0,135994.0,139019.92,0.0,0.36,5.98,29.39,0.585,70.61,0.1954,2.69
2006-08-03,28275.0,28474.33,0.12,0.93,0.09,0.08,0.0,28474.33,8677.0,28275.0,8738.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.61,6.61,122570.0,123434.08,0.0,0.33,6.6,29.39,0.585,70.61,0.2154,2.65
2006-08-04,28275.0,28689.23,0.12,0.9,0.09,0.07,0.0,28689.23,8677.0,28275.0,8804.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.61,6.61,122626.0,124422.48,0.0,0.33,6.55,29.39,0.585,70.61,0.2153,2.67
2006-08-07,28275.0,28689.23,0.12,0.9,0.09,0.08,0.0,28689.23,8677.0,28275.0,8804.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.61,6.61,122610.0,124406.24,0.0,0.33,6.56,29.39,0.585,70.61,0.2154,2.67
2006-08-08,28275.0,29011.58,0.12,0.89,0.09,0.08,0.0,29011.58,8677.0,28275.0,8903.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.61,6.61,122613.0,125807.14,0.0,0.33,6.56,29.39,0.585,70.61,0.2154,2.7
2006-08-09,28275.0,28259.43,0.12,0.89,0.09,0.08,0.0,28259.43,8677.0,28275.0,8672.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.7,5.7,143548.0,143468.95,0.0,0.38,5.76,29.39,0.585,70.61,0.1857,2.63
2006-08-10,28275.0,28689.23,0.12,0.91,0.09,0.07,0.0,28689.23,8677.0,28275.0,8804.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.24,6.24,130291.0,132199.77,0.0,0.34,6.24,29.39,0.585,70.61,0.2035,2.67
2006-08-11,28275.0,28904.13,0.12,0.92,0.09,0.08,0.0,28904.13,8677.0,28275.0,8870.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.25,6.25,130227.0,133124.61,0.0,0.35,6.27,29.39,0.585,70.61,0.2036,2.69
2006-08-14,28275.0,29119.03,0.12,0.91,0.09,0.08,0.0,29119.03,8677.0,28275.0,8936.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.25,6.25,130205.0,134091.72,0.0,0.35,6.29,29.39,0.585,70.61,0.2036,2.71
2006-08-15,28275.0,28796.68,0.12,0.94,0.09,0.08,0.0,28796.68,8677.0,28275.0,8837.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.25,6.25,130178.0,132579.82,0.0,0.35,6.32,29.39,0.585,70.61,0.2036,2.68
2006-08-16,28275.0,29011.58,0.12,0.98,0.09,0.08,0.0,29011.58,8677.0,28275.0,8903.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.3,5.3,155142.0,159183.54,0.0,0.42,5.28,29.39,0.585,70.61,0.1726,2.7
2006-08-17,28275.0,29119.03,0.12,1.03,0.09,0.08,0.0,29119.03,8677.0,28275.0,8936.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.77,5.77,141694.0,145923.68,0.0,0.38,5.78,29.39,0.585,70.61,0.188,2.71
2006-08-18,28275.0,29119.03,0.12,1.09,0.09,0.08,0.0,29119.03,8677.0,28275.0,8936.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.77,5.77,141679.0,145908.23,0.0,0.38,5.79,29.39,0.585,70.61,0.1881,2.71
2006-08-21,28275.0,29119.03,0.12,1.12,0.09,0.08,0.0,29119.03,8677.0,28275.0,8936.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.85,4.85,170105.0,175182.77,0.0,0.46,4.87,29.39,0.585,70.61,0.1582,2.71
2006-08-22,28275.0,28796.68,0.12,1.14,0.09,0.08,0.0,28796.68,8677.0,28275.0,8837.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.85,4.85,170115.0,173253.66,0.0,0.46,4.87,29.39,0.585,70.61,0.1581,2.68
2006-08-23,28275.0,29011.58,0.12,1.24,0.09,0.08,0.0,29011.58,8677.0,28275.0,8903.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.51,4.51,183555.0,188336.72,0.0,0.49,4.52,29.39,0.585,70.61,0.1471,2.7
2006-08-24,28275.0,29119.03,0.12,1.39,0.09,0.08,0.0,29119.03,8677.0,28275.0,8936.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.85,4.85,170139.0,175217.79,0.0,0.46,4.88,29.39,0.585,70.61,0.1581,2.71
2006-08-25,28275.0,29011.58,0.12,1.38,0.09,0.08,0.0,29011.58,8677.0,28275.0,8903.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.85,4.85,170139.0,174571.23,0.0,0.46,4.89,29.39,0.585,70.61,0.1581,2.7
2006-08-28,28275.0,28796.68,0.12,1.4,0.09,0.08,0.0,28796.68,8677.0,28275.0,8837.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.85,4.85,170377.0,173520.5,0.0,0.46,4.88,29.39,0.585,70.61,0.1579,2.68
2006-08-29,28275.0,29011.58,0.12,1.41,0.09,0.08,0.0,29011.58,8677.0,28275.0,8903.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.85,4.85,170377.0,174815.43,0.0,0.46,4.85,29.39,0.585,70.61,0.1579,2.7
2006-08-30,28275.0,29119.03,0.12,1.39,0.09,0.08,0.0,29119.03,8677.0,28275.0,8936.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.39,4.39,188881.0,194519.25,0.0,0.51,4.38,29.39,0.585,70.61,0.1431,2.71
2006-08-31,28275.0,29011.58,0.12,1.34,0.09,0.08,0.0,29011.58,8677.0,28275.0,8903.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.71,4.71,175465.0,180035.97,0.0,0.48,4.71,29.39,0.585,70.61,0.1536,2.7
2006-09-01,28275.0,29441.38,0.12,1.34,0.09,0.08,0.0,29441.38,8677.0,28275.0,9034.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.71,4.71,175465.0,182703.17,0.0,0.48,4.69,29.39,0.585,70.61,0.1536,2.74
2006-09-04,37715.0,39557.44,0.16,1.72,0.12,0.1,0.0,39557.44,8806.0,37715.0,9236.19,0.0,0.0,129.0,0.03,0.0,0.0,0.0,0.0,9440.0,0.0,0.0,0.0,0.03,129.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.75,4.75,176499.0,185121.28,0.0,0.48,4.73,22.03,0.6564,77.97,0.2035,2.76
2006-09-05,37076.0,39450.81,0.16,1.57,0.12,0.1,0.0,39450.81,8677.0,37076.0,9232.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.02,0.0,0.0,0.0,4.71,4.71,175465.0,186703.97,0.0,0.48,4.73,22.41,0.6522,77.59,0.2013,2.8
2006-09-06,38287.0,40884.88,0.16,1.5,0.12,0.11,0.0,39815.95,9678.0,37286.0,10334.68,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,4.81,4.81,191633.0,204635.81,0.0,0.54,4.8,22.29,0.6536,77.71,0.1902,2.81
2006-09-07,38292.0,40744.7,0.16,1.47,0.12,0.11,0.0,39674.26,9683.0,37286.0,10303.22,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,5.19,5.19,176984.0,188320.27,0.0,0.5,5.19,22.29,0.6536,77.71,0.2051,2.8
2006-09-08,42888.0,45146.14,0.18,1.62,0.14,0.12,0.0,44090.33,9680.0,41885.0,10189.67,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,4599.0,3.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,5.11,5.11,179651.0,189109.97,0.0,0.5,5.11,19.84,0.6819,80.16,0.2265,2.77
2006-09-11,47595.0,49558.36,0.2,1.83,0.15,0.13,0.0,48519.19,9675.0,46597.0,10074.11,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,4712.0,6.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,5.11,5.11,179656.0,187067.06,0.0,0.5,5.1,17.83,0.7069,82.17,0.2514,2.74
2006-09-12,47598.0,49561.48,0.2,1.87,0.15,0.13,0.0,48519.19,9678.0,46597.0,10077.23,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,4.99,4.99,184153.0,191749.56,0.0,0.51,4.94,17.83,0.7069,82.17,0.2456,2.74
2006-09-13,47598.0,49380.6,0.2,1.93,0.15,0.13,0.0,48342.11,9678.0,46597.0,10040.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,4.29,4.29,215717.0,223795.86,0.0,0.59,4.3,17.83,0.7069,82.17,0.2112,2.73
2006-09-14,47453.0,49590.83,0.2,1.99,0.15,0.13,0.0,48549.96,995.0,46457.0,1039.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,8683.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.49,0.49,203519.0,212687.85,0.0,0.56,0.49,17.89,0.7062,82.11,0.232,2.75
2006-09-15,39179.0,41390.74,0.17,1.73,0.13,0.11,0.0,40332.17,1002.0,38177.0,1058.57,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8310.0,0.0,0.02,0.0,0.0,0.49,0.49,203973.0,215487.71,0.0,0.56,0.49,0.0,1.0,100.0,0.1911,2.78
2006-09-18,39442.0,42567.91,0.17,1.72,0.13,0.11,0.0,41488.65,1001.0,38442.0,1080.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,204518.0,220726.71,0.0,0.57,0.49,0.0,1.0,100.0,0.1919,2.84
2006-09-19,40227.0,42956.51,0.17,1.6,0.13,0.11,0.0,41859.82,1027.0,39200.0,1096.68,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,206046.0,220026.77,0.0,0.57,0.5,0.0,1.0,100.0,0.1943,2.81
2006-09-20,39614.0,41850.29,0.17,1.58,0.13,0.11,0.0,40786.45,1007.0,38607.0,1063.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,0.0,0.0,0.0,0.0,0.44,0.44,225443.0,238169.73,0.0,0.63,0.44,0.0,1.0,100.0,0.1749,2.78
