DATE,FDJU FP Equity_DX_SI_QTY,FDJU FP Equity_DX_SHORT_INTEREST_VALUE,FDJU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FDJU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FDJU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FDJU FP Equity_DX_SI_MV,FDJU FP Equity_DX_DSS,FDJU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FDJU FP Equity_DX_SUPPLY_SI_QTY,FDJU FP Equity_DX_BROKER_SI_QTY,FDJU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FDJU FP Equity_DX_BROKER_SI_MV_NEW_x,FDJU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FDJU FP Equity_DX_SUPPLY_SI_QTY_INC_x,FDJU FP Equity_DX_BROKER_SI_MV_INC_x,FDJU FP Equity_DX_SUPPLY_SI_MV_NEW,FDJU FP Equity_DX_BROKER_SI_QTY_ADD,FDJU FP Equity_DX_BROKER_SI_QTY_NEW,FDJU FP Equity_DX_SUPPLY_SI_MV_DEC,FDJU FP Equity_DX_BROKER_SI_QTY_INC,FDJU FP Equity_DX_SUPPLY_SI_QTY_DEC,FDJU FP Equity_DX_BROKER_SI_MV_NEW_y,FDJU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FDJU FP Equity_DX_BROKER_SI_MV_INC_y,FDJU FP Equity_DX_SUPPLY_SI_QTY_INC_y,FDJU FP Equity_DX_BROKER_SI_MV_ADD,FDJU FP Equity_DX_SUPPLY_SI_QTY_ADD,FDJU FP Equity_DX_BROKER_SI_QTY_DEC,FDJU FP Equity_DX_SUPPLY_SI_MV,FDJU FP Equity_DX_BROKER_SI_MV_DEC,FDJU FP Equity_DX_SUPPLY_SI_MV_RMV,FDJU FP Equity_DX_BROKER_SI_MV_RMV,FDJU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FDJU FP Equity_DX_UTILIZATION_QUANTITY,FDJU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FDJU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FDJU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FDJU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FDJU FP Equity_DX_ACTIVE_UTILIZATION_MV,FDJU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FDJU FP Equity_DX_BROKER_SI_CON_RATIO,FDJU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FDJU FP Equity_DX_DEMAND_SUPPLY_RATIO,FDJU FP Equity_PX_LAST
2019-12-04,179133.0,3923012.7,0.19,0.22,0.09,3.87,0.0,3152132.7,113565.0,143933.0,2487073.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,136508.0,2.45,2.95,0.0,0.0,2.86,2.86,3863362.0,84607627.8,0.0,78.57,3.03,28.93,0.2962,44.53,0.045,21.9
2019-12-05,149835.0,3280637.33,0.16,0.18,0.08,3.27,0.0,2991623.33,91565.0,136635.0,2004815.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,7298.0,2.0,0.16,0.0,0.0,2.31,2.31,3874402.0,84830031.79,0.0,79.73,2.45,30.11,0.3253,47.07,0.0378,21.895
2019-12-06,113120.0,2508436.0,0.12,0.14,0.06,2.47,0.0,2215726.0,47057.0,99920.0,1043488.98,0.0,0.0,0.0,0.0,0.0,7793.0,0.0,0.97,0.0,44508.0,0.0,0.0,0.0,0.0,0.17,0.0,44508.0,1.03,0.97,0.0,0.0,1.2,1.2,3889240.0,86243897.0,0.0,80.29,1.27,21.76,0.2392,40.37,0.0287,22.175
2019-12-09,113120.0,2618162.4,0.12,0.14,0.06,2.49,0.0,2312648.4,47057.0,99920.0,1089134.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.21,1.21,3856700.0,89263321.5,0.0,80.74,1.28,21.85,0.2372,40.03,0.029,23.145
2019-12-10,113120.0,2663976.0,0.12,0.13,0.06,2.55,0.0,2353116.0,47057.0,99920.0,1108192.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,1.2,1.2,3859142.0,90882794.1,0.0,84.07,1.28,22.26,0.2319,39.01,0.029,23.55
2019-12-11,136127.0,3302441.02,0.15,0.16,0.07,3.12,0.0,2341745.02,73457.0,96527.0,1782066.82,0.0,0.0,564.0,0.11,0.0,0.0,0.0,0.0,4400.0,0.0,0.0,0.0,0.11,564.0,0.0,25836.0,7793.0,1.73,0.18,0.0,0.0,1.88,1.88,3825543.0,92807673.18,0.0,84.79,2.0,23.15,0.2449,39.81,0.0349,24.26
2019-12-12,71957.0,1723010.37,0.08,0.08,0.04,1.74,0.0,1253688.37,53457.0,52357.0,1280027.87,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.47,0.0,20014.0,0.0,0.0,0.0,14.0,0.0,0.0,44170.0,1.29,0.95,0.0,0.0,1.38,1.38,3834047.0,91806255.42,0.0,87.08,1.46,17.06,0.2397,38.66,0.0185,23.945
2019-12-13,150035.0,3570833.0,0.16,0.17,0.08,3.58,0.0,1580224.8,117496.0,66396.0,2796404.8,0.0,0.0,14459.0,0.18,0.0,6539.0,0.0,0.01,7500.0,420.0,0.0,0.0,0.18,14459.0,0.16,50000.0,0.0,2.8,0.0,0.0,0.0,3.04,3.04,3742903.0,89081091.4,0.0,84.05,3.23,18.86,0.2315,39.9,0.0389,23.8
2019-12-16,148035.0,3505468.8,0.16,0.16,0.08,3.52,0.0,1572257.28,115496.0,66396.0,2734945.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,2.92,2.92,3837085.0,90862172.8,0.0,85.83,3.1,18.85,0.2316,39.92,0.0375,23.68
2019-12-17,179905.0,4227767.5,0.19,0.19,0.09,4.26,0.0,2147101.0,142574.0,91366.0,3350489.0,0.0,0.0,8000.0,0.0,0.0,24970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.61,19078.0,0.0,3.36,0.0,0.0,0.0,3.59,3.59,3829300.0,89988550.0,0.0,85.14,3.79,17.28,0.1902,33.11,0.0453,23.5
2019-12-18,204905.0,4821414.65,0.22,0.22,0.11,4.84,0.0,2738091.98,142574.0,116366.0,3354766.22,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,3.36,0.0,0.0,0.0,3.5,3.5,3929450.0,92459958.5,0.0,87.06,3.71,14.86,0.1612,28.63,0.0503,23.53
2019-12-19,204905.0,4851125.88,0.22,0.22,0.11,4.85,0.0,2754965.05,142574.0,116366.0,3375439.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,3.5,3.5,3929450.0,93029728.75,0.0,86.97,3.72,14.87,0.1615,28.72,0.0503,23.675
2019-12-20,517707.0,12318838.07,0.55,0.55,0.27,12.28,0.0,2768928.97,455376.0,116366.0,10835671.92,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,302802.0,0.0,10.79,0.0,0.0,0.0,11.18,11.18,3616751.0,86060590.05,0.0,80.24,11.85,10.52,0.4853,68.27,0.1271,23.795
2019-12-23,1092509.0,26149202.92,1.16,1.15,0.57,25.92,0.0,13287946.08,571753.0,555168.0,13684908.06,0.0,0.0,136000.0,10.45,0.0,0.0,0.0,0.47,438802.0,19623.0,0.0,0.0,10.45,136000.0,0.0,0.0,0.0,13.51,0.0,0.0,0.0,14.01,14.01,3508355.0,83972476.93,0.0,78.09,14.74,4.8,0.7359,85.55,0.2678,23.935
2019-12-24,634084.0,15167289.28,0.68,0.67,0.33,15.18,0.0,12810236.4,570653.0,535545.0,13650019.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,19623.0,13.49,0.41,0.0,0.0,13.97,13.97,3514514.0,84067174.88,0.0,78.24,14.71,8.42,0.5689,74.6,0.1552,23.92
2019-12-25,634084.0,15167289.28,0.68,0.67,0.33,15.19,0.0,12810236.4,570653.0,535545.0,13650019.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,13.97,13.97,3515511.0,84091023.12,0.0,78.27,14.71,8.42,0.569,74.61,0.1552,0.0
2019-12-26,623719.0,14919358.48,0.66,0.65,0.33,14.94,0.0,12562305.6,560288.0,525180.0,13402088.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,10365.0,0.0,0.0,0.0,0.0,0.0,0.0,10365.0,13.43,0.25,0.0,0.0,13.71,13.71,3525876.0,84338953.92,0.0,78.59,14.6,8.57,0.5885,75.9,0.1526,0.0
2019-12-27,623719.0,14941188.65,0.66,0.65,0.33,14.94,0.0,12580686.9,556419.0,525180.0,13329017.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,3869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.32,0.0,0.0,0.0,13.58,13.58,3539502.0,84788770.41,0.0,78.55,14.5,8.59,0.5885,75.9,0.1523,23.955
2019-12-30,576830.0,13823730.95,0.61,0.6,0.3,13.81,0.0,11774387.94,524316.0,491316.0,12565232.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,32103.0,0.0,0.0,0.0,0.0,0.0,0.0,33864.0,12.56,0.82,0.0,0.0,12.86,12.86,3552672.0,85139784.48,0.0,79.1,13.7,9.12,0.652,80.02,0.1415,23.965
2019-12-31,576830.0,13742974.75,0.61,0.6,0.3,13.82,0.0,11705603.7,524316.0,491316.0,12491828.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.66,0.0,0.0,0.0,12.85,12.85,3554520.0,84686439.0,0.0,79.32,13.77,9.07,0.6522,80.03,0.1414,23.825
2020-01-01,551830.0,13147349.75,0.59,0.57,0.29,13.2,0.0,11109978.7,524316.0,466316.0,12491828.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.59,0.6,0.0,0.0,12.84,12.84,3557832.0,84765347.4,0.0,78.94,13.76,9.5,0.7135,83.84,0.1352,0.0
2020-01-02,547130.0,13155740.85,0.58,0.57,0.29,13.05,0.0,11099556.72,524316.0,461616.0,12607178.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.0,12.48,0.11,0.0,0.0,12.44,12.44,3689895.0,88723525.28,0.0,82.29,13.17,9.71,0.7238,84.46,0.1298,24.045
2020-01-03,542430.0,12779650.8,0.58,0.56,0.28,13.01,0.0,10875672.96,519616.0,461616.0,12242152.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42,0.0,0.0,0.0,12.32,12.32,3698169.0,87128861.64,0.0,82.77,13.05,9.46,0.728,84.73,0.1286,23.56
2020-01-06,542430.0,12988486.35,0.58,0.55,0.28,13.0,0.0,11053395.12,519616.0,461616.0,12442205.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33,0.0,0.0,0.0,12.34,12.34,3691070.0,88382671.15,0.0,81.11,13.19,9.5,0.7284,84.75,0.1288,23.945
2020-01-07,539402.0,12889010.79,0.57,0.55,0.28,12.91,0.0,10994137.29,518102.0,460102.0,12380047.29,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.04,0.0,1829.0,0.0,0.0,0.0,315.0,0.0,0.0,1514.0,12.4,0.04,0.0,0.0,12.3,12.3,3692584.0,88234294.68,0.0,82.44,13.07,9.64,0.7296,84.81,0.1281,23.895
2020-01-08,545967.0,13089558.83,0.58,1.16,0.29,13.05,0.0,11188341.33,518102.0,466667.0,12421495.45,0.0,0.0,0.0,0.0,0.0,6565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,12.4,0.0,0.0,0.0,12.3,12.3,3692584.0,88529701.4,0.0,82.33,13.09,9.57,0.7109,83.7,0.1297,23.975
2020-01-09,495967.0,11853611.3,0.53,1.31,0.26,11.89,0.0,11153341.3,468102.0,466667.0,11187637.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,1.2,0.0,11.25,11.25,3692455.0,88249674.5,50000.0,82.52,11.95,2.51,0.8583,92.57,0.1192,23.9
2020-01-10,495967.0,11804014.6,0.53,1.59,0.26,11.85,0.0,11106674.6,332102.0,466667.0,7904027.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,136000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93,0.0,0.0,0.0,8.04,8.04,3797843.0,90388663.4,0.0,84.65,8.56,2.51,0.8583,92.57,0.1201,23.8
2020-01-13,359967.0,8592412.29,0.38,1.35,0.19,8.57,0.0,7893021.29,332102.0,330667.0,7927274.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136000.0,7.87,3.28,0.0,0.0,8.1,8.1,3768807.0,89961423.09,0.0,83.74,8.59,3.52,0.805,89.56,0.0878,23.87
2020-01-14,680406.0,16193662.8,0.72,2.7,0.36,16.26,0.0,7713627.6,356304.0,324102.0,8480035.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24202.0,6565.0,8.53,0.16,0.0,0.0,9.08,9.08,3565866.0,84867610.8,0.0,79.07,9.73,3.68,0.8479,91.97,0.1735,23.8
2020-01-15,377604.0,8994527.28,0.45,1.57,0.2,8.99,0.0,7720109.64,53502.0,324102.0,1274417.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,302802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,1.36,1.36,3868668.0,92151671.76,0.0,86.04,1.46,6.8,0.7316,85.13,0.0963,23.82
2020-01-16,74802.0,1775051.46,0.09,0.32,0.04,1.78,0.0,505449.0,53502.0,21300.0,1269602.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302802.0,1.28,7.21,0.0,0.0,1.36,1.36,3869668.0,91827221.64,0.0,86.22,1.46,22.44,0.3121,45.93,0.0191,23.73
2020-01-17,74802.0,1757847.0,0.09,0.34,0.04,1.77,0.0,500550.0,53502.0,21300.0,1257297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,1.36,1.36,3869668.0,90937198.0,0.0,85.93,1.45,22.52,0.3114,45.8,0.0191,23.5
2020-01-20,74802.0,1751862.84,0.09,0.34,0.04,1.76,0.0,498846.0,53502.0,21300.0,1253016.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,1.36,1.36,3869668.0,90627624.56,0.0,85.0,1.46,22.51,0.3111,45.76,0.0191,23.42
2020-01-21,74802.0,1757472.99,0.09,0.35,0.04,1.76,0.0,500443.5,53502.0,21300.0,1257029.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,1.36,1.36,3870668.0,90941344.66,0.0,84.78,1.46,22.44,0.3115,45.84,0.0191,23.495
2020-01-22,74802.0,1752984.87,0.09,0.36,0.04,1.76,0.0,499165.5,53502.0,21300.0,1253819.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,1.37,1.37,3865668.0,90591929.58,0.0,84.84,1.46,22.46,0.3118,45.88,0.0191,23.435
2020-01-23,74802.0,1742886.6,0.09,0.37,0.04,1.75,0.0,496290.0,53502.0,21300.0,1246596.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.37,1.37,3860668.0,89953564.4,0.0,84.61,1.46,22.47,0.3118,45.87,0.0191,23.3
2020-01-24,159773.0,3710727.93,0.19,0.87,0.08,3.73,0.0,1555587.28,99181.0,66979.0,2303478.73,0.0,0.0,39292.0,0.0,0.0,45679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39292.0,1.07,6387.0,0.0,2.31,0.0,0.0,0.0,2.56,2.56,3777812.0,87739683.7,0.0,82.16,2.74,24.5,0.305,46.45,0.0412,23.225
2020-01-27,186347.0,4298093.56,0.22,1.14,0.1,4.33,0.0,2157799.94,125755.0,93553.0,2900539.08,0.0,0.0,26574.0,0.61,0.0,0.0,0.0,0.0,26574.0,0.0,0.0,0.0,0.61,26574.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,3.25,3.25,3741243.0,86291769.8,0.0,81.03,3.47,19.32,0.3897,57.82,0.0482,23.065
2020-01-28,193676.0,4490378.06,0.23,1.28,0.1,4.47,0.0,2338949.17,133084.0,100882.0,3085552.54,0.0,0.0,7329.0,0.15,0.0,0.0,0.0,0.0,7329.0,0.0,0.0,0.0,0.15,7329.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,3.46,3.46,3717489.0,86189982.47,0.0,79.96,3.7,18.19,0.4108,60.12,0.0503,23.185
2020-01-29,218843.0,5068403.88,0.26,1.59,0.11,5.07,0.0,2919294.84,158251.0,126049.0,3665093.16,0.0,0.0,25167.0,0.59,0.0,0.0,0.0,0.0,25167.0,0.0,0.0,0.0,0.59,25167.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,4.08,4.08,3716788.0,86080810.08,0.0,80.32,4.37,15.36,0.4765,66.44,0.0565,23.16
2020-01-30,218843.0,5021352.64,0.26,1.74,0.11,5.06,0.0,2892194.31,158251.0,126049.0,3631069.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,4.09,4.09,3713155.0,85198341.47,0.0,80.07,4.36,15.42,0.476,66.39,0.0565,22.945
2020-01-31,253342.0,5869934.14,0.3,2.09,0.13,5.8,0.0,3719897.16,192750.0,160548.0,4466017.5,0.0,0.0,34499.0,0.77,0.0,0.0,0.0,0.0,34499.0,0.0,0.0,0.0,0.77,34499.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,5.0,5.0,3662657.0,84863762.69,0.0,78.3,5.37,12.66,0.5473,72.35,0.0657,23.17
2020-02-03,253342.0,5892734.92,0.3,2.08,0.13,5.78,0.0,3734346.48,192750.0,160548.0,4483365.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,4.93,4.93,3716824.0,86453326.24,0.0,78.85,5.35,12.62,0.544,72.11,0.0648,23.26
2020-02-04,253342.0,5921869.25,0.3,2.16,0.13,5.9,0.0,3752809.5,192750.0,160548.0,4505531.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,4.97,4.97,3687635.0,86198468.13,0.0,79.81,5.32,12.42,0.5506,72.62,0.0653,23.375
2020-02-05,253342.0,5921869.25,0.3,2.17,0.13,5.94,0.0,3752809.5,192750.0,160548.0,4505531.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,5.08,5.08,3603858.0,84240180.75,0.0,78.38,5.44,12.56,0.5497,72.54,0.0667,23.375
2020-02-06,253342.0,5953537.0,0.3,2.19,0.13,5.93,0.0,3772878.0,192750.0,160548.0,4529625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,5.04,5.04,3631398.0,85337853.0,0.0,78.99,5.4,12.52,0.5494,72.53,0.0662,23.5
