DATE,ES FP Equity_DX_SI_QTY,ES FP Equity_DX_SHORT_INTEREST_VALUE,ES FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ES FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ES FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ES FP Equity_DX_SI_MV,ES FP Equity_DX_DSS,ES FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ES FP Equity_DX_SUPPLY_SI_QTY,ES FP Equity_DX_BROKER_SI_QTY,ES FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ES FP Equity_DX_BROKER_SI_MV_NEW_x,ES FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ES FP Equity_DX_SUPPLY_SI_QTY_INC_x,ES FP Equity_DX_BROKER_SI_MV_INC_x,ES FP Equity_DX_SUPPLY_SI_MV_NEW,ES FP Equity_DX_BROKER_SI_QTY_ADD,ES FP Equity_DX_BROKER_SI_QTY_NEW,ES FP Equity_DX_SUPPLY_SI_MV_DEC,ES FP Equity_DX_BROKER_SI_QTY_INC,ES FP Equity_DX_SUPPLY_SI_QTY_DEC,ES FP Equity_DX_BROKER_SI_MV_NEW_y,ES FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ES FP Equity_DX_BROKER_SI_MV_INC_y,ES FP Equity_DX_SUPPLY_SI_QTY_INC_y,ES FP Equity_DX_BROKER_SI_MV_ADD,ES FP Equity_DX_SUPPLY_SI_QTY_ADD,ES FP Equity_DX_BROKER_SI_QTY_DEC,ES FP Equity_DX_SUPPLY_SI_MV,ES FP Equity_DX_BROKER_SI_MV_DEC,ES FP Equity_DX_SUPPLY_SI_MV_RMV,ES FP Equity_DX_BROKER_SI_MV_RMV,ES FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ES FP Equity_DX_UTILIZATION_QUANTITY,ES FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ES FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ES FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ES FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ES FP Equity_DX_ACTIVE_UTILIZATION_MV,ES FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ES FP Equity_DX_BROKER_SI_CON_RATIO,ES FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ES FP Equity_DX_DEMAND_SUPPLY_RATIO,ES FP Equity_PX_LAST
2006-07-17,10655.0,1158672.32,0.48,3.06,0.08,1.91,0.0,1020675.59,1749.0,9386.0,190194.08,0.0,0.0,4.0,0.02,0.0,0.0,0.0,0.0,126.0,9.0,0.0,0.0,0.02,4.0,0.0,0.0,10.0,0.31,0.0,0.0,0.0,3.42,2.02,49350.0,5366539.54,0.0,0.0,0.0,11.92,0.6109,76.83,0.1234,178.4
2006-07-18,10163.0,1102692.08,0.46,3.29,0.08,1.81,0.0,964028.25,1857.0,8885.0,201485.7,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,501.0,0.33,0.09,0.0,0.0,3.61,2.14,49521.0,5373060.55,0.0,0.0,0.0,12.61,0.6784,81.16,0.1173,178.0
2006-07-19,10689.0,1176052.23,0.49,3.7,0.08,1.91,0.0,1043252.62,1783.0,9482.0,196173.74,0.0,0.0,0.0,0.02,0.0,497.0,0.0,0.01,100.0,74.0,0.0,0.0,0.02,0.0,0.09,0.0,0.0,0.32,0.0,0.0,0.0,3.49,2.06,49240.0,5417607.99,0.0,0.0,0.0,11.79,0.6006,76.11,0.1236,180.5
2006-07-20,10689.0,1169536.71,0.49,3.71,0.08,1.92,0.0,1038019.9,2040.0,9487.0,223206.56,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,4.01,2.36,48831.0,5342842.82,0.0,0.0,0.0,11.73,0.5998,76.05,0.1238,179.5
2006-07-21,10942.0,1200553.57,0.5,3.82,0.09,1.97,0.0,1068560.7,2035.0,9739.0,223279.7,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,255.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,3.0,0.37,0.0,0.0,0.0,4.0,2.36,48822.0,5356737.91,0.0,0.0,0.0,11.43,0.5738,74.12,0.1268,180.0
2006-07-24,10954.0,1191186.91,0.5,3.89,0.09,1.96,0.0,1059606.11,2051.0,9744.0,223034.91,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,4.01,2.37,49111.0,5340549.61,0.0,0.0,0.0,11.49,0.5714,73.94,0.1265,178.4
2006-07-25,10936.0,1194562.38,0.5,3.85,0.09,1.97,0.0,1063483.85,2028.0,9736.0,221522.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.36,0.0,0.0,0.0,4.0,2.37,48710.0,5320696.19,0.0,0.0,0.0,11.43,0.575,74.21,0.1276,179.2
2006-07-26,9740.0,1074607.48,0.44,3.53,0.08,1.75,0.0,1074607.48,861.0,9740.0,94993.54,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.22,4.0,1200.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.71,1.0,49430.0,5453577.79,0.0,0.0,0.0,11.46,0.5731,74.07,0.1134,181.0
2006-07-27,9766.0,1079261.91,0.44,3.55,0.08,1.77,0.0,1079261.91,859.0,9766.0,94929.96,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.16,0.0,0.0,0.0,1.72,1.01,48973.0,5412112.8,0.0,0.0,0.0,11.29,0.5727,74.04,0.1143,181.3
2006-07-28,2770.0,305781.03,0.13,1.05,0.02,0.5,0.0,305781.03,949.0,2770.0,104760.36,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,7000.0,0.17,1.27,0.0,0.0,1.11,1.11,84787.0,9359659.42,0.0,15.33,1.1,34.01,0.3153,40.08,0.0323,181.1
2006-07-31,2851.0,317155.62,0.13,1.09,0.02,0.51,0.0,317155.62,997.0,2851.0,110909.91,0.0,0.0,48.0,0.01,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.01,48.0,0.0,0.0,1.0,0.18,0.0,0.0,0.0,1.16,1.16,84917.0,9446476.28,0.0,15.35,1.16,35.86,0.3167,38.9,0.0332,182.5
2006-08-01,2902.0,334327.07,0.13,1.1,0.02,0.53,0.0,334327.07,1006.0,2902.0,115896.98,0.0,0.0,8.0,0.01,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.01,8.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1.17,1.17,84814.0,9771059.93,0.0,15.43,1.17,37.02,0.3172,37.98,0.0338,189.0
2006-08-02,2992.0,360927.28,0.14,1.04,0.02,0.55,0.0,351759.34,1161.0,2916.0,140052.33,0.0,0.0,155.0,0.01,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.01,155.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.28,1.28,89754.0,10827094.65,0.0,16.86,1.26,37.02,0.3153,37.61,0.0329,197.9
2006-08-03,3071.0,359599.86,0.14,1.03,0.02,0.58,0.0,350583.51,1192.0,2994.0,139577.67,0.0,0.0,31.0,0.03,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.03,31.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,1.33,1.33,88596.0,10374180.65,0.0,17.07,1.3,35.36,0.3198,39.85,0.0342,192.1
2006-08-04,3061.0,361974.01,0.14,0.89,0.02,0.57,0.0,353104.99,1174.0,2986.0,138829.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.22,0.0,0.0,0.0,1.29,1.29,89764.0,10614908.47,0.0,16.98,1.27,35.95,0.3193,39.34,0.0337,194.0
2006-08-07,3066.0,362565.28,0.14,0.89,0.02,0.57,0.0,353459.75,1180.0,2989.0,139539.15,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.3,1.3,89619.0,10597761.71,0.0,17.12,1.27,35.72,0.3192,39.5,0.0338,194.0
2006-08-08,3065.0,366930.9,0.14,0.9,0.02,0.57,0.0,357712.74,1330.0,2988.0,159222.87,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.46,1.46,89513.0,10716178.1,0.0,17.11,1.44,35.69,0.3187,39.47,0.0337,196.4
2006-08-09,3215.0,380185.05,0.15,1.01,0.03,0.61,0.0,371079.53,1343.0,3138.0,158814.47,0.0,0.0,13.0,0.03,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.03,13.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.27,1.27,104211.0,12323316.99,0.0,20.02,1.25,33.74,0.3281,42.65,0.0305,194.0
2006-08-10,3760.0,453800.91,0.17,1.28,0.03,0.71,0.0,379092.73,1884.0,3141.0,227383.22,0.0,0.0,541.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,3.0,0.35,0.0,0.0,0.0,1.9,1.9,97353.0,11749702.11,0.0,18.63,1.86,33.92,0.3282,42.55,0.0379,198.0
2006-08-11,4268.0,514591.99,0.19,1.46,0.03,0.82,0.0,439718.14,2113.0,3647.0,254764.03,0.0,0.0,228.0,0.01,0.0,500.0,0.0,0.0,7.0,0.0,0.0,0.0,0.01,228.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,2.15,2.15,96262.0,11606292.05,0.0,18.74,2.11,28.66,0.2793,36.86,0.0434,197.8
2006-08-14,4486.0,534313.51,0.2,1.61,0.03,0.86,0.0,460467.24,2113.0,3866.0,251672.86,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.15,2.15,96279.0,11467492.29,0.0,18.7,2.11,27.07,0.292,40.62,0.0456,195.4
2006-08-15,3844.0,457846.89,0.17,1.38,0.03,0.75,0.0,355176.75,2304.0,2982.0,274422.28,0.0,0.0,191.0,0.05,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.05,191.0,0.0,0.0,1133.0,0.45,0.2,0.0,0.0,2.4,2.4,93841.0,11177109.7,0.0,18.29,2.4,32.34,0.3917,50.89,0.04,195.4
2006-08-16,3837.0,463094.17,0.17,1.45,0.03,0.75,0.0,359661.36,2292.0,2980.0,276625.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.45,0.0,0.0,0.0,2.23,2.23,100605.0,12142191.62,0.0,19.76,2.23,32.63,0.3911,50.67,0.0373,198.0
2006-08-17,3846.0,461836.05,0.17,1.46,0.03,0.76,0.0,358205.13,2506.0,2983.0,300925.94,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.6,2.6,93861.0,11271033.22,0.0,18.56,2.6,32.27,0.3918,50.94,0.0399,197.0
2006-08-18,4045.0,482773.63,0.18,1.52,0.03,0.79,0.0,379654.61,2507.0,3181.0,299212.24,0.0,0.0,2.0,0.04,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.04,2.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2.61,2.61,93408.0,11148311.31,0.0,18.38,2.61,30.21,0.4081,54.04,0.0422,195.8
2006-08-21,3517.0,418041.41,0.16,1.32,0.03,0.69,0.0,378103.42,1979.0,3181.0,235230.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39,0.0,0.0,0.0,2.06,2.06,94187.0,11195355.85,0.0,18.42,2.06,30.27,0.4079,53.99,0.0366,195.0
2006-08-22,2912.0,352519.33,0.13,1.08,0.02,0.57,0.0,304943.75,2029.0,2519.0,245625.59,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,662.0,0.4,0.13,0.0,0.0,2.11,2.11,94257.0,11410513.36,0.0,18.53,2.1,19.8,0.5154,67.9,0.0302,198.6
2006-08-23,2915.0,350039.55,0.13,1.1,0.02,0.58,0.0,302727.17,2364.0,2521.0,283874.27,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.22,2.22,104326.0,12527693.2,0.0,18.22,2.51,19.86,0.5179,68.12,0.0273,197.0
2006-08-24,3240.0,392028.69,0.15,1.24,0.03,0.64,0.0,344477.06,2359.0,2847.0,285430.76,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,327.0,5.0,0.0,0.0,0.06,0.0,0.0,0.0,1.0,0.47,0.0,0.0,0.0,2.36,2.36,97512.0,11798611.52,0.0,16.83,2.69,17.55,0.556,71.67,0.0324,198.5
2006-08-25,3243.0,387449.72,0.15,1.3,0.03,0.64,0.0,340258.03,2365.0,2848.0,282552.75,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.37,2.37,97508.0,11649536.51,0.0,16.87,2.7,17.59,0.558,71.82,0.0325,196.0
2006-08-28,3239.0,392499.99,0.15,1.28,0.03,0.64,0.0,344876.5,2410.0,2846.0,292042.29,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.0,0.47,0.0,0.0,0.0,2.41,2.41,97471.0,11811474.82,0.0,16.78,2.74,17.54,0.5554,71.62,0.0324,198.8
2006-08-29,3295.0,395670.77,0.15,1.32,0.03,0.65,0.0,348358.4,2417.0,2901.0,290238.62,0.0,0.0,6.0,0.02,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.02,6.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,2.42,2.42,97451.0,11702128.24,0.0,16.84,2.77,17.26,0.5635,72.31,0.033,197.0
2006-08-30,3294.0,395550.69,0.15,1.31,0.03,0.65,0.0,348238.31,2414.0,2900.0,289878.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48,0.0,0.0,0.0,2.26,2.26,104577.0,12557833.83,0.0,20.62,2.25,17.24,0.5627,72.24,0.0308,197.0
2006-08-31,2794.0,335509.6,0.13,1.12,0.02,0.55,0.0,288197.22,2418.0,2400.0,290358.7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,500.0,0.48,0.1,0.0,0.0,2.42,2.42,97713.0,11733589.77,0.0,19.33,2.41,12.71,0.7781,87.29,0.0279,197.0
2006-09-01,3297.0,400734.22,0.15,1.28,0.03,0.65,0.0,352845.45,2414.0,2903.0,293409.89,0.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.48,0.0,0.0,0.0,2.37,2.37,99665.0,12113793.1,0.0,19.7,2.36,17.2,0.5619,72.19,0.0323,199.4
2006-09-04,3312.0,387819.84,0.15,1.26,0.03,0.65,0.0,340981.69,2455.0,2912.0,287469.11,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,2.4,2.4,99696.0,11673939.16,0.0,19.66,2.39,17.44,0.5639,72.32,0.0324,192.1
2006-09-05,3523.0,412526.96,0.16,1.37,0.03,0.68,0.0,353979.28,2549.0,3023.0,298476.08,0.0,0.0,94.0,0.02,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.02,94.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2.5,2.5,99402.0,11639513.12,0.0,19.4,2.46,17.17,0.5295,69.43,0.0346,192.1
2006-09-06,3456.0,400047.01,0.16,1.27,0.03,0.66,0.0,350735.66,2479.0,3030.0,286955.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,25.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.48,0.0,0.0,0.0,2.26,2.26,107109.0,12398331.84,0.0,20.42,2.28,16.53,0.5381,70.23,0.0315,189.9
2006-09-07,5279.0,589185.88,0.24,1.96,0.04,0.99,0.0,436839.09,3443.0,3914.0,384271.07,0.0,0.0,964.0,0.16,0.0,0.0,0.0,0.0,884.0,0.0,0.0,0.0,0.16,964.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,3.35,3.35,99383.0,11092074.39,0.0,18.85,3.31,32.04,0.422,55.01,0.0513,183.1
2006-09-08,5410.0,593583.88,0.25,1.99,0.04,0.98,0.0,436684.63,3493.0,3980.0,383251.11,0.0,0.0,50.0,0.01,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.01,50.0,0.0,0.0,4.0,0.64,0.0,0.0,0.0,3.4,3.4,99371.0,10902961.84,0.0,18.6,3.3,33.64,0.4177,53.72,0.0526,180.0
2006-09-11,5396.0,593034.55,0.25,1.95,0.04,0.97,0.0,437082.73,3467.0,3977.0,381032.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.62,0.0,0.0,0.0,3.37,3.37,99386.0,10922781.98,0.0,18.43,3.28,34.06,0.4167,53.38,0.0525,180.3
2006-09-12,5393.0,596649.63,0.25,1.94,0.04,0.97,0.0,439881.13,3461.0,3976.0,382904.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.63,0.0,0.0,0.0,3.37,3.37,99220.0,10977114.11,0.0,18.51,3.27,34.17,0.4164,53.29,0.0525,181.5
2006-09-13,20890.0,2274218.67,0.95,8.32,0.16,3.74,0.0,390285.97,18979.0,3585.0,2066175.02,0.0,6863.0,0.0,0.0,1.22,0.0,0.0,0.07,9.0,345.0,0.0,6863.0,0.0,0.0,0.0,9000.0,400.0,3.39,0.07,0.0,0.0,16.97,16.97,92867.0,10110094.09,0.0,16.8,16.79,9.0,0.6769,81.44,0.1868,178.6
2006-09-14,28940.0,3150593.03,1.32,9.95,0.23,5.37,0.0,3000575.16,11978.0,27562.0,1304001.5,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,0.01,0.0,138.0,0.0,0.0,0.0,0.0,4.48,0.0,23.0,2.16,0.0,1.22,0.0,11.46,11.46,92539.0,10074385.92,6863.0,16.67,11.47,6.01,0.7721,87.52,0.2769,178.6
2006-09-15,28955.0,3111631.85,1.32,12.42,0.23,5.32,0.0,2962363.79,12001.0,27566.0,1289680.33,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,11.51,11.51,92236.0,9912086.87,0.0,16.66,11.49,6.08,0.7709,87.45,0.2778,176.3
2006-09-18,29457.0,3158396.73,1.34,12.54,0.23,3.86,0.0,2969688.5,12804.0,27697.0,1372852.35,0.0,0.0,802.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,12.11,12.11,92943.0,9965402.69,0.0,16.5,11.53,8.42,0.6936,82.56,0.2786,175.9
2006-09-19,28947.0,3200760.44,1.32,12.34,0.23,5.24,0.0,3047837.8,11989.0,27564.0,1325661.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,2.15,0.0,0.0,0.0,11.5,11.5,92258.0,10201255.97,0.0,16.59,11.49,6.08,0.7676,87.24,0.2777,181.4
2006-09-20,47592.0,5297208.36,2.16,19.51,0.37,8.64,0.0,3069335.56,37485.0,27576.0,4172252.8,0.0,6824.0,72.0,0.0,1.25,0.0,0.0,0.0,12.0,0.0,0.0,6824.0,0.0,72.0,0.0,18600.0,0.0,6.83,0.0,0.0,0.0,34.09,34.09,72486.0,8068024.99,0.0,13.19,34.12,40.35,0.4345,51.89,0.4328,182.6
2006-09-21,47587.0,5331460.06,2.16,19.76,0.37,8.75,0.0,3089282.36,30652.0,27574.0,3434129.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.58,0.0,1.25,0.0,29.73,29.73,72459.0,8118020.99,6824.0,13.19,29.72,39.76,0.4364,52.53,0.4615,183.8
